Qt_Data_Points,Max_Rel_TimeStep
206,551
213,647
197,853
252,440
215,575
212,600
252,422
257,633
238,558
278,663
236,429
219,552
234,521
199,567
222,600
234,497
238,382
268,522
230,536
170,730
219,446
201,665
184,720
