Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Rep_Period,START_SUBPERIODS,INTERIOR_SUBPERIODS,Rel_TimeStep
50000,1,1,1,2,8736,139776.0,1,12066.07464229308,1,1,0,1
,,,,,,61152.00000000001,2,10971.641516049378,1,0,1,6
,,,,,,,3,11602.103778145218,1,0,1,1
,,,,,,,4,12232.2625929787,1,0,1,1
,,,,,,,5,12843.20308119607,1,0,1,1
,,,,,,,6,13358.38909995774,1,0,1,3
,,,,,,,7,13326.189973785134,1,0,1,1
,,,,,,,8,13183.367462301207,1,0,1,1
,,,,,,,9,13250.125860020324,1,0,1,1
,,,,,,,10,12543.522134857501,1,0,1,17
,,,,,,,11,13999.640598048589,1,0,1,1
,,,,,,,12,14813.047842984795,1,0,1,3
,,,,,,,13,14778.893167788096,1,0,1,1
,,,,,,,14,14715.877286304749,1,0,1,1
,,,,,,,15,14535.410456106985,1,0,1,18
,,,,,,,16,16743.91648974155,1,0,1,1
,,,,,,,17,16913.84695666294,1,0,1,3
,,,,,,,18,16846.886260768915,1,0,1,1
,,,,,,,19,16766.57388533107,1,0,1,1
,,,,,,,20,17639.74338277088,1,0,1,2
,,,,,,,21,19731.15248949712,1,0,1,1
,,,,,,,22,16112.421061966726,1,0,1,14
,,,,,,,23,18276.932059182356,1,0,1,1
,,,,,,,24,18093.043018192428,1,0,1,4
,,,,,,,25,17590.129755375085,1,0,1,2
,,,,,,,26,17688.042072029784,1,0,1,1
,,,,,,,27,19512.400729698315,1,0,1,3
,,,,,,,28,19269.912650710492,1,0,1,1
,,,,,,,29,18523.432385305823,1,0,1,1
,,,,,,,30,14120.268109771354,1,0,1,7
,,,,,,,31,12917.749958649085,1,0,1,1
,,,,,,,32,15720.692321064906,1,0,1,3
,,,,,,,33,17346.866200050117,1,0,1,2
,,,,,,,34,17226.448211437077,1,0,1,2
,,,,,,,35,16887.04244848784,1,0,1,1
,,,,,,,36,16790.343920882573,1,0,1,1
,,,,,,,37,16651.567372896774,1,0,1,1
,,,,,,,38,15680.590598239232,1,0,1,13
,,,,,,,39,12445.383720242608,1,0,1,1
,,,,,,,40,15192.35692093432,1,0,1,3
,,,,,,,41,16773.55317236534,1,0,1,1
,,,,,,,42,16798.435847878827,1,0,1,1
,,,,,,,43,14534.241111353542,1,0,1,22
,,,,,,,44,14103.41956177558,1,0,1,1
,,,,,,,45,14638.902830752857,1,0,1,1
,,,,,,,46,14793.86323273117,1,0,1,1
,,,,,,,47,14536.185932444125,1,0,1,2
,,,,,,,48,14091.585118543553,1,0,1,1
,,,,,,,49,13861.976690024772,1,0,1,1
,,,,,,,50,13990.233732915438,1,0,1,1
,,,,,,,51,12848.526051923294,1,0,1,16
,,,,,,,52,13070.990826140693,1,0,1,1
,,,,,,,53,13773.673536678123,1,0,1,1
,,,,,,,54,14421.052983650512,1,0,1,4
,,,,,,,55,14381.781850446803,1,0,1,1
,,,,,,,56,14567.390425923439,1,0,1,1
,,,,,,,57,15812.23224521006,1,0,1,1
,,,,,,,58,13959.164104886064,1,0,1,12
,,,,,,,59,13256.599401617328,1,0,1,1
,,,,,,,60,16474.344976307166,1,0,1,11
,,,,,,,61,18539.61623929834,1,0,1,2
,,,,,,,62,17660.1249238927,1,0,1,2
,,,,,,,63,15341.787839465193,1,0,1,2
,,,,,,,64,12299.440036917265,1,0,1,7
,,,,,,,65,15811.574776141613,1,0,1,2
,,,,,,,66,16450.4829870398,1,0,1,1
,,,,,,,67,16542.32635844731,1,0,1,1
,,,,,,,68,16569.737761147127,1,0,1,1
,,,,,,,69,16293.449028768693,1,0,1,2
,,,,,,,70,16021.307408975837,1,0,1,1
,,,,,,,71,15866.953901522245,1,0,1,1
,,,,,,,72,14736.634524037107,1,0,1,14
,,,,,,,73,13276.829219107969,1,0,1,1
,,,,,,,74,16277.174140597472,1,0,1,5
,,,,,,,75,16174.497701923721,1,0,1,2
,,,,,,,76,16926.971050759992,1,0,1,8
,,,,,,,77,15038.846322542839,1,0,1,2
,,,,,,,78,12953.152139257707,1,0,1,1
,,,,,,,79,12089.338932407318,1,0,1,1
,,,,,,,80,11613.938221377244,1,0,1,1
,,,,,,,81,14917.268865686583,1,0,1,27
,,,,,,,82,12648.693386023553,1,0,1,1
,,,,,,,83,15739.000305893938,1,0,1,4
,,,,,,,84,16116.61007917425,1,0,1,5
,,,,,,,85,14675.226591936054,1,0,1,18
,,,,,,,86,15667.892497414332,1,0,1,1
,,,,,,,87,15993.693708101113,1,0,1,1
,,,,,,,88,15937.758262739491,1,0,1,1
,,,,,,,89,15679.625791558905,1,0,1,1
,,,,,,,90,15404.803720948541,1,0,1,1
,,,,,,,91,15240.335304749628,1,0,1,1
,,,,,,,92,15333.898210643843,1,0,1,1
,,,,,,,93,14882.148536238856,1,0,1,17
,,,,,,,94,16224.313627494426,1,0,1,1
,,,,,,,95,16707.75569097703,1,0,1,2
,,,,,,,96,16602.071752769672,1,0,1,3
,,,,,,,97,17098.696913983673,1,0,1,2
,,,,,,,98,19025.131859073732,1,0,1,1
,,,,,,,99,15702.108475088276,1,0,1,11
,,,,,,,100,14781.927640411692,1,0,1,1
,,,,,,,101,16148.45181190452,1,0,1,1
,,,,,,,102,17157.919704687527,1,0,1,1
,,,,,,,103,17865.96331685998,1,0,1,1
,,,,,,,104,18275.01022652075,1,0,1,1
,,,,,,,105,18450.706191426965,1,0,1,1
,,,,,,,106,18168.601386519975,1,0,1,2
,,,,,,,107,17795.36125381764,1,0,1,1
,,,,,,,108,17543.904622408965,1,0,1,1
,,,,,,,109,17557.96434556496,1,0,1,1
,,,,,,,110,19055.577734397146,1,0,1,2
,,,,,,,111,19428.716718012027,1,0,1,1
,,,,,,,112,14973.870335770194,1,0,1,37
,,,,,,,113,16043.357910040639,1,0,1,1
,,,,,,,114,16162.916131410328,1,0,1,1
,,,,,,,115,16273.598520356001,1,0,1,4
,,,,,,,116,16149.05870642924,1,0,1,1
,,,,,,,117,16268.313480536572,1,0,1,1
,,,,,,,118,15616.552110597011,1,0,1,14
,,,,,,,119,16737.139500882186,1,0,1,1
,,,,,,,120,17876.685120130016,1,0,1,1
