Qt_Data_Points,Max_Rel_TimeStep
60,1447
69,1316
58,1279
98,1136
62,1238
67,927
113,935
76,1096
78,1344
81,846
69,790
84,902
68,1512
75,839
57,1249
63,870
64,1223
86,734
92,1502
49,1247
58,983
73,1590
62,1175
