Qt_Data_Points,Max_Rel_TimeStep
6738,17
6951,15
6637,19
6250,42
6426,16
6477,21
6584,18
6474,19
6413,34
6422,24
6378,41
6511,16
6709,15
6511,16
6568,15
6535,14
6445,17
6268,19
6239,42
6325,25
6329,27
6151,24
6264,36
