natural_gas,natural_gas_ccs,nuclear_CF,solar_pv,onshore_wind,fixed_offshore_wind,float_offshore_wind,battery,Time_Index
1.0,1.0,1.0,0.0,0.4379,0.7539,0.7539,1.0,1
1.0,1.0,1.0,0.08906960282685512,0.44315950530035336,0.5685212014134275,0.5685212014134275,1.0,2
1.0,1.0,1.0,0.16626689045454543,0.3407066212121212,0.40195739393939395,0.40195739393939395,1.0,3
1.0,1.0,1.0,0.056442029166666664,0.4325843055555555,0.5119933333333334,0.5119933333333334,1.0,4
1.0,1.0,1.0,0.0,0.4382,0.5643,0.5643,1.0,5
1.0,1.0,1.0,0.08961223109540636,0.45346480565371033,0.6014724381625441,0.6014724381625441,1.0,6
1.0,1.0,1.0,0.17375168863636367,0.3612144696969697,0.4551867575757576,0.4551867575757576,1.0,7
1.0,1.0,1.0,0.06762597916666667,0.42551555555555554,0.5612084722222223,0.5612084722222223,1.0,8
