$/MWh,Cost_of_Demand_Curtailment_per_MW,Demand_Segment,Max_Demand_Curtailment,Rep_Periods,Sub_Weights,Timesteps_per_Rep_Period,Voll,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Rel_TimeStep
2000.0,1.0,1.0,1.0,1.0,8760.0,8760.0,50000.0,1.0,7332.0,2093.75,999.5,4.0
1800.0,0.9,2.0,0.04,,,,,2.0,6922.0,1977.0,944.0,1.0
1100.0,0.55,3.0,0.024,,,,,3.0,7045.0,2012.0,960.0,1.0
400.0,0.2,4.0,0.003,,,,,4.0,7425.5,2120.5,1012.5,2.0
,,,,,,,,5.0,7946.0,2269.0,1083.0,1.0
,,,,,,,,6.0,8340.0,2382.0,1137.0,1.0
,,,,,,,,7.0,8578.0,2449.0,1169.0,1.0
,,,,,,,,8.0,8686.5,2480.5,1184.0,2.0
,,,,,,,,9.0,8630.0,2464.0,1176.0,1.0
,,,,,,,,10.0,8544.0,2440.0,1165.0,1.0
,,,,,,,,11.0,8594.0,2454.0,1171.0,1.0
,,,,,,,,12.0,9431.0,2693.0,1286.0,1.0
,,,,,,,,13.0,10225.0,2920.0,1394.0,1.0
,,,,,,,,14.0,10165.0,2903.0,1386.0,1.0
,,,,,,,,15.0,9169.75,2618.75,1250.25,4.0
,,,,,,,,16.0,7648.0,2184.0,1042.0,1.0
,,,,,,,,17.0,7051.0,2013.0,961.0,1.0
,,,,,,,,18.0,6689.0,1910.0,912.0,1.0
,,,,,,,,19.0,6495.5,1855.0,885.5,2.0
,,,,,,,,20.0,6618.0,1890.0,902.0,1.0
,,,,,,,,21.0,7251.5,2070.5,988.0,2.0
,,,,,,,,22.0,7968.0,2275.0,1086.0,1.0
,,,,,,,,23.0,8513.0,2431.0,1161.0,1.0
,,,,,,,,24.0,9072.0,2591.0,1236.0,1.0
,,,,,,,,25.0,9482.0,2708.0,1292.0,1.0
,,,,,,,,26.0,9642.5,2753.0,1314.5,2.0
,,,,,,,,27.0,9572.0,2734.0,1305.0,1.0
,,,,,,,,28.0,9542.0,2725.0,1301.0,1.0
,,,,,,,,29.0,9687.0,2766.0,1321.0,1.0
,,,,,,,,30.0,10596.0,3026.0,1444.0,1.0
,,,,,,,,31.0,11515.0,3289.0,1570.0,1.0
,,,,,,,,32.0,11414.0,3260.0,1556.0,1.0
,,,,,,,,33.0,11138.0,3181.0,1519.0,1.0
