Qt_Data_Points,Max_Rel_TimeStep
255,498
293,455
284,417
337,406
300,575
301,574
335,422
346,620
333,489
374,642
327,368
327,439
332,350
276,357
349,532
336,428
349,358
339,518
319,417
237,441
307,446
291,425
256,720
