Cost_of_Demand_Curtailment_per_MW,Demand_Segment,Max_Demand_Curtailment,Rep_Periods,Sub_Weights,Timesteps_per_Rep_Period,Voll,Time_Index,Demand_MW_z1,Rep_Period,START_SUBPERIODS,INTERIOR_SUBPERIODS
1.0,1.0,1.0,1.0,8736.0,8736.0,50000.0,1.0,12774.356,1.0,1.0,0.0
,,,,,,,2.0,12270.879,1.0,0.0,1.0
,,,,,,,3.0,11954.372,1.0,0.0,1.0
,,,,,,,4.0,11828.352,1.0,0.0,1.0
,,,,,,,5.0,11882.091,1.0,0.0,1.0
,,,,,,,6.0,11921.128,1.0,0.0,1.0
,,,,,,,7.0,12236.598,1.0,0.0,1.0
,,,,,,,8.0,12784.292,1.0,0.0,1.0
,,,,,,,9.0,13956.631,1.0,0.0,1.0
,,,,,,,10.0,14865.612,1.0,0.0,1.0
,,,,,,,11.0,15492.811,1.0,0.0,1.0
,,,,,,,12.0,16763.561,1.0,0.0,1.0
,,,,,,,13.0,16738.178,1.0,0.0,1.0
,,,,,,,14.0,16684.764,1.0,0.0,1.0
,,,,,,,15.0,16225.697,1.0,0.0,1.0
,,,,,,,16.0,16213.677,1.0,0.0,1.0
,,,,,,,17.0,16927.099,1.0,0.0,1.0
,,,,,,,18.0,18151.53,1.0,0.0,1.0
,,,,,,,19.0,17971.116,1.0,0.0,1.0
,,,,,,,20.0,17649.82,1.0,0.0,1.0
,,,,,,,21.0,16973.223,1.0,0.0,1.0
,,,,,,,22.0,15824.618,1.0,0.0,1.0
,,,,,,,23.0,13928.599,1.0,0.0,1.0
,,,,,,,24.0,12813.057,1.0,0.0,1.0
,,,,,,,25.0,12002.363,1.0,0.0,1.0
,,,,,,,26.0,11467.013,1.0,0.0,1.0
,,,,,,,27.0,11152.682,1.0,0.0,1.0
,,,,,,,28.0,11090.075,1.0,0.0,1.0
,,,,,,,29.0,11112.034,1.0,0.0,1.0
,,,,,,,30.0,12372.457,1.0,0.0,1.0
,,,,,,,31.0,13977.428,1.0,0.0,1.0
,,,,,,,32.0,14653.63,1.0,0.0,1.0
,,,,,,,33.0,15177.104,1.0,0.0,1.0
,,,,,,,34.0,14751.338,1.0,0.0,1.0
,,,,,,,35.0,15537.541,1.0,0.0,1.0
,,,,,,,36.0,16141.966,1.0,0.0,1.0
,,,,,,,37.0,15836.089,1.0,0.0,1.0
,,,,,,,38.0,15789.143,1.0,0.0,1.0
,,,,,,,39.0,15328.077,1.0,0.0,1.0
,,,,,,,40.0,15812.96,1.0,0.0,1.0
,,,,,,,41.0,17103.546,1.0,0.0,1.0
,,,,,,,42.0,18110.973,1.0,0.0,1.0
,,,,,,,43.0,17433.484,1.0,0.0,1.0
,,,,,,,44.0,16725.421,1.0,0.0,1.0
,,,,,,,45.0,16172.578,1.0,0.0,1.0
,,,,,,,46.0,15067.685,1.0,0.0,1.0
,,,,,,,47.0,13970.555,1.0,0.0,1.0
,,,,,,,48.0,12456.348,1.0,0.0,1.0
,,,,,,,49.0,11459.893,1.0,0.0,1.0
,,,,,,,50.0,10903.389,1.0,0.0,1.0
,,,,,,,51.0,10526.196,1.0,0.0,1.0
