Time_Index,CT_NG,ME_NG,MA_NG
0,0.05306,0.05306,0.05306
1,5.45,5.45,5.28
2,5.45,5.45,5.28
3,4.09,4.09,3.98
4,4.09,4.09,3.98
5,3.14,3.14,3.69
6,3.14,3.14,3.69
7,2.13,2.13,3.18
8,2.13,2.13,3.18
9,2.13,2.13,3.18
10,2.13,2.13,3.18
11,1.82,1.82,2.23
12,1.82,1.82,2.23
13,1.82,1.82,2.23
14,1.82,1.82,2.23
15,1.75,1.75,2.11
16,1.75,1.75,2.11
17,1.75,1.75,2.11
18,1.63,1.63,1.81
19,1.63,1.63,1.81
20,1.63,1.63,1.81
21,2.78,2.78,2.74
22,2.78,2.78,2.74
23,3.78,3.78,4.28
24,3.78,3.78,4.28
