Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1
50000,1,1,1,8,8736,17472.0,1,12942.806808345144
,,,,,,61152.00000000001,2,12616.850771589727
,,,,,,8736.0,3,12506.710944148668
,,,,,,34944.0,4,12429.158950939851
,,,,,,17472.0,5,12764.80587408864
,,,,,,17472.0,6,13847.277585403277
,,,,,,17472.0,7,14913.414540220343
,,,,,,26208.0,8,15488.735840110154
,,,,,,,9,17472.6452573484
,,,,,,,10,17574.618204581908
,,,,,,,11,17415.70420269972
,,,,,,,12,17047.10189088564
,,,,,,,13,16716.270030418065
,,,,,,,14,16549.234968122153
,,,,,,,15,16338.75776087054
,,,,,,,16,16766.395888776944
,,,,,,,17,18017.01030609902
,,,,,,,18,19676.421951324355
,,,,,,,19,19468.974826959842
,,,,,,,20,18948.698040687468
,,,,,,,21,18167.099017258082
,,,,,,,22,16772.636345479015
,,,,,,,23,15063.174544162857
,,,,,,,24,13873.939724995354
,,,,,,,25,13241.879575199171
,,,,,,,26,12669.64613097998
,,,,,,,27,12351.476470926891
,,,,,,,28,12439.483345786935
,,,,,,,29,12872.083956580767
,,,,,,,30,14253.230001759672
,,,,,,,31,16787.238914553618
,,,,,,,32,17950.646311242584
,,,,,,,33,17125.92289316683
,,,,,,,34,17216.731748027345
,,,,,,,35,16952.336596436835
,,,,,,,36,17024.88526737678
,,,,,,,37,16903.18590282039
,,,,,,,38,16852.33390033768
,,,,,,,39,16358.54294705941
,,,,,,,40,16770.528634963204
,,,,,,,41,17610.849708505477
,,,,,,,42,18805.448431797584
,,,,,,,43,18637.114477955067
,,,,,,,44,18049.401912083806
,,,,,,,45,17392.05919692258
,,,,,,,46,16485.9797466683
,,,,,,,47,14852.915478973135
,,,,,,,48,13656.518826814747
,,,,,,,49,12648.98339613117
,,,,,,,50,12081.223358304476
,,,,,,,51,11994.454613960104
,,,,,,,52,12069.621985725222
,,,,,,,53,12561.173745601054
,,,,,,,54,13594.871282474563
,,,,,,,55,15239.386514295353
