Period_Index,Rep_Period,Rep_Period_Index
1,7,2
2,7,2
3,3,1
4,15,6
5,13,4
6,7,2
7,7,2
8,19,7
9,3,1
10,13,4
11,11,3
12,7,2
13,13,4
14,14,5
15,15,6
16,13,4
17,7,2
18,7,2
19,19,7
20,14,5
21,23,8
22,23,8
23,23,8
