Time_Index,natural_gas,natural_gas_ccs,nuclear,solar_pv,onshore_wind,fixed_offshore_wind,float_offshore_wind,battery
16310,1.0,1.0,1.0,0.035523,0.3889,0.738,0.738,1.0
16311,1.0,1.0,1.0,0.022372,0.3401,0.7173,0.7173,1.0
16312,1.0,1.0,1.0,0.007601,0.3796,0.6917,0.6917,1.0
16313,1.0,1.0,1.0,0.001,0.4071,0.636,0.636,1.0
16314,1.0,1.0,1.0,0.0,0.4061,0.5732,0.5732,1.0
16315,1.0,1.0,1.0,0.0,0.4537,0.6224,0.6224,1.0
16316,1.0,1.0,1.0,0.0,0.5147,0.6691,0.6691,1.0
16317,1.0,1.0,1.0,0.0,0.5809,0.7011,0.7011,1.0
16318,1.0,1.0,1.0,0.0,0.5776,0.7241,0.7241,1.0
16319,1.0,1.0,1.0,0.0,0.616,0.7169,0.7169,1.0
16320,1.0,1.0,1.0,0.0,0.5129,0.6627,0.6627,1.0
16321,1.0,1.0,1.0,0.0,0.4255,0.6992,0.6992,1.0
16322,1.0,1.0,1.0,0.0,0.3442,0.6701,0.6701,1.0
16323,1.0,1.0,1.0,0.0,0.3036,0.6664,0.6664,1.0
16324,1.0,1.0,1.0,0.0,0.3456,0.7166,0.7166,1.0
16325,1.0,1.0,1.0,0.0,0.3565,0.7383,0.7383,1.0
16326,1.0,1.0,1.0,0.0,0.353,0.8125,0.8125,1.0
16327,1.0,1.0,1.0,0.000399,0.413,0.8338,0.8338,1.0
16328,1.0,1.0,1.0,0.013984,0.3783,0.8331,0.8331,1.0
16329,1.0,1.0,1.0,0.041962,0.3101,0.8421,0.8421,1.0
16330,1.0,1.0,1.0,0.074238,0.2958,0.8644,0.8644,1.0
16331,1.0,1.0,1.0,0.088798,0.278,0.8688,0.8688,1.0
16332,1.0,1.0,1.0,0.106555,0.263,0.8666,0.8666,1.0
16333,1.0,1.0,1.0,0.095746,0.2737,0.8864,0.8864,1.0
16334,1.0,1.0,1.0,0.070684,0.2616,0.8929,0.8929,1.0
16335,1.0,1.0,1.0,0.036299,0.3048,0.8937,0.8937,1.0
16336,1.0,1.0,1.0,0.014002,0.3398,0.8971,0.8971,1.0
16337,1.0,1.0,1.0,0.001205,0.3768,0.8994,0.8994,1.0
16338,1.0,1.0,1.0,0.0,0.3974,0.9001,0.9001,1.0
16339,1.0,1.0,1.0,0.0,0.4574,0.8999,0.8999,1.0
16340,1.0,1.0,1.0,0.0,0.5325,0.9004,0.9004,1.0
16341,1.0,1.0,1.0,0.0,0.5481,0.901,0.901,1.0
16342,1.0,1.0,1.0,0.0,0.5791,0.9002,0.9002,1.0
16343,1.0,1.0,1.0,0.0,0.5663,0.8885,0.8885,1.0
16344,1.0,1.0,1.0,0.0,0.5046,0.8846,0.8846,1.0
16345,1.0,1.0,1.0,0.0,0.4769,0.8839,0.8839,1.0
16346,1.0,1.0,1.0,0.0,0.4346,0.8949,0.8949,1.0
16347,1.0,1.0,1.0,0.0,0.4338,0.8835,0.8835,1.0
16348,1.0,1.0,1.0,0.0,0.4671,0.8891,0.8891,1.0
16349,1.0,1.0,1.0,0.0,0.4374,0.8864,0.8864,1.0
16350,1.0,1.0,1.0,0.0,0.4251,0.8593,0.8593,1.0
16351,1.0,1.0,1.0,0.000399,0.4119,0.8408,0.8408,1.0
16352,1.0,1.0,1.0,0.015387,0.3678,0.8536,0.8536,1.0
16353,1.0,1.0,1.0,0.048006,0.3887,0.8514,0.8514,1.0
16354,1.0,1.0,1.0,0.089161,0.3645,0.8357,0.8357,1.0
16355,1.0,1.0,1.0,0.136366,0.3675,0.8204,0.8204,1.0
16356,1.0,1.0,1.0,0.165336,0.3696,0.8125,0.8125,1.0
16357,1.0,1.0,1.0,0.145535,0.392,0.8111,0.8111,1.0
16358,1.0,1.0,1.0,0.134734,0.4273,0.7539,0.7539,1.0
16359,1.0,1.0,1.0,0.093683,0.468,0.7697,0.7697,1.0
16360,1.0,1.0,1.0,0.040563,0.4289,0.6824,0.6824,1.0
16361,1.0,1.0,1.0,0.0012,0.3991,0.673,0.673,1.0
16362,1.0,1.0,1.0,0.0,0.4119,0.613,0.613,1.0
16363,1.0,1.0,1.0,0.0,0.4945,0.5925,0.5925,1.0
16364,1.0,1.0,1.0,0.0,0.5239,0.5503,0.5503,1.0
16365,1.0,1.0,1.0,0.0,0.5193,0.5191,0.5191,1.0
16366,1.0,1.0,1.0,0.0,0.496,0.4632,0.4632,1.0
16367,1.0,1.0,1.0,0.0,0.5091,0.4261,0.4261,1.0
16368,1.0,1.0,1.0,0.0,0.5072,0.3936,0.3936,1.0
16369,1.0,1.0,1.0,0.0,0.5004,0.3652,0.3652,1.0
16370,1.0,1.0,1.0,0.0,0.4769,0.3521,0.3521,1.0
16371,1.0,1.0,1.0,0.0,0.4917,0.3198,0.3198,1.0
16372,1.0,1.0,1.0,0.0,0.4645,0.3273,0.3273,1.0
16373,1.0,1.0,1.0,0.0,0.4164,0.2942,0.2942,1.0
16374,1.0,1.0,1.0,0.0,0.3276,0.2528,0.2528,1.0
16375,1.0,1.0,1.0,0.004605,0.2742,0.2391,0.2391,1.0
16376,1.0,1.0,1.0,0.041236,0.2849,0.1827,0.1827,1.0
16377,1.0,1.0,1.0,0.09365,0.1993,0.17,0.17,1.0
16378,1.0,1.0,1.0,0.123272,0.168,0.162,0.162,1.0
16379,1.0,1.0,1.0,0.143361,0.0883,0.1656,0.1656,1.0
16380,1.0,1.0,1.0,0.157621,0.0459,0.1503,0.1503,1.0
16381,1.0,1.0,1.0,0.150142,0.06,0.168,0.168,1.0
16382,1.0,1.0,1.0,0.116806,0.0514,0.1515,0.1515,1.0
16383,1.0,1.0,1.0,0.073625,0.0678,0.1539,0.1539,1.0
16384,1.0,1.0,1.0,0.031966,0.0794,0.1532,0.1532,1.0
16385,1.0,1.0,1.0,0.001397,0.0969,0.1497,0.1497,1.0
16386,1.0,1.0,1.0,0.0,0.1261,0.1293,0.1293,1.0
16387,1.0,1.0,1.0,0.0,0.1389,0.1245,0.1245,1.0
16388,1.0,1.0,1.0,0.0,0.1402,0.164,0.164,1.0
16389,1.0,1.0,1.0,0.0,0.1845,0.2201,0.2201,1.0
16390,1.0,1.0,1.0,0.0,0.1517,0.2763,0.2763,1.0
16391,1.0,1.0,1.0,0.0,0.1301,0.3293,0.3293,1.0
16392,1.0,1.0,1.0,0.0,0.1181,0.3675,0.3675,1.0
16393,1.0,1.0,1.0,0.0,0.0919,0.3395,0.3395,1.0
16394,1.0,1.0,1.0,0.0,0.1205,0.3481,0.3481,1.0
16395,1.0,1.0,1.0,0.0,0.1733,0.3421,0.3421,1.0
16396,1.0,1.0,1.0,0.0,0.2069,0.3557,0.3557,1.0
16397,1.0,1.0,1.0,0.0,0.1991,0.3594,0.3594,1.0
16398,1.0,1.0,1.0,0.0,0.2309,0.4283,0.4283,1.0
16399,1.0,1.0,1.0,0.0002,0.3381,0.433,0.433,1.0
16400,1.0,1.0,1.0,0.016171,0.4521,0.5034,0.5034,1.0
16401,1.0,1.0,1.0,0.033429,0.3927,0.5434,0.5434,1.0
16402,1.0,1.0,1.0,0.059628,0.336,0.5969,0.5969,1.0
16403,1.0,1.0,1.0,0.054888,0.2613,0.7022,0.7022,1.0
16404,1.0,1.0,1.0,0.071672,0.2546,0.7634,0.7634,1.0
16405,1.0,1.0,1.0,0.088577,0.2394,0.8036,0.8036,1.0
16406,1.0,1.0,1.0,0.07561,0.2718,0.8344,0.8344,1.0
16407,1.0,1.0,1.0,0.050107,0.3052,0.8684,0.8684,1.0
16408,1.0,1.0,1.0,0.017305,0.3367,0.8873,0.8873,1.0
16409,1.0,1.0,1.0,0.001801,0.4047,0.9015,0.9015,1.0
16410,1.0,1.0,1.0,0.0,0.5131,0.8953,0.8953,1.0
16411,1.0,1.0,1.0,0.0,0.6334,0.909,0.909,1.0
16412,1.0,1.0,1.0,0.0,0.7621,0.9076,0.9076,1.0
16413,1.0,1.0,1.0,0.0,0.7588,0.9041,0.9041,1.0
16414,1.0,1.0,1.0,0.0,0.691,0.9038,0.9038,1.0
16415,1.0,1.0,1.0,0.0,0.777,0.9042,0.9042,1.0
16416,1.0,1.0,1.0,0.0,0.8467,0.8885,0.8885,1.0
16417,1.0,1.0,1.0,0.0,0.8635,0.8262,0.8262,1.0
16418,1.0,1.0,1.0,0.0,0.8522,0.7564,0.7564,1.0
16419,1.0,1.0,1.0,0.0,0.845,0.8999,0.8999,1.0
16420,1.0,1.0,1.0,0.0,0.8471,0.9039,0.9039,1.0
16421,1.0,1.0,1.0,0.0,0.8315,0.9047,0.9047,1.0
16422,1.0,1.0,1.0,0.0,0.7257,0.8994,0.8994,1.0
16423,1.0,1.0,1.0,0.000604,0.8161,0.8816,0.8816,1.0
16424,1.0,1.0,1.0,0.020593,0.8356,0.8965,0.8965,1.0
16425,1.0,1.0,1.0,0.076708,0.8181,0.8096,0.8096,1.0
16426,1.0,1.0,1.0,0.150339,0.8007,0.8735,0.8735,1.0
16427,1.0,1.0,1.0,0.243991,0.7898,0.8731,0.8731,1.0
16428,1.0,1.0,1.0,0.297886,0.748,0.8609,0.8609,1.0
16429,1.0,1.0,1.0,0.266255,0.717,0.8054,0.8054,1.0
16430,1.0,1.0,1.0,0.200906,0.6403,0.7824,0.7824,1.0
16431,1.0,1.0,1.0,0.12996,0.5326,0.7139,0.7139,1.0
16432,1.0,1.0,1.0,0.055964,0.4431,0.6477,0.6477,1.0
16433,1.0,1.0,1.0,0.005581,0.4162,0.5406,0.5406,1.0
16434,1.0,1.0,1.0,0.0,0.4575,0.5662,0.5662,1.0
16435,1.0,1.0,1.0,0.0,0.5236,0.6148,0.6148,1.0
16436,1.0,1.0,1.0,0.0,0.5442,0.592,0.592,1.0
16437,1.0,1.0,1.0,0.0,0.564,0.5524,0.5524,1.0
16438,1.0,1.0,1.0,0.0,0.5963,0.4583,0.4583,1.0
16439,1.0,1.0,1.0,0.0,0.599,0.4019,0.4019,1.0
16440,1.0,1.0,1.0,0.0,0.653,0.3455,0.3455,1.0
16441,1.0,1.0,1.0,0.0,0.6601,0.2962,0.2962,1.0
16442,1.0,1.0,1.0,0.0,0.7008,0.2792,0.2792,1.0
16443,1.0,1.0,1.0,0.0,0.6669,0.2845,0.2845,1.0
16444,1.0,1.0,1.0,0.0,0.6189,0.2936,0.2936,1.0
16445,1.0,1.0,1.0,0.0,0.6181,0.3008,0.3008,1.0
16446,1.0,1.0,1.0,0.0,0.5919,0.3365,0.3365,1.0
16447,1.0,1.0,1.0,0.001997,0.65,0.2893,0.2893,1.0
16448,1.0,1.0,1.0,0.069406,0.6421,0.2565,0.2565,1.0
16449,1.0,1.0,1.0,0.236474,0.5158,0.2017,0.2017,1.0
16450,1.0,1.0,1.0,0.372269,0.354,0.1715,0.1715,1.0
16451,1.0,1.0,1.0,0.422191,0.3547,0.1384,0.1384,1.0
16452,1.0,1.0,1.0,0.443329,0.3565,0.1226,0.1226,1.0
16453,1.0,1.0,1.0,0.440843,0.3347,0.1153,0.1153,1.0
16454,1.0,1.0,1.0,0.357415,0.3893,0.0988,0.0988,1.0
16455,1.0,1.0,1.0,0.195864,0.3507,0.0923,0.0923,1.0
16456,1.0,1.0,1.0,0.0604,0.3368,0.0967,0.0967,1.0
16457,1.0,1.0,1.0,0.004391,0.3227,0.0992,0.0992,1.0
16458,1.0,1.0,1.0,0.0,0.3435,0.1041,0.1041,1.0
16459,1.0,1.0,1.0,0.0,0.4519,0.1011,0.1011,1.0
16460,1.0,1.0,1.0,0.0,0.3395,0.1132,0.1132,1.0
16461,1.0,1.0,1.0,0.0,0.2404,0.1102,0.1102,1.0
16462,1.0,1.0,1.0,0.0,0.2529,0.1342,0.1342,1.0
16463,1.0,1.0,1.0,0.0,0.232,0.1648,0.1648,1.0
16464,1.0,1.0,1.0,0.0,0.1963,0.1654,0.1654,1.0
16465,1.0,1.0,1.0,0.0,0.2774,0.1981,0.1981,1.0
16466,1.0,1.0,1.0,0.0,0.2575,0.2381,0.2381,1.0
16467,1.0,1.0,1.0,0.0,0.204,0.2266,0.2266,1.0
16468,1.0,1.0,1.0,0.0,0.1553,0.2158,0.2158,1.0
16469,1.0,1.0,1.0,0.0,0.1605,0.2209,0.2209,1.0
16470,1.0,1.0,1.0,0.0,0.1864,0.2219,0.2219,1.0
16471,1.0,1.0,1.0,0.002004,0.2002,0.1924,0.1924,1.0
16472,1.0,1.0,1.0,0.032801,0.1494,0.1582,0.1582,1.0
16473,1.0,1.0,1.0,0.104365,0.1208,0.167,0.167,1.0
16474,1.0,1.0,1.0,0.161243,0.1088,0.1652,0.1652,1.0
16475,1.0,1.0,1.0,0.200489,0.11,0.203,0.203,1.0
16476,1.0,1.0,1.0,0.215786,0.0903,0.2387,0.2387,1.0
16477,1.0,1.0,1.0,0.165867,0.1146,0.2879,0.2879,1.0
16478,1.0,1.0,1.0,0.111643,0.1614,0.3055,0.3055,1.0
16479,1.0,1.0,1.0,0.068999,0.1822,0.31,0.31,1.0
16480,1.0,1.0,1.0,0.029797,0.226,0.2792,0.2792,1.0
16481,1.0,1.0,1.0,0.002398,0.2346,0.2443,0.2443,1.0
16482,1.0,1.0,1.0,0.0,0.2395,0.2212,0.2212,1.0
16483,1.0,1.0,1.0,0.0,0.3551,0.2054,0.2054,1.0
16484,1.0,1.0,1.0,0.0,0.3283,0.162,0.162,1.0
16485,1.0,1.0,1.0,0.0,0.3333,0.1509,0.1509,1.0
16486,1.0,1.0,1.0,0.0,0.3523,0.1442,0.1442,1.0
16487,1.0,1.0,1.0,0.0,0.3803,0.1474,0.1474,1.0
16488,1.0,1.0,1.0,0.0,0.2979,0.1535,0.1535,1.0
16489,1.0,1.0,1.0,0.0,0.4215,0.1614,0.1614,1.0
16490,1.0,1.0,1.0,0.0,0.4869,0.1576,0.1576,1.0
16491,1.0,1.0,1.0,0.0,0.5285,0.1653,0.1653,1.0
16492,1.0,1.0,1.0,0.0,0.4862,0.1895,0.1895,1.0
16493,1.0,1.0,1.0,0.0,0.4234,0.2058,0.2058,1.0
16494,1.0,1.0,1.0,0.0,0.411,0.216,0.216,1.0
16495,1.0,1.0,1.0,0.001205,0.3618,0.2262,0.2262,1.0
16496,1.0,1.0,1.0,0.047679,0.4025,0.2401,0.2401,1.0
16497,1.0,1.0,1.0,0.127204,0.5048,0.2765,0.2765,1.0
16498,1.0,1.0,1.0,0.199927,0.4515,0.2457,0.2457,1.0
16499,1.0,1.0,1.0,0.340126,0.486,0.238,0.238,1.0
16500,1.0,1.0,1.0,0.382741,0.5447,0.2418,0.2418,1.0
16501,1.0,1.0,1.0,0.388047,0.6046,0.2275,0.2275,1.0
16502,1.0,1.0,1.0,0.325746,0.6245,0.2054,0.2054,1.0
16503,1.0,1.0,1.0,0.202366,0.5875,0.1913,0.1913,1.0
16504,1.0,1.0,1.0,0.059757,0.5899,0.1768,0.1768,1.0
16505,1.0,1.0,1.0,0.002202,0.5866,0.1824,0.1824,1.0
16506,1.0,1.0,1.0,0.0,0.7196,0.1888,0.1888,1.0
16507,1.0,1.0,1.0,0.0,0.787,0.2202,0.2202,1.0
16508,1.0,1.0,1.0,0.0,0.7924,0.2643,0.2643,1.0
16509,1.0,1.0,1.0,0.0,0.7564,0.3248,0.3248,1.0
16510,1.0,1.0,1.0,0.0,0.7362,0.3435,0.3435,1.0
16511,1.0,1.0,1.0,0.0,0.7396,0.3517,0.3517,1.0
16512,1.0,1.0,1.0,0.0,0.7313,0.38,0.38,1.0
16513,1.0,1.0,1.0,0.0,0.6643,0.3963,0.3963,1.0
16514,1.0,1.0,1.0,0.0,0.6919,0.4225,0.4225,1.0
16515,1.0,1.0,1.0,0.0,0.7161,0.4669,0.4669,1.0
16516,1.0,1.0,1.0,0.0,0.6426,0.4326,0.4326,1.0
16517,1.0,1.0,1.0,0.0,0.6809,0.3711,0.3711,1.0
16518,1.0,1.0,1.0,0.0,0.6331,0.3256,0.3256,1.0
16519,1.0,1.0,1.0,0.0004,0.4974,0.315,0.315,1.0
16520,1.0,1.0,1.0,0.051392,0.4561,0.31,0.31,1.0
16521,1.0,1.0,1.0,0.234577,0.3399,0.2962,0.2962,1.0
16522,1.0,1.0,1.0,0.41519,0.2331,0.2529,0.2529,1.0
16523,1.0,1.0,1.0,0.548048,0.1348,0.1998,0.1998,1.0
16524,1.0,1.0,1.0,0.612583,0.1072,0.1758,0.1758,1.0
16525,1.0,1.0,1.0,0.583528,0.0892,0.1729,0.1729,1.0
16526,1.0,1.0,1.0,0.465027,0.0947,0.1602,0.1602,1.0
16527,1.0,1.0,1.0,0.288174,0.0653,0.1745,0.1745,1.0
16528,1.0,1.0,1.0,0.077596,0.0647,0.21,0.21,1.0
16529,1.0,1.0,1.0,0.004193,0.0916,0.2009,0.2009,1.0
16530,1.0,1.0,1.0,0.0,0.166,0.2124,0.2124,1.0
16531,1.0,1.0,1.0,0.0,0.1944,0.2068,0.2068,1.0
16532,1.0,1.0,1.0,0.0,0.2824,0.2358,0.2358,1.0
16533,1.0,1.0,1.0,0.0,0.344,0.2552,0.2552,1.0
16534,1.0,1.0,1.0,0.0,0.4144,0.2664,0.2664,1.0
16535,1.0,1.0,1.0,0.0,0.3979,0.2884,0.2884,1.0
16536,1.0,1.0,1.0,0.0,0.2963,0.346,0.346,1.0
16537,1.0,1.0,1.0,0.0,0.2946,0.3833,0.3833,1.0
16538,1.0,1.0,1.0,0.0,0.2987,0.4015,0.4015,1.0
16539,1.0,1.0,1.0,0.0,0.2999,0.4165,0.4165,1.0
16540,1.0,1.0,1.0,0.0,0.3617,0.4973,0.4973,1.0
16541,1.0,1.0,1.0,0.0,0.4353,0.5431,0.5431,1.0
16542,1.0,1.0,1.0,0.0,0.4256,0.5758,0.5758,1.0
16543,1.0,1.0,1.0,0.0004,0.3722,0.6161,0.6161,1.0
16544,1.0,1.0,1.0,0.017349,0.2796,0.6425,0.6425,1.0
16545,1.0,1.0,1.0,0.064036,0.2191,0.6769,0.6769,1.0
16546,1.0,1.0,1.0,0.122203,0.1031,0.6893,0.6893,1.0
16547,1.0,1.0,1.0,0.223962,0.0458,0.6955,0.6955,1.0
16548,1.0,1.0,1.0,0.272745,0.0288,0.7014,0.7014,1.0
16549,1.0,1.0,1.0,0.241064,0.0198,0.695,0.695,1.0
16550,1.0,1.0,1.0,0.218315,0.0161,0.6994,0.6994,1.0
16551,1.0,1.0,1.0,0.136069,0.0219,0.7065,0.7065,1.0
16552,1.0,1.0,1.0,0.044591,0.0334,0.7106,0.7106,1.0
16553,1.0,1.0,1.0,0.002192,0.0571,0.7204,0.7204,1.0
16554,1.0,1.0,1.0,0.0,0.0526,0.7418,0.7418,1.0
16555,1.0,1.0,1.0,0.0,0.0739,0.7636,0.7636,1.0
16556,1.0,1.0,1.0,0.0,0.0882,0.7671,0.7671,1.0
16557,1.0,1.0,1.0,0.0,0.1046,0.7861,0.7861,1.0
16558,1.0,1.0,1.0,0.0,0.1108,0.7824,0.7824,1.0
16559,1.0,1.0,1.0,0.0,0.1284,0.7732,0.7732,1.0
16560,1.0,1.0,1.0,0.0,0.1182,0.8032,0.8032,1.0
16561,1.0,1.0,1.0,0.0,0.1703,0.804,0.804,1.0
16562,1.0,1.0,1.0,0.0,0.1759,0.805,0.805,1.0
16563,1.0,1.0,1.0,0.0,0.2506,0.79,0.79,1.0
16564,1.0,1.0,1.0,0.0,0.2946,0.7887,0.7887,1.0
16565,1.0,1.0,1.0,0.0,0.2944,0.7951,0.7951,1.0
16566,1.0,1.0,1.0,0.0,0.1937,0.8061,0.8061,1.0
16567,1.0,1.0,1.0,0.001398,0.1776,0.8126,0.8126,1.0
16568,1.0,1.0,1.0,0.020012,0.1357,0.799,0.799,1.0
16569,1.0,1.0,1.0,0.082478,0.1247,0.7951,0.7951,1.0
16570,1.0,1.0,1.0,0.126805,0.1039,0.7942,0.7942,1.0
16571,1.0,1.0,1.0,0.128629,0.0853,0.7937,0.7937,1.0
16572,1.0,1.0,1.0,0.102418,0.0633,0.798,0.798,1.0
16573,1.0,1.0,1.0,0.079576,0.0558,0.7893,0.7893,1.0
16574,1.0,1.0,1.0,0.070039,0.0473,0.7972,0.7972,1.0
16575,1.0,1.0,1.0,0.044341,0.058,0.8171,0.8171,1.0
16576,1.0,1.0,1.0,0.01419,0.0721,0.833,0.833,1.0
16577,1.0,1.0,1.0,0.001002,0.0974,0.8505,0.8505,1.0
16578,1.0,1.0,1.0,0.0,0.0942,0.8605,0.8605,1.0
16579,1.0,1.0,1.0,0.0,0.1183,0.8751,0.8751,1.0
16580,1.0,1.0,1.0,0.0,0.143,0.8954,0.8954,1.0
16581,1.0,1.0,1.0,0.0,0.2138,0.894,0.894,1.0
16582,1.0,1.0,1.0,0.0,0.2569,0.8977,0.8977,1.0
16583,1.0,1.0,1.0,0.0,0.2945,0.8936,0.8936,1.0
16584,1.0,1.0,1.0,0.0,0.2907,0.8957,0.8957,1.0
16585,1.0,1.0,1.0,0.0,0.4479,0.8975,0.8975,1.0
16586,1.0,1.0,1.0,0.0,0.5974,0.8989,0.8989,1.0
16587,1.0,1.0,1.0,0.0,0.6955,0.8976,0.8976,1.0
16588,1.0,1.0,1.0,0.0,0.7278,0.898,0.898,1.0
16589,1.0,1.0,1.0,0.0,0.7396,0.9004,0.9004,1.0
16590,1.0,1.0,1.0,0.0,0.7641,0.9023,0.9023,1.0
16591,1.0,1.0,1.0,0.001008,0.6927,0.901,0.901,1.0
16592,1.0,1.0,1.0,0.043629,0.6674,0.9016,0.9016,1.0
16593,1.0,1.0,1.0,0.216198,0.6657,0.8992,0.8992,1.0
16594,1.0,1.0,1.0,0.382957,0.6656,0.8974,0.8974,1.0
16595,1.0,1.0,1.0,0.544613,0.6828,0.8986,0.8986,1.0
16596,1.0,1.0,1.0,0.581077,0.6463,0.8978,0.8978,1.0
16597,1.0,1.0,1.0,0.551317,0.573,0.8977,0.8977,1.0
16598,1.0,1.0,1.0,0.46537,0.6139,0.8972,0.8972,1.0
16599,1.0,1.0,1.0,0.252912,0.5957,0.8903,0.8903,1.0
16600,1.0,1.0,1.0,0.075243,0.6484,0.8907,0.8907,1.0
16601,1.0,1.0,1.0,0.0034,0.6069,0.8823,0.8823,1.0
16602,1.0,1.0,1.0,0.0,0.5466,0.8787,0.8787,1.0
16603,1.0,1.0,1.0,0.0,0.5667,0.8934,0.8934,1.0
16604,1.0,1.0,1.0,0.0,0.5605,0.8918,0.8918,1.0
16605,1.0,1.0,1.0,0.0,0.5399,0.8904,0.8904,1.0
16606,1.0,1.0,1.0,0.0,0.4557,0.8868,0.8868,1.0
16607,1.0,1.0,1.0,0.0,0.3482,0.8632,0.8632,1.0
16608,1.0,1.0,1.0,0.0,0.3401,0.8249,0.8249,1.0
16609,1.0,1.0,1.0,0.0,0.3064,0.7897,0.7897,1.0
16610,1.0,1.0,1.0,0.0,0.2269,0.6669,0.6669,1.0
16611,1.0,1.0,1.0,0.0,0.1766,0.5807,0.5807,1.0
16612,1.0,1.0,1.0,0.0,0.1488,0.4878,0.4878,1.0
16613,1.0,1.0,1.0,0.0,0.0944,0.3694,0.3694,1.0
16614,1.0,1.0,1.0,0.0,0.0869,0.2864,0.2864,1.0
16615,1.0,1.0,1.0,0.001804,0.092,0.2151,0.2151,1.0
16616,1.0,1.0,1.0,0.074421,0.114,0.1705,0.1705,1.0
16617,1.0,1.0,1.0,0.225628,0.1442,0.138,0.138,1.0
16618,1.0,1.0,1.0,0.408728,0.1021,0.1111,0.1111,1.0
16619,1.0,1.0,1.0,0.50347,0.0587,0.0777,0.0777,1.0
16620,1.0,1.0,1.0,0.561655,0.0376,0.0597,0.0597,1.0
16621,1.0,1.0,1.0,0.521476,0.0226,0.06,0.06,1.0
16622,1.0,1.0,1.0,0.441884,0.0206,0.064,0.064,1.0
16623,1.0,1.0,1.0,0.255171,0.0249,0.064,0.064,1.0
16624,1.0,1.0,1.0,0.070139,0.0535,0.065,0.065,1.0
16625,1.0,1.0,1.0,0.002196,0.1269,0.0751,0.0751,1.0
16626,1.0,1.0,1.0,0.0,0.2554,0.0823,0.0823,1.0
16627,1.0,1.0,1.0,0.0,0.4121,0.0909,0.0909,1.0
16628,1.0,1.0,1.0,0.0,0.497,0.0949,0.0949,1.0
16629,1.0,1.0,1.0,0.0,0.5594,0.111,0.111,1.0
16630,1.0,1.0,1.0,0.0,0.5789,0.1136,0.1136,1.0
16631,1.0,1.0,1.0,0.0,0.5602,0.1218,0.1218,1.0
16632,1.0,1.0,1.0,0.0,0.472,0.1139,0.1139,1.0
16633,1.0,1.0,1.0,0.0,0.4024,0.1213,0.1213,1.0
16634,1.0,1.0,1.0,0.0,0.3429,0.1198,0.1198,1.0
16635,1.0,1.0,1.0,0.0,0.3193,0.1347,0.1347,1.0
16636,1.0,1.0,1.0,0.0,0.3379,0.1137,0.1137,1.0
16637,1.0,1.0,1.0,0.0,0.3234,0.1249,0.1249,1.0
16638,1.0,1.0,1.0,0.0,0.329,0.1447,0.1447,1.0
16639,1.0,1.0,1.0,0.001,0.3787,0.1742,0.1742,1.0
16640,1.0,1.0,1.0,0.030936,0.4189,0.2057,0.2057,1.0
16641,1.0,1.0,1.0,0.150029,0.2661,0.257,0.257,1.0
16642,1.0,1.0,1.0,0.295845,0.1748,0.2626,0.2626,1.0
16643,1.0,1.0,1.0,0.391075,0.0932,0.2863,0.2863,1.0
16644,1.0,1.0,1.0,0.381342,0.0796,0.3322,0.3322,1.0
16645,1.0,1.0,1.0,0.421834,0.0667,0.373,0.373,1.0
16646,1.0,1.0,1.0,0.30239,0.0614,0.3952,0.3952,1.0
16647,1.0,1.0,1.0,0.154354,0.0616,0.386,0.386,1.0
16648,1.0,1.0,1.0,0.051025,0.0937,0.3946,0.3946,1.0
16649,1.0,1.0,1.0,0.004804,0.1413,0.3989,0.3989,1.0
16650,1.0,1.0,1.0,0.0,0.1613,0.4481,0.4481,1.0
16651,1.0,1.0,1.0,0.0,0.2453,0.4595,0.4595,1.0
16652,1.0,1.0,1.0,0.0,0.3072,0.4375,0.4375,1.0
16653,1.0,1.0,1.0,0.0,0.4327,0.4484,0.4484,1.0
16654,1.0,1.0,1.0,0.0,0.5194,0.4388,0.4388,1.0
16655,1.0,1.0,1.0,0.0,0.4886,0.4253,0.4253,1.0
16656,1.0,1.0,1.0,0.0,0.4149,0.359,0.359,1.0
16657,1.0,1.0,1.0,0.0,0.3953,0.3249,0.3249,1.0
16658,1.0,1.0,1.0,0.0,0.3857,0.3287,0.3287,1.0
16659,1.0,1.0,1.0,0.0,0.2962,0.2634,0.2634,1.0
16660,1.0,1.0,1.0,0.0,0.286,0.1738,0.1738,1.0
16661,1.0,1.0,1.0,0.0,0.1923,0.1307,0.1307,1.0
16662,1.0,1.0,1.0,0.0,0.1405,0.0808,0.0808,1.0
16663,1.0,1.0,1.0,0.000599,0.0983,0.078,0.078,1.0
16664,1.0,1.0,1.0,0.023606,0.0763,0.077,0.077,1.0
16665,1.0,1.0,1.0,0.103965,0.0915,0.0714,0.0714,1.0
16666,1.0,1.0,1.0,0.21388,0.1128,0.0825,0.0825,1.0
16667,1.0,1.0,1.0,0.328468,0.0897,0.1165,0.1165,1.0
16668,1.0,1.0,1.0,0.378861,0.0732,0.1541,0.1541,1.0
16669,1.0,1.0,1.0,0.331786,0.0672,0.1965,0.1965,1.0
16670,1.0,1.0,1.0,0.22242,0.0617,0.2288,0.2288,1.0
16671,1.0,1.0,1.0,0.115446,0.0681,0.2609,0.2609,1.0
16672,1.0,1.0,1.0,0.041076,0.0968,0.2629,0.2629,1.0
16673,1.0,1.0,1.0,0.004001,0.1553,0.2675,0.2675,1.0
16674,1.0,1.0,1.0,0.0,0.228,0.2577,0.2577,1.0
