Qt_Data_Points,Max_Rel_TimeStep
4406,72
4717,36
4427,34
3889,57
4158,37
4314,87
4363,44
4379,48
4088,48
4272,48
4070,66
4218,35
4360,35
4197,64
4245,67
4185,51
4207,49
4100,56
3940,42
4054,70
3970,43
3820,52
3953,60
