Qt_Data_Points,Max_Rel_TimeStep
1136,243
1144,215
1127,260
980,237
1125,162
1119,161
1108,230
1250,185
1017,300
1123,295
1141,186
1178,169
1148,214
1151,146
1223,261
1121,426
1161,165
1118,187
1087,143
1102,168
1162,136
1153,330
1111,281
