$/MWh,Cost_of_Demand_Curtailment_per_MW,Demand_Segment,Max_Demand_Curtailment,Rep_Periods,Sub_Weights,Timesteps_per_Rep_Period,Voll,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Rel_TimeStep
2000.0,1.0,1.0,1.0,1.0,8760.0,8760.0,50000.0,1.0,7268.25,2075.625,990.875,8.0
1800.0,0.9,2.0,0.04,,,,,2.0,7946.0,2269.0,1083.0,1.0
1100.0,0.55,3.0,0.024,,,,,3.0,8340.0,2382.0,1137.0,1.0
400.0,0.2,4.0,0.003,,,,,4.0,8650.333333333334,2470.0,1179.0,3.0
,,,,,,,,5.0,8630.0,2464.0,1176.0,1.0
,,,,,,,,6.0,8544.0,2440.0,1165.0,1.0
,,,,,,,,7.0,8594.0,2454.0,1171.0,1.0
,,,,,,,,8.0,9431.0,2693.0,1286.0,1.0
,,,,,,,,9.0,8717.444444444445,2489.4444444444443,1188.4444444444443,9.0
,,,,,,,,10.0,6495.5,1855.0,885.5,2.0
,,,,,,,,11.0,7272.25,2076.5,991.0,4.0
,,,,,,,,12.0,8513.0,2431.0,1161.0,1.0
,,,,,,,,13.0,9072.0,2591.0,1236.0,1.0
,,,,,,,,14.0,9584.75,2737.0,1306.5,4.0
,,,,,,,,15.0,9542.0,2725.0,1301.0,1.0
,,,,,,,,16.0,9687.0,2766.0,1321.0,1.0
,,,,,,,,17.0,10596.0,3026.0,1444.0,1.0
,,,,,,,,18.0,9714.111111111111,2774.3333333333335,1324.3333333333333,9.0
,,,,,,,,19.0,7393.5,2111.5,1008.0,2.0
,,,,,,,,20.0,7667.0,2189.0,1045.0,1.0
,,,,,,,,21.0,9644.0,2753.6666666666665,1314.6666666666667,3.0
,,,,,,,,22.0,10761.0,3073.0,1467.0,1.0
,,,,,,,,23.0,10908.57142857143,3115.4285714285716,1487.0,7.0
,,,,,,,,24.0,11858.0,3386.0,1616.0,1.0
,,,,,,,,25.0,10614.933333333332,3031.6,1447.2666666666667,15.0
,,,,,,,,26.0,11834.0,3380.0,1614.0,1.0
,,,,,,,,27.0,11803.0,3371.0,1609.0,1.0
,,,,,,,,28.0,11777.0,3363.0,1605.0,1.0
,,,,,,,,29.0,11516.666666666666,3289.3333333333335,1570.3333333333333,3.0
,,,,,,,,30.0,11306.0,3229.0,1541.0,1.0
,,,,,,,,31.0,11423.0,3262.0,1557.0,1.0
,,,,,,,,32.0,12221.0,3491.0,1666.0,1.0
,,,,,,,,33.0,12871.0,3676.0,1755.0,1.0
,,,,,,,,34.0,12112.5,3459.0,1651.25,4.0
,,,,,,,,35.0,9182.1,2622.6,1251.8,10.0
,,,,,,,,36.0,11217.0,3204.0,1530.0,1.0
