Cost_of_Demand_Curtailment_per_MW,Demand_Segment,Max_Demand_Curtailment,Rep_Periods,Sub_Weights,Timesteps_per_Rep_Period,Voll,Time_Index,Demand_MW_z1,Rep_Period,START_SUBPERIODS,INTERIOR_SUBPERIODS
1.0,1.0,1.0,1.0,8736.0,8736.0,50000.0,1.0,12993.71,3.0,1.0,0.0
,,,,,,,2.0,12666.472,3.0,0.0,1.0
,,,,,,,3.0,12555.899,3.0,0.0,1.0
,,,,,,,4.0,12478.042,3.0,0.0,1.0
,,,,,,,5.0,12815.009,3.0,0.0,1.0
,,,,,,,6.0,13901.738,3.0,0.0,1.0
,,,,,,,7.0,14972.068,3.0,0.0,1.0
,,,,,,,8.0,15549.652,3.0,0.0,1.0
,,,,,,,9.0,17541.364,3.0,0.0,1.0
,,,,,,,10.0,17643.738,3.0,0.0,1.0
,,,,,,,11.0,17484.199,3.0,0.0,1.0
,,,,,,,12.0,17114.147,3.0,0.0,1.0
,,,,,,,13.0,16782.014,3.0,0.0,1.0
,,,,,,,14.0,16614.322,3.0,0.0,1.0
,,,,,,,15.0,16403.017,3.0,0.0,1.0
,,,,,,,16.0,16832.337,3.0,0.0,1.0
,,,,,,,17.0,18087.87,3.0,0.0,1.0
,,,,,,,18.0,19753.808,3.0,0.0,1.0
,,,,,,,19.0,19545.545,3.0,0.0,1.0
,,,,,,,20.0,19023.222,3.0,0.0,1.0
,,,,,,,21.0,18238.549,3.0,0.0,1.0
,,,,,,,22.0,16838.602,3.0,0.0,1.0
,,,,,,,23.0,15122.417,3.0,0.0,1.0
,,,,,,,24.0,13928.505,3.0,0.0,1.0
,,,,,,,25.0,13293.959,3.0,0.0,1.0
,,,,,,,26.0,12719.475,3.0,0.0,1.0
,,,,,,,27.0,12400.054,3.0,0.0,1.0
,,,,,,,28.0,12488.407,3.0,0.0,1.0
,,,,,,,29.0,12922.709,3.0,0.0,1.0
,,,,,,,30.0,14309.287,3.0,0.0,1.0
,,,,,,,31.0,16853.262,3.0,0.0,1.0
,,,,,,,32.0,18021.245,3.0,0.0,1.0
,,,,,,,33.0,17193.278,3.0,0.0,1.0
,,,,,,,34.0,17284.444,3.0,0.0,1.0
,,,,,,,35.0,17019.009,3.0,0.0,1.0
,,,,,,,36.0,17091.843,3.0,0.0,1.0
,,,,,,,37.0,16969.665,3.0,0.0,1.0
,,,,,,,38.0,16918.613,3.0,0.0,1.0
,,,,,,,39.0,16422.88,3.0,0.0,1.0
,,,,,,,40.0,16836.486,3.0,0.0,1.0
,,,,,,,41.0,17680.112,3.0,0.0,1.0
,,,,,,,42.0,18879.409,3.0,0.0,1.0
,,,,,,,43.0,18710.413,3.0,0.0,1.0
,,,,,,,44.0,18120.389,3.0,0.0,1.0
,,,,,,,45.0,17460.461,3.0,0.0,1.0
,,,,,,,46.0,16550.818,3.0,0.0,1.0
,,,,,,,47.0,14911.331,3.0,0.0,1.0
,,,,,,,48.0,13710.229,3.0,0.0,1.0
,,,,,,,49.0,12698.731,3.0,0.0,1.0
,,,,,,,50.0,12128.738,3.0,0.0,1.0
,,,,,,,51.0,12041.628,3.0,0.0,1.0
,,,,,,,52.0,12117.091,3.0,0.0,1.0
,,,,,,,53.0,12610.576,3.0,0.0,1.0
,,,,,,,54.0,13648.339,3.0,0.0,1.0
,,,,,,,55.0,15299.322,3.0,0.0,1.0
