Qt_Data_Points,Max_Rel_TimeStep
3782,91
4090,40
3788,36
3314,61
3596,48
3720,104
3790,45
3850,62
3434,70
3650,71
3539,78
3641,43
3744,70
3670,81
3645,78
3655,64
3637,53
3504,56
3424,57
3480,80
3406,78
3296,95
3418,60
