MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,Time_Index
1,0.0,1,0.569944978,0.0,1,0.920104027,1
1,0.0,1,0.623258889,0.0,1,0.882233679,2
1,0.0,1,0.6707940400000001,0.0,1,0.884061515,3
1,0.0,1,0.381773531,0.0,1,0.831012249,4
1,0.0,1,0.244582877,0.0,1,0.776541591,5
1,0.0,1,0.293396771,0.0,1,0.704862773,6
1,0.0,1,0.37860319,0.0,1,0.64796108,7
1,0.1779,1,0.329338044,0.2003,1,0.526324749,8
1,0.429,1,1.52e-05,0.4221,1,0.079201177,9
1,0.5748,1,4.55e-05,0.5774,1,0.02501085,10
1,0.6484,1,0.00057204,0.6504,1,0.006543793,11
1,0.6208,1,0.086801805,0.6166,1,0.012104483,12
1,0.596,1,0.341097623,0.6205,1,0.018969901,13
1,0.5013,1,0.326572925,0.513,1,0.034807973,14
1,0.3311,1,0.38522929,0.3369,1,0.089363858,15
1,0.0642,1,0.25948137,0.1068,1,0.198931903,16
1,0.0,1,0.818314612,0.0,1,0.486049294,17
1,0.0,1,0.947374165,0.0,1,0.695741773,18
1,0.0,1,0.8736833035,0.0,1,0.888831049,19
1,0.0,1,0.954276413,0.0,1,0.9584434925,20
1,0.0,1,0.746089995,0.0,1,0.952378809,21
1,0.0,1,0.433065981,0.0,1,0.905306697,22
1,0.0,1,0.503579199,0.0,1,0.868118405,23
1,0.0,1,0.8413501385,0.0,1,0.8441788255,24
1,0.0,1,0.635637224,0.0,1,0.943921924,25
1,0.0,1,0.684829473,0.0,1,0.907720923,26
1,0.0,1,0.745589137,0.0,1,0.828339458,27
1,0.0,1,0.27747938,0.0,1,0.849667013,28
1,0.16,1,0.655076563,0.1615,1,0.907849193,29
1,0.3418,1,0.843971074,0.4263,1,0.964260221,30
1,0.4952,1,0.989659667,0.57,1,0.942756534,31
1,0.56835,1,0.9977719190000001,0.6397999999999999,1,0.8224532605,32
1,0.5414,1,1.0,0.5409,1,0.882102609,33
1,0.4677,1,0.998463929,0.4277,1,0.888284206,34
1,0.3193,1,0.957467973,0.3402,1,0.899303496,35
1,0.1003,1,0.884891868,0.1301,1,0.918197513,36
1,0.0,1,0.697858751,0.0,1,0.785050571,37
1,0.0,1,0.532083452,0.0,1,0.849610209,38
1,0.0,1,0.179168805,0.0,1,0.890681326,39
1,0.0,1,0.460624933,0.0,1,0.895241141,40
1,0.0,1,0.575961411,0.0,1,0.842129111,41
1,0.0,1,0.526084423,0.0,1,0.778776944,42
1,0.0,1,0.570720732,0.0,1,0.798049688,43
1,0.0,1,0.616125405,0.0,1,0.865914464,44
1,0.0,1,0.687053382,0.0,1,0.807153344,45
1,0.0,1,0.553053379,0.0,1,0.573096633,46
1,0.0,1,0.677880645,0.0,1,0.476775587,47
