Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,omega,Rel_TimeStep
,,,,,,,2116,10227.231,5.0,1
,,,,,,,2117,10264.853,5.0,1
,,,,,,,2118,12591.595,5.0,1
,,,,,,,2119,14422.179,5.0,1
,,,,,,,2120,15547.862,5.0,1
,,,,,,,2121,16034.906,5.0,1
,,,,,,,2122,16217.519,5.0,1
,,,,,,,2123,15877.128,5.0,1
,,,,,,,2124,15975.605,5.0,1
,,,,,,,2125,15927.466,5.0,1
,,,,,,,2126,14679.851,5.0,1
,,,,,,,2127,13857.615,5.0,1
,,,,,,,2128,14055.089,5.0,1
,,,,,,,2129,14986.719,5.0,1
,,,,,,,2130,15047.252,5.0,1
,,,,,,,2131,15889.732,5.0,1
,,,,,,,2132,16419.54,5.0,1
,,,,,,,2133,15480.009,5.0,1
,,,,,,,2134,14488.343,5.0,1
,,,,,,,2135,12982.814,5.0,1
,,,,,,,2136,11716.803,5.0,1
,,,,,,,2137,10971.717,5.0,1
,,,,,,,2138,10548.297,5.0,1
,,,,,,,2139,10291.24,5.0,1
,,,,,,,2140,10255.296,5.0,1
,,,,,,,2141,11451.816,5.0,1
,,,,,,,2142,13912.883,5.0,1
,,,,,,,2143,15453.137,5.0,1
,,,,,,,2144,15575.845,5.0,1
,,,,,,,2145,15635.697,5.0,1
,,,,,,,2146,15511.67,5.0,1
,,,,,,,2147,15396.961,5.0,1
,,,,,,,2148,15218.29,5.0,1
,,,,,,,2149,14260.017,5.0,1
,,,,,,,2150,14081.629,5.0,1
,,,,,,,2151,13922.638,5.0,1
,,,,,,,2152,14394.439,5.0,1
,,,,,,,2153,14760.1,5.0,1
,,,,,,,2154,14808.517,5.0,1
,,,,,,,2155,15702.277,5.0,1
,,,,,,,2156,15481.003,5.0,1
,,,,,,,2157,14511.33,5.0,1
,,,,,,,2158,13211.254,5.0,1
,,,,,,,2159,11758.868,5.0,1
,,,,,,,2160,10843.03,5.0,1
,,,,,,,2161,10263.845,5.0,1
,,,,,,,2162,10017.005,5.0,1
,,,,,,,2163,9980.51,5.0,1
,,,,,,,2164,9934.129,5.0,1
,,,,,,,2165,10642.263,5.0,1
,,,,,,,2166,11800.043,5.0,1
,,,,,,,2167,13688.421,5.0,1
,,,,,,,2168,15314.284,5.0,1
,,,,,,,2169,15351.129,5.0,1
,,,,,,,2170,15208.853,5.0,1
,,,,,,,2171,15052.356,5.0,1
,,,,,,,2172,15097.386,5.0,1
,,,,,,,2173,15050.599,5.0,1
,,,,,,,2174,14973.647,5.0,1
,,,,,,,2175,14765.684,5.0,1
,,,,,,,2176,15245.287,5.0,1
,,,,,,,2177,15574.149,5.0,1
,,,,,,,2178,15478.789,5.0,1
,,,,,,,2179,16410.06,5.0,1
,,,,,,,2180,16142.891,5.0,1
,,,,,,,2181,15227.323,5.0,1
,,,,,,,2182,14229.233,5.0,1
,,,,,,,2183,13390.7,5.0,1
,,,,,,,2184,12201.246,5.0,1
,,,,,,,2185,11452.269,5.0,1
,,,,,,,2186,10845.126,5.0,1
,,,,,,,2187,10563.986,5.0,1
,,,,,,,2188,10767.385,5.0,1
,,,,,,,2189,11614.065,5.0,1
,,,,,,,2190,13775.911,5.0,1
,,,,,,,2191,15129.327,5.0,1
,,,,,,,2192,15593.082,5.0,1
,,,,,,,2193,15395.072,5.0,1
,,,,,,,2194,15446.131,5.0,1
,,,,,,,2195,15608.757,5.0,1
,,,,,,,2196,15210.661,5.0,1
,,,,,,,2197,14904.881,5.0,1
,,,,,,,2198,14342.418,5.0,1
,,,,,,,2199,14439.081,5.0,1
,,,,,,,2200,14847.224,5.0,1
,,,,,,,2201,14990.121,5.0,1
,,,,,,,2202,15207.404,5.0,1
,,,,,,,2203,15333.851,5.0,1
,,,,,,,2204,14998.192,5.0,1
,,,,,,,2205,14019.336,5.0,1
,,,,,,,2206,12939.849,5.0,1
,,,,,,,2207,11795.514,5.0,1
,,,,,,,2208,10755.918,5.0,1
,,,,,,,2209,10320.743,5.0,1
,,,,,,,2210,10231.769,5.0,1
,,,,,,,2211,10332.111,5.0,1
,,,,,,,2212,10490.968,5.0,1
,,,,,,,2213,11006.581,5.0,1
,,,,,,,2214,10603.273,5.0,1
,,,,,,,2215,11013.987,5.0,1
,,,,,,,2216,12256.416,5.0,1
,,,,,,,2217,13375.994,5.0,1
,,,,,,,2218,14040.226,5.0,1
,,,,,,,2219,15109.176,5.0,1
,,,,,,,2220,15242.389,5.0,1
,,,,,,,2221,15359.939,5.0,1
,,,,,,,2222,14974.538,5.0,1
,,,,,,,2223,14615.134,5.0,1
,,,,,,,2224,14537.846,5.0,1
,,,,,,,2225,15042.844,5.0,1
,,,,,,,2226,15898.742,5.0,1
,,,,,,,2227,16550.269,5.0,1
,,,,,,,2228,16260.572,5.0,1
,,,,,,,2229,15441.037,5.0,1
,,,,,,,2230,13645.785,5.0,1
,,,,,,,2231,12381.095,5.0,1
,,,,,,,2232,11278.685,5.0,1
,,,,,,,2233,10881.827,5.0,1
,,,,,,,2234,10629.667,5.0,1
,,,,,,,2235,10760.494,5.0,1
,,,,,,,2236,11106.24,5.0,1
,,,,,,,2237,12161.783,5.0,1
,,,,,,,2238,14364.368,5.0,1
,,,,,,,2239,15719.909,5.0,1
,,,,,,,2240,15747.699,5.0,1
,,,,,,,2241,15670.027,5.0,1
,,,,,,,2242,15697.019,5.0,1
,,,,,,,2243,16190.263,5.0,1
,,,,,,,2244,15048.604,5.0,1
,,,,,,,2245,14799.597,5.0,1
,,,,,,,2246,14755.295,5.0,1
,,,,,,,2247,14686.172,5.0,1
,,,,,,,2248,15105.188,5.0,1
,,,,,,,2249,15329.377,5.0,1
,,,,,,,2250,15392.995,5.0,1
,,,,,,,2251,16173.395,5.0,1
,,,,,,,2252,16397.137,5.0,1
,,,,,,,2253,15395.059,5.0,1
,,,,,,,2254,13869.142,5.0,1
,,,,,,,2255,12718.057,5.0,1
,,,,,,,2256,11741.868,5.0,1
,,,,,,,2257,11313.315,5.0,1
,,,,,,,2258,11375.792,5.0,1
,,,,,,,2259,11387.274,5.0,1
,,,,,,,2260,11677.425,5.0,1
,,,,,,,2261,12766.29,5.0,1
,,,,,,,2262,14800.906,5.0,1
,,,,,,,2263,15430.745,5.0,1
,,,,,,,2264,15017.326,5.0,1
,,,,,,,2265,15380.471,5.0,1
,,,,,,,2266,15647.537,5.0,1
,,,,,,,2267,15287.801,5.0,1
,,,,,,,2268,15027.105,5.0,1
,,,,,,,2269,15218.315,5.0,1
,,,,,,,2270,14806.339,5.0,1
,,,,,,,2271,15268.111,5.0,1
,,,,,,,2272,15385.129,5.0,1
,,,,,,,2273,15594.0,5.0,1
,,,,,,,2274,15705.091,5.0,1
,,,,,,,2275,16469.01,5.0,1
,,,,,,,2276,16605.495,5.0,1
,,,,,,,2277,15907.161,5.0,1
,,,,,,,2278,14187.751,5.0,1
,,,,,,,2279,12769.717,5.0,1
,,,,,,,2280,11800.705,5.0,1
,,,,,,,2281,11227.212,5.0,1
,,,,,,,2282,10877.721,5.0,1
,,,,,,,2283,10958.949,5.0,1
,,,,,,,2284,11359.811,5.0,1
,,,,,,,2285,12448.24,5.0,1
,,,,,,,2286,14616.33,5.0,1
,,,,,,,2287,15895.133,5.0,1
,,,,,,,2288,15980.198,5.0,1
,,,,,,,2289,15635.478,5.0,1
,,,,,,,2290,15777.897,5.0,1
,,,,,,,2291,16066.79,5.0,1
,,,,,,,2292,15934.08,5.0,1
,,,,,,,2293,15524.694,5.0,1
,,,,,,,2294,15314.52,5.0,1
,,,,,,,2295,14954.537,5.0,1
,,,,,,,2296,14993.393,5.0,1
,,,,,,,2297,14968.05,5.0,1
,,,,,,,2298,15252.728,5.0,1
,,,,,,,2299,16329.584,5.0,1
,,,,,,,2300,16713.821,5.0,1
,,,,,,,2301,15887.9,5.0,1
,,,,,,,2302,14329.214,5.0,1
,,,,,,,2303,12859.224,5.0,1
,,,,,,,2304,12067.077,5.0,1
,,,,,,,2305,11592.509,5.0,1
,,,,,,,2306,11482.7095,5.0,1
,,,,,,,2307,11372.91,5.0,1
,,,,,,,2308,11337.991,5.0,1
,,,,,,,2309,11676.732,5.0,1
,,,,,,,2310,12827.03,5.0,1
,,,,,,,2311,14848.219,5.0,1
,,,,,,,2312,15901.422,5.0,1
,,,,,,,2313,16121.3,5.0,1
,,,,,,,2314,15640.362,5.0,1
,,,,,,,2315,15717.547,5.0,1
,,,,,,,2316,16044.284,5.0,1
,,,,,,,2317,15746.036,5.0,1
,,,,,,,2318,15655.772,5.0,1
,,,,,,,2319,15066.933,5.0,1
,,,,,,,2320,14335.108,5.0,1
,,,,,,,2321,14480.575,5.0,1
,,,,,,,2322,15148.572,5.0,1
,,,,,,,2323,15312.36,5.0,1
,,,,,,,2324,15302.578,5.0,1
,,,,,,,2325,15391.407,5.0,1
,,,,,,,2326,14676.288,5.0,1
,,,,,,,2327,13621.385,5.0,1
,,,,,,,2328,12098.256,5.0,1
,,,,,,,2329,10804.033,5.0,1
,,,,,,,2330,10605.554,5.0,1
,,,,,,,2331,10455.832,5.0,1
,,,,,,,2332,10672.518,5.0,1
,,,,,,,2333,10730.225,5.0,1
,,,,,,,2334,10624.158,5.0,1
,,,,,,,2335,11254.699,5.0,1
,,,,,,,2336,13005.052,5.0,1
,,,,,,,2337,14913.062,5.0,1
,,,,,,,2338,15291.484,5.0,1
,,,,,,,2339,15063.903,5.0,1
,,,,,,,2340,14472.537,5.0,1
,,,,,,,2341,14561.183,5.0,1
,,,,,,,2342,14840.118,5.0,1
,,,,,,,2343,14507.927,5.0,1
,,,,,,,2344,14753.341,5.0,1
,,,,,,,2345,14820.928,5.0,1
,,,,,,,2346,13878.006,5.0,1
,,,,,,,2347,14857.922,5.0,1
,,,,,,,2348,15182.412,5.0,1
,,,,,,,2349,15811.242,5.0,1
,,,,,,,2350,14591.912,5.0,1
,,,,,,,2351,13144.118,5.0,1
,,,,,,,2352,11473.26,5.0,1
,,,,,,,2353,10341.611,5.0,1
,,,,,,,2354,10054.297,5.0,1
,,,,,,,2355,9728.177,5.0,1
,,,,,,,2356,9797.023,5.0,1
,,,,,,,2357,10024.899,5.0,1
,,,,,,,2358,11422.275,5.0,1
,,,,,,,2359,13016.881,5.0,1
,,,,,,,2360,14675.527,5.0,1
,,,,,,,2361,15333.46,5.0,1
,,,,,,,2362,15333.444,5.0,1
,,,,,,,2363,15298.363,5.0,1
,,,,,,,2364,14926.11,5.0,1
,,,,,,,2365,14721.727,5.0,1
,,,,,,,2366,15514.606,5.0,1
,,,,,,,2367,15279.528,5.0,1
,,,,,,,2368,14462.03,5.0,1
,,,,,,,2369,14125.103,5.0,1
,,,,,,,2370,15118.236,5.0,1
,,,,,,,2371,14869.229,5.0,1
,,,,,,,2372,15493.56,5.0,1
,,,,,,,2373,15604.145,5.0,1
,,,,,,,2374,14576.881,5.0,1
,,,,,,,2375,13079.648,5.0,1
,,,,,,,2376,11650.87,5.0,1
,,,,,,,2377,10662.01,5.0,1
,,,,,,,2378,10072.556,5.0,1
,,,,,,,2379,9845.564,5.0,1
,,,,,,,2380,9921.794,5.0,1
,,,,,,,2381,10196.171,5.0,1
,,,,,,,2382,11255.751,5.0,1
,,,,,,,2383,12698.88,5.0,1
,,,,,,,2384,12917.097,5.0,1
,,,,,,,2385,14297.564,5.0,1
,,,,,,,2386,14727.385,5.0,1
,,,,,,,2387,14722.61,5.0,1
,,,,,,,2388,14434.78,5.0,1
,,,,,,,2389,13831.32,5.0,1
,,,,,,,2390,13167.485,5.0,1
,,,,,,,2391,12962.953,5.0,1
,,,,,,,2392,14125.709,5.0,1
,,,,,,,2393,14168.983,5.0,1
,,,,,,,2394,13576.711,5.0,1
,,,,,,,2395,13118.204,5.0,1
,,,,,,,2396,13322.858,5.0,1
,,,,,,,2397,13959.949,5.0,1
,,,,,,,2398,13355.714,5.0,1
,,,,,,,2399,12219.473,5.0,1
,,,,,,,2400,11165.312,5.0,1
,,,,,,,2401,10667.51,5.0,1
,,,,,,,2402,10319.474,5.0,1
,,,,,,,2403,10318.648,5.0,1
,,,,,,,2404,10122.18,5.0,1
,,,,,,,2405,10189.089,5.0,1
,,,,,,,2406,10419.839,5.0,1
,,,,,,,2407,11368.908,5.0,1
,,,,,,,2408,12538.513,5.0,1
,,,,,,,2409,13928.174,5.0,1
,,,,,,,2410,14739.491,5.0,1
,,,,,,,2411,14385.021,5.0,1
,,,,,,,2412,14867.238,5.0,1
,,,,,,,2413,15603.168,5.0,1
,,,,,,,2414,15326.207,5.0,1
,,,,,,,2415,14807.32,5.0,1
,,,,,,,2416,14483.005,5.0,1
,,,,,,,2417,14016.983,5.0,1
,,,,,,,2418,14343.545,5.0,1
,,,,,,,2419,14735.249,5.0,1
,,,,,,,2420,15451.378,5.0,1
,,,,,,,2421,15064.37,5.0,1
,,,,,,,2422,14029.338,5.0,1
,,,,,,,2423,12445.265,5.0,1
,,,,,,,2424,11426.742,5.0,1
,,,,,,,2425,10758.812,5.0,1
,,,,,,,2426,10349.799,5.0,1
,,,,,,,2427,9943.881,5.0,1
,,,,,,,2428,9844.951,5.0,1
,,,,,,,2429,10063.839,5.0,1
,,,,,,,2430,10752.013,5.0,1
,,,,,,,2431,11988.778,5.0,1
,,,,,,,2432,13075.575,5.0,1
,,,,,,,2433,14007.768,5.0,1
,,,,,,,2434,15008.128,5.0,1
,,,,,,,2435,15229.312,5.0,1
,,,,,,,2436,15246.292,5.0,1
,,,,,,,2437,15168.257,5.0,1
,,,,,,,2438,15286.811,5.0,1
,,,,,,,2439,14723.636,5.0,1
,,,,,,,2440,14582.183,5.0,1
,,,,,,,2441,14888.66,5.0,1
,,,,,,,2442,14767.512,5.0,1
,,,,,,,2443,14602.143,5.0,1
,,,,,,,2444,14494.091,5.0,1
,,,,,,,2445,14652.796,5.0,1
,,,,,,,2446,13658.427,5.0,1
,,,,,,,2447,12632.694,5.0,1
,,,,,,,2448,11650.159,5.0,1
,,,,,,,2449,10734.55,5.0,1
,,,,,,,2450,10102.154,5.0,1
,,,,,,,2451,9844.463,5.0,1
,,,,,,,2452,9809.289,5.0,1
,,,,,,,2453,10194.147,5.0,1
,,,,,,,2454,11256.878,5.0,1
,,,,,,,2455,13036.057,5.0,1
,,,,,,,2456,14805.146,5.0,1
,,,,,,,2457,15260.25,5.0,1
,,,,,,,2458,15584.753,5.0,1
,,,,,,,2459,15409.779,5.0,1
,,,,,,,2460,15251.179,5.0,1
,,,,,,,2461,15485.009,5.0,1
,,,,,,,2462,15513.114,5.0,1
,,,,,,,2463,14418.479,5.0,1
,,,,,,,2464,14245.945,5.0,1
,,,,,,,2465,13764.027,5.0,1
,,,,,,,2466,13836.054,5.0,1
,,,,,,,2467,14661.037,5.0,1
,,,,,,,2468,15494.977,5.0,1
,,,,,,,2469,15658.807,5.0,1
,,,,,,,2470,14576.915,5.0,1
,,,,,,,2471,13079.433,5.0,1
,,,,,,,2472,11734.905,5.0,1
,,,,,,,2473,10772.045,5.0,1
,,,,,,,2474,10220.354,5.0,1
,,,,,,,2475,9937.775,5.0,1
,,,,,,,2476,9846.77,5.0,1
,,,,,,,2477,10081.344,5.0,1
,,,,,,,2478,11027.747,5.0,1
,,,,,,,2479,12701.253,5.0,1
,,,,,,,2480,14330.293,5.0,1
,,,,,,,2481,14850.003,5.0,1
,,,,,,,2482,14377.721,5.0,1
,,,,,,,2483,14840.316,5.0,1
,,,,,,,2484,15585.466,5.0,1
,,,,,,,2485,15505.237,5.0,1
,,,,,,,2486,15446.709,5.0,1
,,,,,,,2487,15576.974,5.0,1
,,,,,,,2488,15419.815,5.0,1
,,,,,,,2489,14992.133,5.0,1
,,,,,,,2490,14832.649,5.0,1
,,,,,,,2491,14583.334,5.0,1
,,,,,,,2492,14276.238,5.0,1
,,,,,,,2493,14928.175,5.0,1
,,,,,,,2494,13894.361,5.0,1
,,,,,,,2495,12611.975,5.0,1
,,,,,,,2496,11352.223,5.0,1
,,,,,,,2497,10483.364,5.0,1
,,,,,,,2498,10101.895,5.0,1
,,,,,,,2499,9847.229,5.0,1
,,,,,,,2500,9921.901,5.0,1
,,,,,,,2501,10194.208,5.0,1
,,,,,,,2502,11272.757,5.0,1
,,,,,,,2503,13358.759,5.0,1
,,,,,,,2504,13337.719,5.0,1
,,,,,,,2505,12760.444,5.0,1
,,,,,,,2506,13517.365,5.0,1
,,,,,,,2507,14206.536,5.0,1
,,,,,,,2508,14097.58,5.0,1
,,,,,,,2509,14021.323,5.0,1
,,,,,,,2510,13845.284,5.0,1
,,,,,,,2511,14232.451,5.0,1
,,,,,,,2512,14267.263,5.0,1
,,,,,,,2513,13940.012,5.0,1
,,,,,,,2514,15016.384,5.0,1
,,,,,,,2515,14673.675,5.0,1
,,,,,,,2516,15011.839,5.0,1
,,,,,,,2517,15526.859,5.0,1
,,,,,,,2518,14569.955,5.0,1
,,,,,,,2519,13079.407,5.0,1
,,,,,,,2520,11655.026,5.0,1
,,,,,,,2521,10753.883,5.0,1
,,,,,,,2522,10155.57,5.0,1
,,,,,,,2523,9992.985,5.0,1
,,,,,,,2524,9856.887,5.0,1
,,,,,,,2525,9695.593,5.0,1
,,,,,,,2526,10374.58,5.0,1
,,,,,,,2527,11960.922,5.0,1
,,,,,,,2528,13624.895,5.0,1
,,,,,,,2529,14294.781,5.0,1
,,,,,,,2530,15205.415,5.0,1
,,,,,,,2531,16347.179,5.0,1
,,,,,,,2532,16670.557,5.0,1
,,,,,,,2533,16321.486,5.0,1
,,,,,,,2534,16239.403,5.0,1
,,,,,,,2535,16105.727,5.0,1
,,,,,,,2536,16747.501,5.0,1
,,,,,,,2537,17713.533,5.0,1
,,,,,,,2538,17177.468,5.0,1
,,,,,,,2539,15297.304,5.0,1
,,,,,,,2540,15226.798,5.0,1
,,,,,,,2541,15603.427,5.0,1
,,,,,,,2542,14814.882,5.0,1
,,,,,,,2543,13183.901,5.0,1
,,,,,,,2544,11841.648,5.0,1
,,,,,,,2545,11165.593,5.0,1
,,,,,,,2546,10314.358,5.0,1
,,,,,,,2547,10141.907,5.0,1
,,,,,,,2548,10061.961,5.0,1
,,,,,,,2549,10253.3,5.0,1
,,,,,,,2550,11016.166,5.0,1
,,,,,,,2551,12481.252,5.0,1
,,,,,,,2552,14387.254,5.0,1
,,,,,,,2553,15259.234,5.0,1
,,,,,,,2554,16001.023,5.0,1
,,,,,,,2555,16924.778,5.0,1
,,,,,,,2556,16824.388,5.0,1
,,,,,,,2557,16843.56,5.0,1
,,,,,,,2558,16571.952,5.0,1
,,,,,,,2559,16058.191,5.0,1
,,,,,,,2560,15994.557,5.0,1
,,,,,,,2561,15598.419,5.0,1
,,,,,,,2562,15476.124,5.0,1
,,,,,,,2563,14910.496,5.0,1
,,,,,,,2564,15514.783,5.0,1
,,,,,,,2565,15851.572,5.0,1
,,,,,,,2566,14814.931,5.0,1
,,,,,,,2567,13183.575,5.0,1
,,,,,,,2568,12121.463,5.0,1
,,,,,,,2569,10883.226,5.0,1
,,,,,,,2570,10284.435,5.0,1
,,,,,,,2571,10149.806,5.0,1
,,,,,,,2572,9958.068,5.0,1
,,,,,,,2573,10069.244,5.0,1
,,,,,,,2574,11098.61,5.0,1
,,,,,,,2575,13257.749,5.0,1
,,,,,,,2576,14854.799,5.0,1
,,,,,,,2577,15471.775,5.0,1
,,,,,,,2578,16155.5,5.0,1
,,,,,,,2579,16464.135,5.0,1
,,,,,,,2580,16482.863,5.0,1
,,,,,,,2581,16676.227,5.0,1
,,,,,,,2582,16425.792,5.0,1
,,,,,,,2583,16041.58,5.0,1
,,,,,,,2584,16557.528,5.0,1
,,,,,,,2585,15604.129,5.0,1
,,,,,,,2586,15185.949,5.0,1
,,,,,,,2587,14878.394,5.0,1
,,,,,,,2588,15134.078,5.0,1
,,,,,,,2589,15691.841,5.0,1
,,,,,,,2590,14586.329,5.0,1
,,,,,,,2591,13079.405,5.0,1
,,,,,,,2592,11650.87,5.0,1
,,,,,,,2593,10662.026,5.0,1
,,,,,,,2594,10072.558,5.0,1
,,,,,,,2595,9842.736,5.0,1
,,,,,,,2596,9808.192,5.0,1
,,,,,,,2597,9984.15,5.0,1
,,,,,,,2598,11175.78,5.0,1
,,,,,,,2599,11599.869,5.0,1
,,,,,,,2600,12087.456,5.0,1
,,,,,,,2601,11988.708,5.0,1
,,,,,,,2602,12893.545,5.0,1
,,,,,,,2603,15551.416,5.0,1
,,,,,,,2604,16048.513,5.0,1
,,,,,,,2605,15736.282,5.0,1
,,,,,,,2606,15693.312,5.0,1
,,,,,,,2607,14349.807,5.0,1
,,,,,,,2608,14563.614,5.0,1
,,,,,,,2609,14701.357,5.0,1
,,,,,,,2610,14714.112,5.0,1
,,,,,,,2611,15027.212,5.0,1
,,,,,,,2612,15437.693,5.0,1
,,,,,,,2613,15851.127,5.0,1
,,,,,,,2614,14814.177,5.0,1
,,,,,,,2615,13184.931,5.0,1
,,,,,,,2616,11741.889,5.0,1
,,,,,,,2617,10776.758,5.0,1
,,,,,,,2618,10166.003,5.0,1
,,,,,,,2619,9965.642,5.0,1
,,,,,,,2620,9917.127,5.0,1
,,,,,,,2621,10177.708,5.0,1
,,,,,,,2622,10881.387,5.0,1
,,,,,,,2623,12293.18,5.0,1
,,,,,,,2624,14354.205,5.0,1
,,,,,,,2625,14428.179,5.0,1
,,,,,,,2626,13844.351,5.0,1
,,,,,,,2627,14418.228,5.0,1
,,,,,,,2628,14127.451,5.0,1
,,,,,,,2629,14882.546,5.0,1
,,,,,,,2630,15456.803,5.0,1
,,,,,,,2631,14246.754,5.0,1
,,,,,,,2632,13896.78,5.0,1
,,,,,,,2633,14123.228,5.0,1
,,,,,,,2634,14478.307,5.0,1
,,,,,,,2635,14821.721,5.0,1
,,,,,,,2636,15369.596,5.0,1
,,,,,,,2637,15573.607,5.0,1
,,,,,,,2638,14368.3,5.0,1
,,,,,,,2639,13318.252,5.0,1
,,,,,,,2640,12009.589,5.0,1
,,,,,,,2641,11004.39,5.0,1
,,,,,,,2642,10253.426,5.0,1
,,,,,,,2643,9913.022,5.0,1
,,,,,,,2644,9934.912,5.0,1
,,,,,,,2645,10222.63,5.0,1
,,,,,,,2646,11130.359,5.0,1
,,,,,,,2647,12893.677,5.0,1
,,,,,,,2648,14374.239,5.0,1
,,,,,,,2649,15322.398,5.0,1
,,,,,,,2650,15182.562,5.0,1
,,,,,,,2651,15334.184,5.0,1
,,,,,,,2652,15561.821,5.0,1
,,,,,,,2653,15481.258,5.0,1
,,,,,,,2654,15415.697,5.0,1
,,,,,,,2655,14662.996,5.0,1
,,,,,,,2656,14076.805,5.0,1
,,,,,,,2657,14032.375,5.0,1
,,,,,,,2658,13147.576,5.0,1
,,,,,,,2659,13772.612,5.0,1
,,,,,,,2660,15189.7,5.0,1
,,,,,,,2661,14721.465,5.0,1
,,,,,,,2662,14105.979,5.0,1
,,,,,,,2663,13127.597,5.0,1
,,,,,,,2664,12233.447,5.0,1
,,,,,,,2665,11287.817,5.0,1
,,,,,,,2666,10865.446,5.0,1
,,,,,,,2667,10543.264,5.0,1
,,,,,,,2668,10690.293,5.0,1
,,,,,,,2669,11048.485,5.0,1
,,,,,,,2670,12082.648,5.0,1
,,,,,,,2671,13724.192,5.0,1
,,,,,,,2672,15121.511,5.0,1
,,,,,,,2673,15611.891,5.0,1
,,,,,,,2674,16089.895,5.0,1
,,,,,,,2675,16677.898,5.0,1
,,,,,,,2676,16741.945,5.0,1
,,,,,,,2677,16741.698,5.0,1
,,,,,,,2678,16568.242,5.0,1
,,,,,,,2679,16186.973,5.0,1
,,,,,,,2680,15810.201,5.0,1
,,,,,,,2681,15717.682,5.0,1
,,,,,,,2682,15911.887,5.0,1
,,,,,,,2683,16183.448,5.0,1
,,,,,,,2684,16329.274,5.0,1
,,,,,,,2685,16275.964,5.0,1
,,,,,,,2686,15051.972,5.0,1
,,,,,,,2687,13806.311,5.0,1
,,,,,,,2688,12837.526,5.0,1
,,,,,,,2689,11954.142,5.0,1
,,,,,,,2690,11349.274,5.0,1
,,,,,,,2691,10923.408,5.0,1
,,,,,,,2692,10807.296,5.0,1
,,,,,,,2693,11059.213,5.0,1
,,,,,,,2694,11693.256,5.0,1
,,,,,,,2695,13652.013,5.0,1
,,,,,,,2696,14890.614,5.0,1
,,,,,,,2697,14903.788,5.0,1
,,,,,,,2698,14936.881,5.0,1
,,,,,,,2699,14720.363,5.0,1
,,,,,,,2700,14477.463,5.0,1
,,,,,,,2701,14399.909,5.0,1
,,,,,,,2702,13881.509,5.0,1
,,,,,,,2703,13481.755,5.0,1
,,,,,,,2704,13474.199,5.0,1
,,,,,,,2705,13853.465,5.0,1
,,,,,,,2706,14177.67,5.0,1
,,,,,,,2707,14934.8,5.0,1
,,,,,,,2708,15274.007,5.0,1
,,,,,,,2709,15963.384,5.0,1
,,,,,,,2710,15013.593,5.0,1
,,,,,,,2711,13677.685,5.0,1
,,,,,,,2712,11990.72,5.0,1
,,,,,,,2713,10828.162,5.0,1
,,,,,,,2714,10347.297,5.0,1
,,,,,,,2715,9942.207,5.0,1
,,,,,,,2716,9841.879,5.0,1
,,,,,,,2717,9943.218,5.0,1
,,,,,,,2718,10802.522,5.0,1
,,,,,,,2719,12394.57,5.0,1
,,,,,,,2720,13789.331,5.0,1
,,,,,,,2721,14395.473,5.0,1
,,,,,,,2722,15275.679,5.0,1
,,,,,,,2723,15227.576,5.0,1
,,,,,,,2724,14768.656,5.0,1
,,,,,,,2725,15021.036,5.0,1
,,,,,,,2726,15321.197,5.0,1
,,,,,,,2727,15240.744,5.0,1
,,,,,,,2728,14884.497,5.0,1
,,,,,,,2729,14235.799,5.0,1
,,,,,,,2730,14380.076,5.0,1
,,,,,,,2731,14435.762,5.0,1
,,,,,,,2732,14805.698,5.0,1
,,,,,,,2733,15173.909,5.0,1
,,,,,,,2734,14668.72,5.0,1
,,,,,,,2735,13206.399,5.0,1
,,,,,,,2736,11904.249,5.0,1
,,,,,,,2737,10979.459,5.0,1
,,,,,,,2738,10493.023,5.0,1
,,,,,,,2739,10162.249,5.0,1
,,,,,,,2740,10111.602,5.0,1
,,,,,,,2741,10445.916,5.0,1
,,,,,,,2742,11425.9,5.0,1
,,,,,,,2743,13134.378,5.0,1
,,,,,,,2744,14594.242,5.0,1
,,,,,,,2745,15046.561,5.0,1
,,,,,,,2746,15207.578,5.0,1
,,,,,,,2747,15681.026,5.0,1
,,,,,,,2748,14830.672,5.0,1
,,,,,,,2749,14748.501,5.0,1
,,,,,,,2750,14999.687,5.0,1
,,,,,,,2751,14108.429,5.0,1
,,,,,,,2752,14738.547,5.0,1
,,,,,,,2753,14584.865,5.0,1
,,,,,,,2754,14600.237,5.0,1
,,,,,,,2755,15274.857,5.0,1
,,,,,,,2756,16085.866,5.0,1
,,,,,,,2757,16036.783,5.0,1
,,,,,,,2758,15525.07,5.0,1
,,,,,,,2759,13375.34,5.0,1
,,,,,,,2760,12324.032,5.0,1
,,,,,,,2761,11220.514,5.0,1
,,,,,,,2762,10759.845,5.0,1
,,,,,,,2763,10627.012,5.0,1
,,,,,,,2764,10573.402,5.0,1
,,,,,,,2765,10933.748,5.0,1
,,,,,,,2766,11499.474,5.0,1
,,,,,,,2767,13350.475,5.0,1
,,,,,,,2768,14583.647,5.0,1
,,,,,,,2769,15312.385,5.0,1
,,,,,,,2770,15286.217,5.0,1
,,,,,,,2771,15767.201,5.0,1
,,,,,,,2772,15452.333,5.0,1
,,,,,,,2773,14853.141,5.0,1
,,,,,,,2774,15447.302,5.0,1
,,,,,,,2775,15728.599,5.0,1
,,,,,,,2776,15557.808,5.0,1
