Time_Index,CT_NG,ME_NG,MA_NG,None
70,1.89,1.89,2.34,0.0
71,1.89,1.89,2.34,0.0
72,1.89,1.89,2.34,0.0
73,1.89,1.89,2.34,0.0
74,1.89,1.89,2.34,0.0
75,1.89,1.89,2.34,0.0
76,1.89,1.89,2.34,0.0
77,1.89,1.89,2.34,0.0
78,1.89,1.89,2.34,0.0
79,1.89,1.89,2.34,0.0
80,1.89,1.89,2.34,0.0
81,1.89,1.89,2.34,0.0
82,1.89,1.89,2.34,0.0
83,1.89,1.89,2.34,0.0
84,1.89,1.89,2.34,0.0
85,1.89,1.89,2.34,0.0
86,1.89,1.89,2.34,0.0
87,1.89,1.89,2.34,0.0
88,1.89,1.89,2.34,0.0
89,1.89,1.89,2.34,0.0
90,1.89,1.89,2.34,0.0
91,1.89,1.89,2.34,0.0
92,1.89,1.89,2.34,0.0
93,1.89,1.89,2.34,0.0
94,1.89,1.89,2.34,0.0
95,1.89,1.89,2.34,0.0
96,1.89,1.89,2.34,0.0
97,1.89,1.89,2.34,0.0
98,1.89,1.89,2.34,0.0
99,1.89,1.89,2.34,0.0
100,1.89,1.89,2.34,0.0
101,1.89,1.89,2.34,0.0
102,1.89,1.89,2.34,0.0
103,1.89,1.89,2.34,0.0
104,1.89,1.89,2.34,0.0
105,1.89,1.89,2.34,0.0
106,1.89,1.89,2.34,0.0
107,1.89,1.89,2.34,0.0
108,1.89,1.89,2.34,0.0
109,1.89,1.89,2.34,0.0
110,1.89,1.89,2.34,0.0
111,1.89,1.89,2.34,0.0
112,1.89,1.89,2.34,0.0
113,1.89,1.89,2.34,0.0
114,1.89,1.89,2.34,0.0
115,1.89,1.89,2.34,0.0
116,1.89,1.89,2.34,0.0
117,1.89,1.89,2.34,0.0
118,1.89,1.89,2.34,0.0
119,1.89,1.89,2.34,0.0
120,1.89,1.89,2.34,0.0
121,1.89,1.89,2.34,0.0
122,1.89,1.89,2.34,0.0
123,1.89,1.89,2.34,0.0
124,1.89,1.89,2.34,0.0
125,1.89,1.89,2.34,0.0
126,1.89,1.89,2.34,0.0
127,1.89,1.89,2.34,0.0
128,1.89,1.89,2.34,0.0
129,1.89,1.89,2.34,0.0
130,1.89,1.89,2.34,0.0
131,1.89,1.89,2.34,0.0
132,1.89,1.89,2.34,0.0
133,1.89,1.89,2.34,0.0
134,1.89,1.89,2.34,0.0
135,1.89,1.89,2.34,0.0
136,1.89,1.89,2.34,0.0
137,1.89,1.89,2.34,0.0
138,1.89,1.89,2.34,0.0
139,1.89,1.89,2.34,0.0
140,1.89,1.89,2.34,0.0
141,1.89,1.89,2.34,0.0
142,1.89,1.89,2.34,0.0
143,1.89,1.89,2.34,0.0
144,1.89,1.89,2.34,0.0
145,1.75,1.75,2.11,0.0
146,1.75,1.75,2.11,0.0
147,1.75,1.75,2.11,0.0
148,1.75,1.75,2.11,0.0
149,1.75,1.75,2.11,0.0
150,1.75,1.75,2.11,0.0
151,1.75,1.75,2.11,0.0
152,1.75,1.75,2.11,0.0
153,1.75,1.75,2.11,0.0
154,1.75,1.75,2.11,0.0
155,1.75,1.75,2.11,0.0
156,1.75,1.75,2.11,0.0
157,1.75,1.75,2.11,0.0
158,1.75,1.75,2.11,0.0
159,1.75,1.75,2.11,0.0
160,1.75,1.75,2.11,0.0
161,1.75,1.75,2.11,0.0
162,1.75,1.75,2.11,0.0
163,1.75,1.75,2.11,0.0
164,1.75,1.75,2.11,0.0
165,1.75,1.75,2.11,0.0
166,1.75,1.75,2.11,0.0
167,1.75,1.75,2.11,0.0
168,1.75,1.75,2.11,0.0
169,1.75,1.75,2.11,0.0
170,1.75,1.75,2.11,0.0
171,1.75,1.75,2.11,0.0
172,1.75,1.75,2.11,0.0
173,1.75,1.75,2.11,0.0
174,1.75,1.75,2.11,0.0
175,1.75,1.75,2.11,0.0
176,1.75,1.75,2.11,0.0
177,1.75,1.75,2.11,0.0
178,1.75,1.75,2.11,0.0
179,1.75,1.75,2.11,0.0
180,1.75,1.75,2.11,0.0
181,1.75,1.75,2.11,0.0
182,1.75,1.75,2.11,0.0
183,1.75,1.75,2.11,0.0
184,1.75,1.75,2.11,0.0
185,1.75,1.75,2.11,0.0
186,1.75,1.75,2.11,0.0
187,1.75,1.75,2.11,0.0
188,1.75,1.75,2.11,0.0
189,1.75,1.75,2.11,0.0
190,1.75,1.75,2.11,0.0
191,1.75,1.75,2.11,0.0
192,1.75,1.75,2.11,0.0
193,1.63,1.63,1.81,0.0
194,1.63,1.63,1.81,0.0
195,1.63,1.63,1.81,0.0
196,1.63,1.63,1.81,0.0
197,1.63,1.63,1.81,0.0
198,1.63,1.63,1.81,0.0
199,1.63,1.63,1.81,0.0
200,1.63,1.63,1.81,0.0
201,1.63,1.63,1.81,0.0
202,1.63,1.63,1.81,0.0
203,1.63,1.63,1.81,0.0
204,1.63,1.63,1.81,0.0
205,1.63,1.63,1.81,0.0
206,1.63,1.63,1.81,0.0
207,1.63,1.63,1.81,0.0
208,1.63,1.63,1.81,0.0
209,1.63,1.63,1.81,0.0
210,1.63,1.63,1.81,0.0
211,1.63,1.63,1.81,0.0
212,1.63,1.63,1.81,0.0
213,1.63,1.63,1.81,0.0
214,1.63,1.63,1.81,0.0
215,1.63,1.63,1.81,0.0
216,1.63,1.63,1.81,0.0
217,1.63,1.63,1.81,0.0
218,1.63,1.63,1.81,0.0
219,1.63,1.63,1.81,0.0
220,1.63,1.63,1.81,0.0
221,1.63,1.63,1.81,0.0
222,1.63,1.63,1.81,0.0
223,1.63,1.63,1.81,0.0
224,1.63,1.63,1.81,0.0
225,1.63,1.63,1.81,0.0
226,1.63,1.63,1.81,0.0
227,1.63,1.63,1.81,0.0
228,1.63,1.63,1.81,0.0
229,1.63,1.63,1.81,0.0
230,1.63,1.63,1.81,0.0
231,1.63,1.63,1.81,0.0
232,1.63,1.63,1.81,0.0
233,1.63,1.63,1.81,0.0
234,1.63,1.63,1.81,0.0
235,1.63,1.63,1.81,0.0
236,1.63,1.63,1.81,0.0
237,1.63,1.63,1.81,0.0
238,1.63,1.63,1.81,0.0
239,1.63,1.63,1.81,0.0
240,1.63,1.63,1.81,0.0
241,2.78,2.78,2.74,0.0
242,2.78,2.78,2.74,0.0
243,2.78,2.78,2.74,0.0
244,2.78,2.78,2.74,0.0
245,2.78,2.78,2.74,0.0
246,2.78,2.78,2.74,0.0
247,2.78,2.78,2.74,0.0
248,2.78,2.78,2.74,0.0
249,2.78,2.78,2.74,0.0
250,2.78,2.78,2.74,0.0
251,2.78,2.78,2.74,0.0
252,2.78,2.78,2.74,0.0
253,2.78,2.78,2.74,0.0
254,2.78,2.78,2.74,0.0
255,2.78,2.78,2.74,0.0
256,2.78,2.78,2.74,0.0
257,2.78,2.78,2.74,0.0
258,2.78,2.78,2.74,0.0
259,2.78,2.78,2.74,0.0
260,2.78,2.78,2.74,0.0
261,2.78,2.78,2.74,0.0
262,2.78,2.78,2.74,0.0
263,2.78,2.78,2.74,0.0
264,2.78,2.78,2.74,0.0
265,2.78,2.78,2.74,0.0
266,2.78,2.78,2.74,0.0
267,2.78,2.78,2.74,0.0
268,2.78,2.78,2.74,0.0
269,2.78,2.78,2.74,0.0
270,2.78,2.78,2.74,0.0
271,2.78,2.78,2.74,0.0
272,2.78,2.78,2.74,0.0
273,2.78,2.78,2.74,0.0
274,2.78,2.78,2.74,0.0
275,2.78,2.78,2.74,0.0
276,2.78,2.78,2.74,0.0
277,2.78,2.78,2.74,0.0
278,2.78,2.78,2.74,0.0
279,2.78,2.78,2.74,0.0
280,2.78,2.78,2.74,0.0
281,2.78,2.78,2.74,0.0
282,2.78,2.78,2.74,0.0
283,2.78,2.78,2.74,0.0
284,2.78,2.78,2.74,0.0
285,2.78,2.78,2.74,0.0
286,2.78,2.78,2.74,0.0
287,2.78,2.78,2.74,0.0
288,2.78,2.78,2.74,0.0
289,2.78,2.78,2.74,0.0
290,2.78,2.78,2.74,0.0
291,2.78,2.78,2.74,0.0
292,2.78,2.78,2.74,0.0
293,2.78,2.78,2.74,0.0
294,2.78,2.78,2.74,0.0
295,2.78,2.78,2.74,0.0
296,2.78,2.78,2.74,0.0
297,2.78,2.78,2.74,0.0
298,2.78,2.78,2.74,0.0
299,2.78,2.78,2.74,0.0
300,2.78,2.78,2.74,0.0
301,2.78,2.78,2.74,0.0
302,2.78,2.78,2.74,0.0
303,2.78,2.78,2.74,0.0
304,2.78,2.78,2.74,0.0
305,2.78,2.78,2.74,0.0
306,2.78,2.78,2.74,0.0
307,2.78,2.78,2.74,0.0
308,2.78,2.78,2.74,0.0
309,2.78,2.78,2.74,0.0
310,2.78,2.78,2.74,0.0
311,2.78,2.78,2.74,0.0
312,2.78,2.78,2.74,0.0
313,2.78,2.78,2.74,0.0
314,2.78,2.78,2.74,0.0
315,2.78,2.78,2.74,0.0
316,2.78,2.78,2.74,0.0
317,2.78,2.78,2.74,0.0
318,2.78,2.78,2.74,0.0
319,2.78,2.78,2.74,0.0
320,2.78,2.78,2.74,0.0
321,2.78,2.78,2.74,0.0
322,2.78,2.78,2.74,0.0
323,2.78,2.78,2.74,0.0
324,2.78,2.78,2.74,0.0
325,2.78,2.78,2.74,0.0
326,2.78,2.78,2.74,0.0
327,2.78,2.78,2.74,0.0
328,2.78,2.78,2.74,0.0
329,2.78,2.78,2.74,0.0
330,2.78,2.78,2.74,0.0
331,2.78,2.78,2.74,0.0
332,2.78,2.78,2.74,0.0
333,2.78,2.78,2.74,0.0
334,2.78,2.78,2.74,0.0
335,2.78,2.78,2.74,0.0
336,2.78,2.78,2.74,0.0
337,3.78,3.78,4.28,0.0
338,3.78,3.78,4.28,0.0
339,3.78,3.78,4.28,0.0
340,3.78,3.78,4.28,0.0
341,3.78,3.78,4.28,0.0
342,3.78,3.78,4.28,0.0
343,3.78,3.78,4.28,0.0
344,3.78,3.78,4.28,0.0
345,3.78,3.78,4.28,0.0
346,3.78,3.78,4.28,0.0
347,3.78,3.78,4.28,0.0
348,3.78,3.78,4.28,0.0
349,3.78,3.78,4.28,0.0
350,3.78,3.78,4.28,0.0
351,3.78,3.78,4.28,0.0
352,3.78,3.78,4.28,0.0
353,3.78,3.78,4.28,0.0
354,3.78,3.78,4.28,0.0
355,3.78,3.78,4.28,0.0
356,3.78,3.78,4.28,0.0
357,3.78,3.78,4.28,0.0
358,3.78,3.78,4.28,0.0
359,3.78,3.78,4.28,0.0
360,3.78,3.78,4.28,0.0
361,3.78,3.78,4.28,0.0
362,3.78,3.78,4.28,0.0
363,3.78,3.78,4.28,0.0
364,3.78,3.78,4.28,0.0
365,3.78,3.78,4.28,0.0
366,3.78,3.78,4.28,0.0
367,3.78,3.78,4.28,0.0
368,3.78,3.78,4.28,0.0
369,3.78,3.78,4.28,0.0
370,3.78,3.78,4.28,0.0
371,3.78,3.78,4.28,0.0
372,3.78,3.78,4.28,0.0
373,3.78,3.78,4.28,0.0
374,3.78,3.78,4.28,0.0
375,3.78,3.78,4.28,0.0
376,3.78,3.78,4.28,0.0
377,3.78,3.78,4.28,0.0
378,3.78,3.78,4.28,0.0
379,3.78,3.78,4.28,0.0
380,3.78,3.78,4.28,0.0
381,3.78,3.78,4.28,0.0
382,3.78,3.78,4.28,0.0
383,3.78,3.78,4.28,0.0
384,3.78,3.78,4.28,0.0
