Time_Index,MA_natural_gas_combined_cycle,CT_natural_gas_combined_cycle,ME_natural_gas_combined_cycle,MA_solar_pv,CT_onshore_wind,CT_solar_pv,ME_onshore_wind,MA_battery,CT_battery,ME_battery
296,1.0,1.0,1.0,0.0005,0.002575001,0.0,0.008630553,1.0,1.0,1.0
297,1.0,1.0,1.0,0.2107,0.004552442,0.2402,0.012332851,1.0,1.0,1.0
298,1.0,1.0,1.0,0.3555,0.017347462,0.4033,0.009037236,1.0,1.0,1.0
299,1.0,1.0,1.0,0.4531,0.105167985,0.5252,0.008879857,1.0,1.0,1.0
300,1.0,1.0,1.0,0.5151,0.08926411,0.5684,0.003738896,1.0,1.0,1.0
301,1.0,1.0,1.0,0.49,0.046264209,0.5798,0.002055042,1.0,1.0,1.0
302,1.0,1.0,1.0,0.5189,0.024396045,0.5932,0.001610581,1.0,1.0,1.0
303,1.0,1.0,1.0,0.4458,0.001544676,0.5063,0.000611057,1.0,1.0,1.0
304,1.0,1.0,1.0,0.2889,0.006849635,0.3341,0.001361295,1.0,1.0,1.0
305,1.0,1.0,1.0,0.0118,0.024356086,0.0807,0.000641007,1.0,1.0,1.0
306,1.0,1.0,1.0,0.0,8.79e-5,0.0,0.000214163,1.0,1.0,1.0
307,1.0,1.0,1.0,0.0,6.9e-6,0.0,0.001105794,1.0,1.0,1.0
308,1.0,1.0,1.0,0.0,5.92e-5,0.0,0.003264785,1.0,1.0,1.0
309,1.0,1.0,1.0,0.0,0.000435098,0.0,0.003908825,1.0,1.0,1.0
310,1.0,1.0,1.0,0.0,0.002651567,0.0,0.006929072,1.0,1.0,1.0
311,1.0,1.0,1.0,0.0,0.012353522,0.0,0.005012317,1.0,1.0,1.0
312,1.0,1.0,1.0,0.0,0.020616725,0.0,0.005382804,1.0,1.0,1.0
313,1.0,1.0,1.0,0.0,0.019898048,0.0,0.004911709,1.0,1.0,1.0
314,1.0,1.0,1.0,0.0,0.012706788,0.0,0.009784671,1.0,1.0,1.0
315,1.0,1.0,1.0,0.0,0.005974401,0.0,0.008105222,1.0,1.0,1.0
316,1.0,1.0,1.0,0.0,0.006143,0.0,0.006767739,1.0,1.0,1.0
317,1.0,1.0,1.0,0.0,0.006111893,0.0,0.008109177,1.0,1.0,1.0
318,1.0,1.0,1.0,0.0,0.004656772,0.0,0.00669925,1.0,1.0,1.0
319,1.0,1.0,1.0,0.0,0.008611995,0.0,0.00755366,1.0,1.0,1.0
320,1.0,1.0,1.0,0.0117,0.002415934,0.0145,0.007503168,1.0,1.0,1.0
321,1.0,1.0,1.0,0.3135,0.000316371,0.3201,0.005889281,1.0,1.0,1.0
322,1.0,1.0,1.0,0.4909,0.000619188,0.4972,0.00152196,1.0,1.0,1.0
323,1.0,1.0,1.0,0.6116,0.000138283,0.616,0.001321378,1.0,1.0,1.0
324,1.0,1.0,1.0,0.643,9.46e-5,0.6499,0.004621835,1.0,1.0,1.0
325,1.0,1.0,1.0,0.6438,1.29e-5,0.6489,0.008267521,1.0,1.0,1.0
326,1.0,1.0,1.0,0.6127,0.0,0.6224,0.015974861,1.0,1.0,1.0
327,1.0,1.0,1.0,0.4871,0.0,0.5066,0.014336249,1.0,1.0,1.0
328,1.0,1.0,1.0,0.3058,0.0,0.3337,0.009402025,1.0,1.0,1.0
329,1.0,1.0,1.0,0.0269,0.0,0.0917,0.004256375,1.0,1.0,1.0
330,1.0,1.0,1.0,0.0,0.0,0.0,0.009817073,1.0,1.0,1.0
331,1.0,1.0,1.0,0.0,0.0,0.0,0.009425107,1.0,1.0,1.0
332,1.0,1.0,1.0,0.0,0.000223355,0.0,0.012872324,1.0,1.0,1.0
333,1.0,1.0,1.0,0.0,0.000290522,0.0,0.014833776,1.0,1.0,1.0
334,1.0,1.0,1.0,0.0,0.001285145,0.0,0.017719567,1.0,1.0,1.0
335,1.0,1.0,1.0,0.0,0.000591713,0.0,0.029261995,1.0,1.0,1.0
336,1.0,1.0,1.0,0.0,0.000810392,0.0,0.018217487,1.0,1.0,1.0
337,1.0,1.0,1.0,0.0,0.504896998,0.0,0.722608566,1.0,1.0,1.0
338,1.0,1.0,1.0,0.0,0.48300001,0.0,0.820361495,1.0,1.0,1.0
339,1.0,1.0,1.0,0.0,0.796491086,0.0,0.942812204,1.0,1.0,1.0
340,1.0,1.0,1.0,0.0,0.878681123,0.0,0.933210731,1.0,1.0,1.0
341,1.0,1.0,1.0,0.0,0.92308408,0.0,0.90139538,1.0,1.0,1.0
342,1.0,1.0,1.0,0.0,0.872821212,0.0,0.935574293,1.0,1.0,1.0
343,1.0,1.0,1.0,0.0,0.784222662,0.0,0.91082412,1.0,1.0,1.0
344,1.0,1.0,1.0,0.0,0.767829418,0.0,0.734408081,1.0,1.0,1.0
345,1.0,1.0,1.0,0.1664,0.472474456,0.1072,0.867164195,1.0,1.0,1.0
346,1.0,1.0,1.0,0.2594,0.476989865,0.1988,0.917687237,1.0,1.0,1.0
347,1.0,1.0,1.0,0.3346,0.257362306,0.2289,0.7700423,1.0,1.0,1.0
348,1.0,1.0,1.0,0.3242,0.011186305,0.2494,0.693951309,1.0,1.0,1.0
349,1.0,1.0,1.0,0.3183,0.014955625,0.2739,0.474408954,1.0,1.0,1.0
350,1.0,1.0,1.0,0.3444,0.002415868,0.356,0.615484893,1.0,1.0,1.0
351,1.0,1.0,1.0,0.3399,0.0,0.3581,0.635465145,1.0,1.0,1.0
352,1.0,1.0,1.0,0.2398,2.35e-5,0.1753,0.453846157,1.0,1.0,1.0
353,1.0,1.0,1.0,0.0,0.097699091,0.0,0.441161394,1.0,1.0,1.0
354,1.0,1.0,1.0,0.0,0.202829719,0.0,0.385667473,1.0,1.0,1.0
355,1.0,1.0,1.0,0.0,0.005506005,0.0,0.019852202,1.0,1.0,1.0
356,1.0,1.0,1.0,0.0,0.331511676,0.0,0.07018742,1.0,1.0,1.0
357,1.0,1.0,1.0,0.0,0.362930596,0.0,0.06026832,1.0,1.0,1.0
358,1.0,1.0,1.0,0.0,0.674642086,0.0,0.133385897,1.0,1.0,1.0
359,1.0,1.0,1.0,0.0,0.816904426,0.0,0.148617983,1.0,1.0,1.0
360,1.0,1.0,1.0,0.0,0.698124051,0.0,0.318086386,1.0,1.0,1.0
361,1.0,1.0,1.0,0.0,0.778733015,0.0,0.516741395,1.0,1.0,1.0
362,1.0,1.0,1.0,0.0,0.913042724,0.0,0.703350365,1.0,1.0,1.0
363,1.0,1.0,1.0,0.0,0.807086647,0.0,0.76467824,1.0,1.0,1.0
364,1.0,1.0,1.0,0.0,0.686692834,0.0,0.751399636,1.0,1.0,1.0
365,1.0,1.0,1.0,0.0,0.686731339,0.0,0.746089935,1.0,1.0,1.0
366,1.0,1.0,1.0,0.0,0.640052736,0.0,0.816596806,1.0,1.0,1.0
367,1.0,1.0,1.0,0.0,0.483873397,0.0,0.811854243,1.0,1.0,1.0
368,1.0,1.0,1.0,0.0,0.256917894,0.0,0.857294559,1.0,1.0,1.0
369,1.0,1.0,1.0,0.0007,0.257197738,0.0,0.874639392,1.0,1.0,1.0
370,1.0,1.0,1.0,0.0505,0.348806858,0.0292,0.920261383,1.0,1.0,1.0
371,1.0,1.0,1.0,0.1048,0.785438538,0.1156,0.8873564,1.0,1.0,1.0
372,1.0,1.0,1.0,0.1705,0.710183978,0.2348,0.752746642,1.0,1.0,1.0
373,1.0,1.0,1.0,0.1971,0.631953299,0.1878,0.657651842,1.0,1.0,1.0
374,1.0,1.0,1.0,0.1052,0.581832588,0.1144,0.574343443,1.0,1.0,1.0
375,1.0,1.0,1.0,0.2212,0.137682393,0.2492,0.071220547,1.0,1.0,1.0
376,1.0,1.0,1.0,0.0074,0.345120698,0.0009,0.45094049,1.0,1.0,1.0
377,1.0,1.0,1.0,0.0,0.621117353,0.0,0.432250559,1.0,1.0,1.0
378,1.0,1.0,1.0,0.0,0.686918616,0.0,0.504636049,1.0,1.0,1.0
379,1.0,1.0,1.0,0.0,0.366182357,0.0,0.457022727,1.0,1.0,1.0
380,1.0,1.0,1.0,0.0,0.401713967,0.0,0.388574898,1.0,1.0,1.0
381,1.0,1.0,1.0,0.0,0.326962322,0.0,0.405814767,1.0,1.0,1.0
382,1.0,1.0,1.0,0.0,0.272388577,0.0,0.472794116,1.0,1.0,1.0
383,1.0,1.0,1.0,0.0,0.137915522,0.0,0.532806039,1.0,1.0,1.0
384,1.0,1.0,1.0,0.0,0.491606623,0.0,0.708121538,1.0,1.0,1.0
