Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3
,,,,,,,,42,11148.0,3184.0,1519.0
,,,,,,,,43,11260.0,3216.0,1535.0
,,,,,,,,44,10982.0,3136.0,1497.0
,,,,,,,,45,10613.0,3030.0,1447.0
,,,,,,,,46,10061.0,2873.0,1372.0
,,,,,,,,47,9309.0,2659.0,1269.0
,,,,,,,,48,8499.0,2427.0,1159.0
,,,,,,,,49,9050.0,2584.0,1234.0
,,,,,,,,50,8509.0,2430.0,1160.0
,,,,,,,,51,8159.0,2330.0,1112.0
,,,,,,,,52,7989.0,2282.0,1089.0
,,,,,,,,53,8068.0,2304.0,1100.0
,,,,,,,,54,8373.0,2391.0,1141.0
,,,,,,,,55,9321.0,2662.0,1271.0
,,,,,,,,56,10505.0,3000.0,1432.0
,,,,,,,,57,11418.0,3261.0,1557.0
,,,,,,,,58,12157.0,3472.0,1657.0
,,,,,,,,59,12737.0,3637.0,1737.0
,,,,,,,,60,13103.0,3742.0,1787.0
,,,,,,,,61,13301.0,3799.0,1813.0
,,,,,,,,62,13483.0,3851.0,1838.0
,,,,,,,,63,13586.0,3880.0,1853.0
,,,,,,,,64,13541.0,3867.0,1846.0
,,,,,,,,65,13497.0,3855.0,1840.0
,,,,,,,,66,13407.0,3829.0,1828.0
,,,,,,,,67,13101.0,3742.0,1787.0
,,,,,,,,68,12636.0,3609.0,1723.0
,,,,,,,,69,12320.0,3519.0,1680.0
,,,,,,,,70,11919.0,3404.0,1625.0
,,,,,,,,71,10802.0,3085.0,1473.0
,,,,,,,,72,9621.0,2748.0,1312.0
,,,,,,,,73,8752.0,2499.0,1193.0
,,,,,,,,74,8236.0,2352.0,1123.0
,,,,,,,,75,7883.0,2252.0,1075.0
,,,,,,,,76,7706.0,2201.0,1050.0
,,,,,,,,77,7738.0,2210.0,1055.0
,,,,,,,,78,8018.0,2290.0,1093.0
,,,,,,,,79,8938.0,2553.0,1218.0
,,,,,,,,80,10104.0,2886.0,1378.0
,,,,,,,,81,10993.0,3140.0,1499.0
,,,,,,,,82,11703.0,3342.0,1595.0
,,,,,,,,83,12247.0,3498.0,1670.0
,,,,,,,,84,12607.0,3601.0,1719.0
,,,,,,,,85,12849.0,3670.0,1752.0
,,,,,,,,86,13087.0,3737.0,1784.0
,,,,,,,,87,13245.0,3783.0,1806.0
,,,,,,,,88,13351.0,3813.0,1820.0
,,,,,,,,89,13421.0,3833.0,1830.0
,,,,,,,,90,13286.0,3795.0,1812.0
,,,,,,,,91,12765.0,3646.0,1741.0
,,,,,,,,92,12157.0,3472.0,1657.0
,,,,,,,,93,11911.0,3402.0,1624.0
,,,,,,,,94,11467.0,3275.0,1563.0
,,,,,,,,95,10628.0,3035.0,1449.0
,,,,,,,,96,9710.0,2773.0,1323.0
,,,,,,,,97,9966.0,2846.0,1358.0
,,,,,,,,98,9488.0,2710.0,1293.0
,,,,,,,,99,9182.0,2622.0,1252.0
,,,,,,,,100,9021.0,2576.0,1230.0
,,,,,,,,101,9083.0,2594.0,1238.0
,,,,,,,,102,9497.0,2712.0,1295.0
,,,,,,,,103,10491.0,2996.0,1430.0
,,,,,,,,104,11808.0,3372.0,1610.0
,,,,,,,,105,12831.0,3665.0,1749.0
,,,,,,,,106,13653.0,3899.0,1862.0
,,,,,,,,107,14376.0,4106.0,1960.0
,,,,,,,,108,14958.0,4272.0,2040.0
,,,,,,,,109,15407.0,4400.0,2100.0
,,,,,,,,110,15793.0,4511.0,2153.0
,,,,,,,,111,15875.0,4534.0,2165.0
,,,,,,,,112,15907.0,4543.0,2169.0
,,,,,,,,113,15877.0,4534.0,2165.0
,,,,,,,,114,15759.0,4501.0,2149.0
,,,,,,,,115,15392.0,4396.0,2099.0
,,,,,,,,116,14909.0,4258.0,2033.0
,,,,,,,,117,14720.0,4204.0,2007.0
,,,,,,,,118,14135.0,4037.0,1927.0
,,,,,,,,119,12785.0,3651.0,1743.0
,,,,,,,,120,11449.0,3270.0,1561.0
,,,,,,,,121,10503.0,3000.0,1432.0
,,,,,,,,122,9889.0,2825.0,1348.0
,,,,,,,,123,9493.0,2711.0,1294.0
,,,,,,,,124,9245.0,2640.0,1261.0
,,,,,,,,125,9268.0,2647.0,1263.0
,,,,,,,,126,9643.0,2754.0,1315.0
,,,,,,,,127,10684.0,3051.0,1457.0
,,,,,,,,128,12036.0,3437.0,1641.0
,,,,,,,,129,13120.0,3747.0,1789.0
,,,,,,,,130,14080.0,4021.0,1919.0
,,,,,,,,131,14910.0,4258.0,2033.0
,,,,,,,,132,15478.0,4421.0,2110.0
,,,,,,,,133,15870.0,4533.0,2164.0
,,,,,,,,134,16225.0,4633.0,2212.0
,,,,,,,,135,16448.0,4698.0,2242.0
,,,,,,,,136,16617.0,4746.0,2266.0
,,,,,,,,137,16717.0,4774.0,2279.0
,,,,,,,,138,16579.0,4735.0,2261.0
,,,,,,,,139,16199.0,4626.0,2209.0
,,,,,,,,140,15701.0,4484.0,2140.0
,,,,,,,,141,15416.0,4403.0,2102.0
,,,,,,,,142,14854.0,4243.0,2025.0
,,,,,,,,143,13581.0,3878.0,1852.0
,,,,,,,,144,12317.0,3518.0,1679.0
,,,,,,,,145,6852.0,1957.0,934.0
,,,,,,,,146,6528.0,1864.0,890.0
,,,,,,,,147,6352.0,1813.0,866.0
,,,,,,,,148,6300.0,1799.0,858.0
,,,,,,,,149,6464.0,1846.0,881.0
,,,,,,,,150,7103.0,2028.0,969.0
,,,,,,,,151,8272.0,2363.0,1128.0
,,,,,,,,152,8961.0,2559.0,1222.0
,,,,,,,,153,9270.0,2647.0,1264.0
,,,,,,,,154,9497.0,2712.0,1295.0
,,,,,,,,155,9725.0,2777.0,1326.0
,,,,,,,,156,9828.0,2807.0,1340.0
,,,,,,,,157,9828.0,2807.0,1340.0
,,,,,,,,158,9897.0,2827.0,1349.0
,,,,,,,,159,9850.0,2813.0,1343.0
,,,,,,,,160,9775.0,2791.0,1332.0
,,,,,,,,161,9759.0,2787.0,1330.0
,,,,,,,,162,9755.0,2785.0,1330.0
,,,,,,,,163,9821.0,2805.0,1338.0
,,,,,,,,164,10216.0,2918.0,1393.0
,,,,,,,,165,9899.0,2827.0,1349.0
,,,,,,,,166,9176.0,2620.0,1251.0
,,,,,,,,167,8219.0,2347.0,1120.0
,,,,,,,,168,7353.0,2100.0,1002.0
,,,,,,,,169,6784.0,1938.0,924.0
,,,,,,,,170,6472.0,1848.0,882.0
,,,,,,,,171,6306.0,1801.0,859.0
,,,,,,,,172,6263.0,1788.0,853.0
,,,,,,,,173,6421.0,1833.0,875.0
,,,,,,,,174,7043.0,2012.0,960.0
,,,,,,,,175,8240.0,2354.0,1123.0
,,,,,,,,176,8962.0,2559.0,1222.0
,,,,,,,,177,9291.0,2654.0,1267.0
,,,,,,,,178,9519.0,2719.0,1298.0
,,,,,,,,179,9705.0,2772.0,1323.0
,,,,,,,,180,9764.0,2789.0,1331.0
,,,,,,,,181,9780.0,2793.0,1333.0
,,,,,,,,182,9797.0,2798.0,1336.0
,,,,,,,,183,9753.0,2785.0,1329.0
,,,,,,,,184,9693.0,2768.0,1322.0
,,,,,,,,185,9664.0,2760.0,1318.0
,,,,,,,,186,9594.0,2740.0,1308.0
,,,,,,,,187,9614.0,2745.0,1311.0
,,,,,,,,188,9900.0,2828.0,1350.0
,,,,,,,,189,9584.0,2737.0,1307.0
,,,,,,,,190,8975.0,2563.0,1223.0
,,,,,,,,191,8193.0,2339.0,1117.0
,,,,,,,,192,7395.0,2112.0,1008.0
,,,,,,,,193,6664.0,1903.0,909.0
,,,,,,,,194,6321.0,1805.0,862.0
,,,,,,,,195,6114.0,1746.0,833.0
,,,,,,,,196,6015.0,1718.0,820.0
,,,,,,,,197,6013.0,1718.0,819.0
,,,,,,,,198,6167.0,1761.0,841.0
,,,,,,,,199,6531.0,1865.0,890.0
,,,,,,,,200,7035.0,2009.0,959.0
,,,,,,,,201,7696.0,2199.0,1050.0
,,,,,,,,202,8286.0,2366.0,1130.0
,,,,,,,,203,8626.0,2464.0,1176.0
,,,,,,,,204,8831.0,2522.0,1204.0
,,,,,,,,205,8955.0,2558.0,1221.0
,,,,,,,,206,8937.0,2553.0,1218.0
,,,,,,,,207,8906.0,2544.0,1214.0
,,,,,,,,208,8922.0,2548.0,1216.0
,,,,,,,,209,9164.0,2617.0,1249.0
,,,,,,,,210,9690.0,2767.0,1321.0
,,,,,,,,211,10129.0,2893.0,1381.0
,,,,,,,,212,9903.0,2828.0,1350.0
,,,,,,,,213,9435.0,2694.0,1287.0
,,,,,,,,214,8793.0,2511.0,1199.0
,,,,,,,,215,8056.0,2301.0,1098.0
,,,,,,,,216,7343.0,2097.0,1001.0
,,,,,,,,217,6750.0,1928.0,920.0
,,,,,,,,218,6410.0,1831.0,873.0
,,,,,,,,219,6232.0,1780.0,849.0
,,,,,,,,220,6190.0,1768.0,843.0
,,,,,,,,221,6339.0,1810.0,864.0
,,,,,,,,222,6905.0,1972.0,941.0
,,,,,,,,223,7872.0,2249.0,1073.0
,,,,,,,,224,8655.0,2472.0,1180.0
,,,,,,,,225,9215.0,2632.0,1257.0
,,,,,,,,226,9691.0,2767.0,1321.0
,,,,,,,,227,9958.0,2844.0,1358.0
,,,,,,,,228,10027.0,2864.0,1367.0
,,,,,,,,229,9900.0,2828.0,1350.0
,,,,,,,,230,9694.0,2768.0,1322.0
,,,,,,,,231,9270.0,2647.0,1264.0
,,,,,,,,232,8829.0,2521.0,1204.0
,,,,,,,,233,8607.0,2458.0,1173.0
,,,,,,,,234,8629.0,2464.0,1176.0
,,,,,,,,235,8384.0,2394.0,1143.0
,,,,,,,,236,7789.0,2224.0,1062.0
,,,,,,,,237,7274.0,2078.0,992.0
,,,,,,,,238,6786.0,1938.0,925.0
,,,,,,,,239,6243.0,1783.0,851.0
,,,,,,,,240,5745.0,1641.0,783.0
,,,,,,,,241,7406.0,2115.0,1010.0
,,,,,,,,242,7185.0,2052.0,979.0
,,,,,,,,243,7112.0,2031.0,969.0
,,,,,,,,244,7156.0,2044.0,975.0
,,,,,,,,245,7427.0,2121.0,1012.0
,,,,,,,,246,8204.0,2343.0,1119.0
,,,,,,,,247,9547.0,2726.0,1302.0
,,,,,,,,248,10229.0,2921.0,1394.0
,,,,,,,,249,10337.0,2952.0,1409.0
,,,,,,,,250,10290.0,2939.0,1403.0
,,,,,,,,251,10241.0,2925.0,1396.0
,,,,,,,,252,10140.0,2896.0,1383.0
,,,,,,,,253,9979.0,2850.0,1361.0
,,,,,,,,254,9891.0,2825.0,1348.0
,,,,,,,,255,9786.0,2795.0,1334.0
,,,,,,,,256,9860.0,2816.0,1344.0
,,,,,,,,257,10604.0,3029.0,1446.0
,,,,,,,,258,11377.0,3249.0,1551.0
,,,,,,,,259,11330.0,3236.0,1545.0
,,,,,,,,260,11072.0,3162.0,1509.0
,,,,,,,,261,10657.0,3044.0,1453.0
,,,,,,,,262,9929.0,2836.0,1353.0
,,,,,,,,263,9027.0,2578.0,1231.0
,,,,,,,,264,8183.0,2337.0,1116.0
,,,,,,,,265,7642.0,2183.0,1042.0
,,,,,,,,266,7364.0,2103.0,1004.0
,,,,,,,,267,7269.0,2076.0,991.0
,,,,,,,,268,7291.0,2082.0,994.0
,,,,,,,,269,7540.0,2153.0,1028.0
,,,,,,,,270,8324.0,2377.0,1135.0
,,,,,,,,271,9601.0,2742.0,1309.0
,,,,,,,,272,10207.0,2915.0,1392.0
,,,,,,,,273,10284.0,2937.0,1402.0
,,,,,,,,274,10220.0,2919.0,1393.0
,,,,,,,,275,10142.0,2896.0,1383.0
,,,,,,,,276,10032.0,2865.0,1368.0
,,,,,,,,277,9913.0,2831.0,1352.0
,,,,,,,,278,9838.0,2810.0,1342.0
,,,,,,,,279,9742.0,2782.0,1328.0
,,,,,,,,280,9819.0,2805.0,1338.0
,,,,,,,,281,10588.0,3024.0,1444.0
,,,,,,,,282,11242.0,3211.0,1533.0
,,,,,,,,283,11189.0,3195.0,1525.0
,,,,,,,,284,10925.0,3120.0,1489.0
,,,,,,,,285,10511.0,3002.0,1433.0
,,,,,,,,286,9860.0,2816.0,1344.0
,,,,,,,,287,8946.0,2555.0,1220.0
,,,,,,,,288,8094.0,2312.0,1103.0
,,,,,,,,289,7521.0,2148.0,1025.0
,,,,,,,,290,7214.0,2060.0,984.0
,,,,,,,,291,7066.0,2018.0,963.0
,,,,,,,,292,7049.0,2013.0,961.0
,,,,,,,,293,7264.0,2074.0,990.0
,,,,,,,,294,7949.0,2270.0,1084.0
,,,,,,,,295,9109.0,2601.0,1242.0
,,,,,,,,296,9815.0,2803.0,1338.0
,,,,,,,,297,10063.0,2874.0,1372.0
,,,,,,,,298,10162.0,2902.0,1385.0
,,,,,,,,299,10173.0,2905.0,1387.0
,,,,,,,,300,10100.0,2885.0,1377.0
,,,,,,,,301,9938.0,2839.0,1355.0
,,,,,,,,302,9864.0,2817.0,1345.0
,,,,,,,,303,9766.0,2789.0,1332.0
,,,,,,,,304,9736.0,2780.0,1328.0
,,,,,,,,305,10391.0,2967.0,1417.0
,,,,,,,,306,11042.0,3154.0,1505.0
,,,,,,,,307,10895.0,3111.0,1485.0
,,,,,,,,308,10584.0,3023.0,1443.0
,,,,,,,,309,10163.0,2903.0,1386.0
,,,,,,,,310,9558.0,2730.0,1303.0
,,,,,,,,311,8771.0,2504.0,1196.0
,,,,,,,,312,7955.0,2272.0,1085.0
,,,,,,,,313,7340.0,2096.0,1000.0
,,,,,,,,314,6984.0,1994.0,952.0
,,,,,,,,315,6782.0,1937.0,924.0
,,,,,,,,316,6711.0,1917.0,915.0
,,,,,,,,317,6782.0,1937.0,924.0
,,,,,,,,318,7105.0,2029.0,969.0
,,,,,,,,319,7588.0,2167.0,1035.0
,,,,,,,,320,8179.0,2335.0,1115.0
,,,,,,,,321,8835.0,2523.0,1205.0
,,,,,,,,322,9267.0,2646.0,1263.0
,,,,,,,,323,9453.0,2700.0,1288.0
,,,,,,,,324,9451.0,2699.0,1288.0
,,,,,,,,325,9125.0,2606.0,1244.0
,,,,,,,,326,8598.0,2455.0,1172.0
,,,,,,,,327,8129.0,2322.0,1108.0
,,,,,,,,328,7891.0,2254.0,1075.0
,,,,,,,,329,8192.0,2339.0,1116.0
,,,,,,,,330,8543.0,2439.0,1165.0
,,,,,,,,331,8548.0,2441.0,1166.0
,,,,,,,,332,8532.0,2436.0,1163.0
,,,,,,,,333,8492.0,2425.0,1157.0
,,,,,,,,334,8261.0,2359.0,1126.0
,,,,,,,,335,7903.0,2257.0,1077.0
,,,,,,,,336,7410.0,2116.0,1010.0
,,,,,,,,337,7326.0,2092.0,999.0
,,,,,,,,338,6934.0,1980.0,945.0
,,,,,,,,339,6727.0,1922.0,917.0
,,,,,,,,340,6636.0,1895.0,904.0
,,,,,,,,341,6689.0,1910.0,912.0
,,,,,,,,342,6884.0,1966.0,939.0
,,,,,,,,343,7281.0,2079.0,993.0
,,,,,,,,344,7698.0,2199.0,1050.0
,,,,,,,,345,8329.0,2379.0,1136.0
,,,,,,,,346,8814.0,2517.0,1202.0
,,,,,,,,347,9069.0,2590.0,1236.0
,,,,,,,,348,9208.0,2629.0,1255.0
,,,,,,,,349,9258.0,2644.0,1262.0
,,,,,,,,350,9208.0,2629.0,1255.0
,,,,,,,,351,9157.0,2615.0,1248.0
,,,,,,,,352,9403.0,2685.0,1282.0
,,,,,,,,353,10502.0,2999.0,1432.0
,,,,,,,,354,11126.0,3178.0,1517.0
,,,,,,,,355,11064.0,3160.0,1509.0
,,,,,,,,356,10807.0,3086.0,1474.0
,,,,,,,,357,10387.0,2966.0,1416.0
,,,,,,,,358,9693.0,2768.0,1322.0
,,,,,,,,359,8769.0,2504.0,1196.0
,,,,,,,,360,7894.0,2254.0,1076.0
,,,,,,,,361,7318.0,2090.0,998.0
,,,,,,,,362,7026.0,2007.0,958.0
,,,,,,,,363,6896.0,1969.0,940.0
,,,,,,,,364,6881.0,1965.0,938.0
,,,,,,,,365,7124.0,2034.0,971.0
,,,,,,,,366,7859.0,2244.0,1071.0
,,,,,,,,367,9185.0,2623.0,1252.0
,,,,,,,,368,10055.0,2872.0,1371.0
,,,,,,,,369,10253.0,2928.0,1398.0
,,,,,,,,370,10390.0,2967.0,1417.0
,,,,,,,,371,10500.0,2999.0,1432.0
,,,,,,,,372,10516.0,3003.0,1434.0
,,,,,,,,373,10487.0,2995.0,1429.0
,,,,,,,,374,10473.0,2991.0,1428.0
,,,,,,,,375,10385.0,2966.0,1416.0
,,,,,,,,376,10549.0,3013.0,1439.0
,,,,,,,,377,11329.0,3236.0,1545.0
,,,,,,,,378,11796.0,3369.0,1608.0
,,,,,,,,379,11652.0,3328.0,1589.0
,,,,,,,,380,11302.0,3228.0,1541.0
,,,,,,,,381,10798.0,3084.0,1472.0
,,,,,,,,382,9997.0,2855.0,1363.0
,,,,,,,,383,9002.0,2571.0,1227.0
,,,,,,,,384,8009.0,2287.0,1092.0
