Time_Index,natural_gas,natural_gas_ccs,nuclear,solar_pv,onshore_wind,fixed_offshore_wind,float_offshore_wind,battery
2383,1.0,1.0,1.0,0.006615,0.3863,0.8376,0.8376,1.0
2384,1.0,1.0,1.0,0.068373,0.3881,0.8136,0.8136,1.0
2385,1.0,1.0,1.0,0.160575,0.3361,0.8114,0.8114,1.0
2386,1.0,1.0,1.0,0.306187,0.2863,0.8206,0.8206,1.0
2387,1.0,1.0,1.0,0.423066,0.2489,0.807,0.807,1.0
2388,1.0,1.0,1.0,0.521256,0.2377,0.8003,0.8003,1.0
2389,1.0,1.0,1.0,0.521106,0.1898,0.7783,0.7783,1.0
2390,1.0,1.0,1.0,0.492903,0.2265,0.7928,0.7928,1.0
2391,1.0,1.0,1.0,0.391012,0.2161,0.7981,0.7981,1.0
2392,1.0,1.0,1.0,0.360846,0.205,0.8295,0.8295,1.0
2393,1.0,1.0,1.0,0.282461,0.1996,0.8843,0.8843,1.0
2394,1.0,1.0,1.0,0.160964,0.2183,0.885,0.885,1.0
2395,1.0,1.0,1.0,0.048115,0.2168,0.896,0.896,1.0
2396,1.0,1.0,1.0,0.000799,0.3255,0.8936,0.8936,1.0
2397,1.0,1.0,1.0,0.0,0.34,0.8887,0.8887,1.0
2398,1.0,1.0,1.0,0.0,0.2993,0.8745,0.8745,1.0
2399,1.0,1.0,1.0,0.0,0.2756,0.7919,0.7919,1.0
2400,1.0,1.0,1.0,0.0,0.4306,0.7237,0.7237,1.0
2401,1.0,1.0,1.0,0.0,0.4141,0.6062,0.6062,1.0
2402,1.0,1.0,1.0,0.0,0.4855,0.5512,0.5512,1.0
2403,1.0,1.0,1.0,0.0,0.396,0.5607,0.5607,1.0
2404,1.0,1.0,1.0,0.0,0.2963,0.6326,0.6326,1.0
2405,1.0,1.0,1.0,0.0,0.2584,0.5971,0.5971,1.0
2406,1.0,1.0,1.0,0.0,0.2849,0.5852,0.5852,1.0
2407,1.0,1.0,1.0,0.008401,0.2124,0.5296,0.5296,1.0
2408,1.0,1.0,1.0,0.102014,0.1867,0.4707,0.4707,1.0
2409,1.0,1.0,1.0,0.250615,0.1355,0.4341,0.4341,1.0
2410,1.0,1.0,1.0,0.455774,0.1442,0.3781,0.3781,1.0
2411,1.0,1.0,1.0,0.614384,0.1345,0.3465,0.3465,1.0
2412,1.0,1.0,1.0,0.709758,0.124,0.3127,0.3127,1.0
2413,1.0,1.0,1.0,0.656995,0.1328,0.2474,0.2474,1.0
2414,1.0,1.0,1.0,0.578957,0.1345,0.2535,0.2535,1.0
2415,1.0,1.0,1.0,0.477276,0.1191,0.2577,0.2577,1.0
2416,1.0,1.0,1.0,0.410928,0.0932,0.297,0.297,1.0
2417,1.0,1.0,1.0,0.275578,0.0863,0.3682,0.3682,1.0
2418,1.0,1.0,1.0,0.159739,0.0676,0.4394,0.4394,1.0
2419,1.0,1.0,1.0,0.053417,0.0708,0.466,0.466,1.0
2420,1.0,1.0,1.0,0.001598,0.0981,0.4902,0.4902,1.0
2421,1.0,1.0,1.0,0.0,0.1724,0.5306,0.5306,1.0
2422,1.0,1.0,1.0,0.0,0.1621,0.5305,0.5305,1.0
2423,1.0,1.0,1.0,0.0,0.1462,0.4682,0.4682,1.0
2424,1.0,1.0,1.0,0.0,0.1618,0.4084,0.4084,1.0
2425,1.0,1.0,1.0,0.0,0.1605,0.3148,0.3148,1.0
2426,1.0,1.0,1.0,0.0,0.1781,0.2084,0.2084,1.0
2427,1.0,1.0,1.0,0.0,0.168,0.1538,0.1538,1.0
2428,1.0,1.0,1.0,0.0,0.1627,0.119,0.119,1.0
2429,1.0,1.0,1.0,0.0,0.1493,0.128,0.128,1.0
2430,1.0,1.0,1.0,0.0,0.1741,0.1507,0.1507,1.0
2431,1.0,1.0,1.0,0.007599,0.1596,0.1732,0.1732,1.0
2432,1.0,1.0,1.0,0.084516,0.1663,0.2477,0.2477,1.0
2433,1.0,1.0,1.0,0.243318,0.1313,0.3486,0.3486,1.0
2434,1.0,1.0,1.0,0.413162,0.0293,0.3335,0.3335,1.0
2435,1.0,1.0,1.0,0.515611,0.0268,0.3199,0.3199,1.0
2436,1.0,1.0,1.0,0.607422,0.0342,0.2478,0.2478,1.0
2437,1.0,1.0,1.0,0.610586,0.0459,0.1833,0.1833,1.0
2438,1.0,1.0,1.0,0.572,0.0552,0.1776,0.1776,1.0
2439,1.0,1.0,1.0,0.435754,0.0788,0.1412,0.1412,1.0
2440,1.0,1.0,1.0,0.361859,0.0679,0.1111,0.1111,1.0
2441,1.0,1.0,1.0,0.269793,0.0973,0.1136,0.1136,1.0
2442,1.0,1.0,1.0,0.139519,0.124,0.141,0.141,1.0
2443,1.0,1.0,1.0,0.049849,0.1369,0.1495,0.1495,1.0
2444,1.0,1.0,1.0,0.001603,0.1951,0.1524,0.1524,1.0
2445,1.0,1.0,1.0,0.0,0.2819,0.1316,0.1316,1.0
2446,1.0,1.0,1.0,0.0,0.2802,0.1543,0.1543,1.0
2447,1.0,1.0,1.0,0.0,0.2988,0.1712,0.1712,1.0
2448,1.0,1.0,1.0,0.0,0.2711,0.1901,0.1901,1.0
2449,1.0,1.0,1.0,0.0,0.2904,0.2418,0.2418,1.0
2450,1.0,1.0,1.0,0.0,0.3045,0.2793,0.2793,1.0
2451,1.0,1.0,1.0,0.0,0.3113,0.304,0.304,1.0
2452,1.0,1.0,1.0,0.0,0.3346,0.3631,0.3631,1.0
2453,1.0,1.0,1.0,0.0,0.3736,0.4217,0.4217,1.0
2454,1.0,1.0,1.0,0.0,0.4133,0.4852,0.4852,1.0
2455,1.0,1.0,1.0,0.012429,0.3778,0.5369,0.5369,1.0
2456,1.0,1.0,1.0,0.097608,0.3079,0.5725,0.5725,1.0
2457,1.0,1.0,1.0,0.244683,0.3003,0.6381,0.6381,1.0
2458,1.0,1.0,1.0,0.394134,0.2897,0.6279,0.6279,1.0
2459,1.0,1.0,1.0,0.478881,0.2928,0.5984,0.5984,1.0
2460,1.0,1.0,1.0,0.476141,0.2946,0.5597,0.5597,1.0
2461,1.0,1.0,1.0,0.459496,0.2948,0.4906,0.4906,1.0
2462,1.0,1.0,1.0,0.425094,0.2444,0.4502,0.4502,1.0
2463,1.0,1.0,1.0,0.368864,0.2276,0.4135,0.4135,1.0
2464,1.0,1.0,1.0,0.315783,0.2571,0.3683,0.3683,1.0
2465,1.0,1.0,1.0,0.217849,0.2572,0.3861,0.3861,1.0
2466,1.0,1.0,1.0,0.122888,0.2731,0.3479,0.3479,1.0
2467,1.0,1.0,1.0,0.043609,0.3061,0.3392,0.3392,1.0
2468,1.0,1.0,1.0,0.0036,0.3051,0.3317,0.3317,1.0
2469,1.0,1.0,1.0,0.0,0.367,0.3035,0.3035,1.0
2470,1.0,1.0,1.0,0.0,0.3772,0.2684,0.2684,1.0
2471,1.0,1.0,1.0,0.0,0.3423,0.2434,0.2434,1.0
2472,1.0,1.0,1.0,0.0,0.3348,0.2619,0.2619,1.0
2473,1.0,1.0,1.0,0.0,0.2592,0.3063,0.3063,1.0
2474,1.0,1.0,1.0,0.0,0.2584,0.2609,0.2609,1.0
2475,1.0,1.0,1.0,0.0,0.3504,0.2274,0.2274,1.0
2476,1.0,1.0,1.0,0.0,0.2544,0.2421,0.2421,1.0
2477,1.0,1.0,1.0,0.0,0.2961,0.2464,0.2464,1.0
2478,1.0,1.0,1.0,0.0,0.3119,0.283,0.283,1.0
2479,1.0,1.0,1.0,0.013803,0.2625,0.2929,0.2929,1.0
2480,1.0,1.0,1.0,0.12855,0.2825,0.3525,0.3525,1.0
2481,1.0,1.0,1.0,0.333765,0.211,0.3912,0.3912,1.0
2482,1.0,1.0,1.0,0.547595,0.2263,0.3725,0.3725,1.0
2483,1.0,1.0,1.0,0.732162,0.2533,0.2992,0.2992,1.0
2484,1.0,1.0,1.0,0.829724,0.2782,0.1961,0.1961,1.0
2485,1.0,1.0,1.0,0.858565,0.3265,0.1158,0.1158,1.0
2486,1.0,1.0,1.0,0.844416,0.3431,0.0842,0.0842,1.0
2487,1.0,1.0,1.0,0.795733,0.3172,0.0554,0.0554,1.0
2488,1.0,1.0,1.0,0.677593,0.3154,0.0729,0.0729,1.0
2489,1.0,1.0,1.0,0.480872,0.3797,0.1334,0.1334,1.0
2490,1.0,1.0,1.0,0.254816,0.3646,0.2193,0.2193,1.0
2491,1.0,1.0,1.0,0.07563,0.3222,0.3165,0.3165,1.0
2492,1.0,1.0,1.0,0.003604,0.3445,0.4415,0.4415,1.0
2493,1.0,1.0,1.0,0.0,0.3734,0.5824,0.5824,1.0
2494,1.0,1.0,1.0,0.0,0.3981,0.6491,0.6491,1.0
2495,1.0,1.0,1.0,0.0,0.4055,0.695,0.695,1.0
2496,1.0,1.0,1.0,0.0,0.3808,0.6542,0.6542,1.0
2497,1.0,1.0,1.0,0.0,0.3536,0.6187,0.6187,1.0
2498,1.0,1.0,1.0,0.0,0.4172,0.5686,0.5686,1.0
2499,1.0,1.0,1.0,0.0,0.4803,0.612,0.612,1.0
2500,1.0,1.0,1.0,0.0,0.446,0.5302,0.5302,1.0
2501,1.0,1.0,1.0,0.0,0.4747,0.4852,0.4852,1.0
2502,1.0,1.0,1.0,0.0,0.5267,0.4313,0.4313,1.0
2503,1.0,1.0,1.0,0.015807,0.5498,0.3707,0.3707,1.0
2504,1.0,1.0,1.0,0.13717,0.6008,0.3241,0.3241,1.0
2505,1.0,1.0,1.0,0.339032,0.6813,0.2637,0.2637,1.0
2506,1.0,1.0,1.0,0.571393,0.6508,0.245,0.245,1.0
2507,1.0,1.0,1.0,0.725559,0.6492,0.2266,0.2266,1.0
2508,1.0,1.0,1.0,0.829923,0.5402,0.2699,0.2699,1.0
2509,1.0,1.0,1.0,0.84321,0.6225,0.298,0.298,1.0
2510,1.0,1.0,1.0,0.821344,0.7287,0.3438,0.3438,1.0
2511,1.0,1.0,1.0,0.716758,0.7276,0.4198,0.4198,1.0
2512,1.0,1.0,1.0,0.50765,0.6962,0.4803,0.4803,1.0
2513,1.0,1.0,1.0,0.340568,0.6013,0.5753,0.5753,1.0
2514,1.0,1.0,1.0,0.172868,0.4718,0.6521,0.6521,1.0
2515,1.0,1.0,1.0,0.046529,0.3202,0.7677,0.7677,1.0
2516,1.0,1.0,1.0,0.002203,0.2657,0.8299,0.8299,1.0
2517,1.0,1.0,1.0,0.0,0.2005,0.8365,0.8365,1.0
2518,1.0,1.0,1.0,0.0,0.223,0.8354,0.8354,1.0
2519,1.0,1.0,1.0,0.0,0.209,0.8268,0.8268,1.0
2520,1.0,1.0,1.0,0.0,0.2896,0.8469,0.8469,1.0
2521,1.0,1.0,1.0,0.0,0.2115,0.8181,0.8181,1.0
2522,1.0,1.0,1.0,0.0,0.2217,0.79,0.79,1.0
2523,1.0,1.0,1.0,0.0,0.1912,0.6707,0.6707,1.0
2524,1.0,1.0,1.0,0.0,0.2035,0.621,0.621,1.0
2525,1.0,1.0,1.0,0.0,0.2398,0.6439,0.6439,1.0
2526,1.0,1.0,1.0,0.0,0.2418,0.7152,0.7152,1.0
2527,1.0,1.0,1.0,0.012451,0.2513,0.7535,0.7535,1.0
2528,1.0,1.0,1.0,0.100489,0.2635,0.7608,0.7608,1.0
2529,1.0,1.0,1.0,0.277638,0.2995,0.7587,0.7587,1.0
2530,1.0,1.0,1.0,0.494624,0.179,0.761,0.761,1.0
2531,1.0,1.0,1.0,0.699285,0.159,0.7087,0.7087,1.0
2532,1.0,1.0,1.0,0.799622,0.158,0.6621,0.6621,1.0
2533,1.0,1.0,1.0,0.798627,0.1927,0.6108,0.6108,1.0
2534,1.0,1.0,1.0,0.709477,0.2237,0.6288,0.6288,1.0
2535,1.0,1.0,1.0,0.484646,0.2449,0.6301,0.6301,1.0
2536,1.0,1.0,1.0,0.32223,0.193,0.6217,0.6217,1.0
2537,1.0,1.0,1.0,0.208529,0.1879,0.6223,0.6223,1.0
2538,1.0,1.0,1.0,0.10989,0.1213,0.6669,0.6669,1.0
2539,1.0,1.0,1.0,0.037407,0.0959,0.7073,0.7073,1.0
2540,1.0,1.0,1.0,0.001799,0.1073,0.6819,0.6819,1.0
2541,1.0,1.0,1.0,0.0,0.2668,0.6565,0.6565,1.0
2542,1.0,1.0,1.0,0.0,0.313,0.6811,0.6811,1.0
2543,1.0,1.0,1.0,0.0,0.3632,0.6387,0.6387,1.0
2544,1.0,1.0,1.0,0.0,0.4144,0.6087,0.6087,1.0
2545,1.0,1.0,1.0,0.0,0.4043,0.5753,0.5753,1.0
2546,1.0,1.0,1.0,0.0,0.3997,0.4096,0.4096,1.0
2547,1.0,1.0,1.0,0.0,0.3592,0.3084,0.3084,1.0
2548,1.0,1.0,1.0,0.0,0.3863,0.2887,0.2887,1.0
2549,1.0,1.0,1.0,0.0,0.2924,0.2572,0.2572,1.0
2550,1.0,1.0,1.0,0.0,0.2948,0.2743,0.2743,1.0
2551,1.0,1.0,1.0,0.0114,0.3158,0.3293,0.3293,1.0
2552,1.0,1.0,1.0,0.115351,0.2855,0.4755,0.4755,1.0
2553,1.0,1.0,1.0,0.308051,0.2042,0.6462,0.6462,1.0
2554,1.0,1.0,1.0,0.526302,0.2098,0.7264,0.7264,1.0
2555,1.0,1.0,1.0,0.633369,0.2462,0.751,0.751,1.0
2556,1.0,1.0,1.0,0.720017,0.2774,0.7661,0.7661,1.0
2557,1.0,1.0,1.0,0.763227,0.3912,0.7117,0.7117,1.0
2558,1.0,1.0,1.0,0.784472,0.4269,0.7196,0.7196,1.0
2559,1.0,1.0,1.0,0.729145,0.5011,0.6614,0.6614,1.0
2560,1.0,1.0,1.0,0.579449,0.4736,0.6184,0.6184,1.0
2561,1.0,1.0,1.0,0.389854,0.4986,0.7,0.7,1.0
2562,1.0,1.0,1.0,0.213419,0.5324,0.7734,0.7734,1.0
2563,1.0,1.0,1.0,0.068016,0.5705,0.77,0.77,1.0
2564,1.0,1.0,1.0,0.004202,0.5513,0.7844,0.7844,1.0
2565,1.0,1.0,1.0,0.0,0.5988,0.8232,0.8232,1.0
2566,1.0,1.0,1.0,0.0,0.6236,0.84,0.84,1.0
2567,1.0,1.0,1.0,0.0,0.6603,0.819,0.819,1.0
2568,1.0,1.0,1.0,0.0,0.569,0.8472,0.8472,1.0
2569,1.0,1.0,1.0,0.0,0.4511,0.8646,0.8646,1.0
2570,1.0,1.0,1.0,0.0,0.4326,0.8662,0.8662,1.0
2571,1.0,1.0,1.0,0.0,0.4483,0.8434,0.8434,1.0
2572,1.0,1.0,1.0,0.0,0.4471,0.7912,0.7912,1.0
2573,1.0,1.0,1.0,0.0,0.4398,0.6681,0.6681,1.0
2574,1.0,1.0,1.0,0.0,0.5151,0.6095,0.6095,1.0
2575,1.0,1.0,1.0,0.016808,0.4913,0.474,0.474,1.0
2576,1.0,1.0,1.0,0.130394,0.4187,0.3811,0.3811,1.0
2577,1.0,1.0,1.0,0.327391,0.3852,0.338,0.338,1.0
2578,1.0,1.0,1.0,0.557176,0.5208,0.3261,0.3261,1.0
2579,1.0,1.0,1.0,0.739114,0.5505,0.3149,0.3149,1.0
2580,1.0,1.0,1.0,0.842904,0.5243,0.2558,0.2558,1.0
2581,1.0,1.0,1.0,0.863809,0.4742,0.224,0.224,1.0
2582,1.0,1.0,1.0,0.858838,0.4422,0.1523,0.1523,1.0
2583,1.0,1.0,1.0,0.782187,0.6054,0.1048,0.1048,1.0
2584,1.0,1.0,1.0,0.632733,0.6399,0.0912,0.0912,1.0
2585,1.0,1.0,1.0,0.461531,0.6534,0.1193,0.1193,1.0
2586,1.0,1.0,1.0,0.240063,0.6134,0.1628,0.1628,1.0
2587,1.0,1.0,1.0,0.063407,0.6834,0.2482,0.2482,1.0
2588,1.0,1.0,1.0,0.005397,0.6905,0.3222,0.3222,1.0
2589,1.0,1.0,1.0,0.0,0.6756,0.4184,0.4184,1.0
2590,1.0,1.0,1.0,0.0,0.6601,0.5561,0.5561,1.0
2591,1.0,1.0,1.0,0.0,0.6662,0.7238,0.7238,1.0
2592,1.0,1.0,1.0,0.0,0.6352,0.797,0.797,1.0
2593,1.0,1.0,1.0,0.0,0.6559,0.8248,0.8248,1.0
2594,1.0,1.0,1.0,0.0,0.5957,0.8689,0.8689,1.0
2595,1.0,1.0,1.0,0.0,0.5661,0.8585,0.8585,1.0
2596,1.0,1.0,1.0,0.0,0.5289,0.8391,0.8391,1.0
2597,1.0,1.0,1.0,0.0,0.4877,0.8203,0.8203,1.0
2598,1.0,1.0,1.0,0.0,0.5437,0.7691,0.7691,1.0
2599,1.0,1.0,1.0,0.020995,0.5675,0.7395,0.7395,1.0
2600,1.0,1.0,1.0,0.140637,0.54,0.5893,0.5893,1.0
2601,1.0,1.0,1.0,0.339227,0.4262,0.4879,0.4879,1.0
2602,1.0,1.0,1.0,0.570129,0.3928,0.3691,0.3691,1.0
2603,1.0,1.0,1.0,0.742698,0.3258,0.3272,0.3272,1.0
2604,1.0,1.0,1.0,0.836163,0.2608,0.2499,0.2499,1.0
2605,1.0,1.0,1.0,0.865373,0.2177,0.2125,0.2125,1.0
2606,1.0,1.0,1.0,0.80214,0.1564,0.158,0.158,1.0
2607,1.0,1.0,1.0,0.671162,0.1394,0.1259,0.1259,1.0
2608,1.0,1.0,1.0,0.449673,0.0915,0.1042,0.1042,1.0
2609,1.0,1.0,1.0,0.226297,0.0841,0.0904,0.0904,1.0
2610,1.0,1.0,1.0,0.098903,0.0822,0.1116,0.1116,1.0
2611,1.0,1.0,1.0,0.035374,0.0926,0.1084,0.1084,1.0
2612,1.0,1.0,1.0,0.002198,0.1166,0.0881,0.0881,1.0
2613,1.0,1.0,1.0,0.0,0.148,0.0999,0.0999,1.0
2614,1.0,1.0,1.0,0.0,0.243,0.089,0.089,1.0
2615,1.0,1.0,1.0,0.0,0.2372,0.0621,0.0621,1.0
2616,1.0,1.0,1.0,0.0,0.2168,0.0507,0.0507,1.0
2617,1.0,1.0,1.0,0.0,0.2133,0.0531,0.0531,1.0
2618,1.0,1.0,1.0,0.0,0.2137,0.0588,0.0588,1.0
2619,1.0,1.0,1.0,0.0,0.2387,0.0493,0.0493,1.0
2620,1.0,1.0,1.0,0.0,0.2138,0.0592,0.0592,1.0
2621,1.0,1.0,1.0,0.0,0.2563,0.0742,0.0742,1.0
2622,1.0,1.0,1.0,0.0,0.2381,0.0788,0.0788,1.0
2623,1.0,1.0,1.0,0.0176,0.2818,0.0719,0.0719,1.0
2624,1.0,1.0,1.0,0.100326,0.1902,0.0555,0.0555,1.0
2625,1.0,1.0,1.0,0.272935,0.2225,0.0453,0.0453,1.0
2626,1.0,1.0,1.0,0.484578,0.1085,0.0301,0.0301,1.0
2627,1.0,1.0,1.0,0.634747,0.1465,0.0312,0.0312,1.0
2628,1.0,1.0,1.0,0.775263,0.1197,0.0316,0.0316,1.0
2629,1.0,1.0,1.0,0.819446,0.1293,0.0401,0.0401,1.0
2630,1.0,1.0,1.0,0.844756,0.161,0.0482,0.0482,1.0
2631,1.0,1.0,1.0,0.785261,0.2111,0.0891,0.0891,1.0
2632,1.0,1.0,1.0,0.666928,0.2502,0.1265,0.1265,1.0
2633,1.0,1.0,1.0,0.467292,0.2619,0.173,0.173,1.0
2634,1.0,1.0,1.0,0.263364,0.3062,0.2134,0.2134,1.0
2635,1.0,1.0,1.0,0.085211,0.2958,0.2504,0.2504,1.0
2636,1.0,1.0,1.0,0.007,0.362,0.2946,0.2946,1.0
2637,1.0,1.0,1.0,0.0,0.5752,0.3121,0.3121,1.0
2638,1.0,1.0,1.0,0.0,0.678,0.3149,0.3149,1.0
2639,1.0,1.0,1.0,0.0,0.6849,0.3259,0.3259,1.0
2640,1.0,1.0,1.0,0.0,0.6587,0.3617,0.3617,1.0
2641,1.0,1.0,1.0,0.0,0.6029,0.3796,0.3796,1.0
2642,1.0,1.0,1.0,0.0,0.4909,0.389,0.389,1.0
2643,1.0,1.0,1.0,0.0,0.3468,0.4172,0.4172,1.0
2644,1.0,1.0,1.0,0.0,0.278,0.4025,0.4025,1.0
2645,1.0,1.0,1.0,0.0,0.2884,0.3829,0.3829,1.0
2646,1.0,1.0,1.0,0.0,0.2504,0.3466,0.3466,1.0
2647,1.0,1.0,1.0,0.020795,0.1772,0.2922,0.2922,1.0
2648,1.0,1.0,1.0,0.135368,0.1696,0.2604,0.2604,1.0
2649,1.0,1.0,1.0,0.319347,0.1479,0.2427,0.2427,1.0
2650,1.0,1.0,1.0,0.531623,0.0852,0.2433,0.2433,1.0
2651,1.0,1.0,1.0,0.681927,0.0863,0.2554,0.2554,1.0
2652,1.0,1.0,1.0,0.795613,0.1481,0.2982,0.2982,1.0
2653,1.0,1.0,1.0,0.904154,0.2125,0.3349,0.3349,1.0
2654,1.0,1.0,1.0,0.859903,0.1428,0.3635,0.3635,1.0
2655,1.0,1.0,1.0,0.787881,0.1378,0.3843,0.3843,1.0
2656,1.0,1.0,1.0,0.640461,0.1981,0.4211,0.4211,1.0
2657,1.0,1.0,1.0,0.449039,0.2136,0.4744,0.4744,1.0
2658,1.0,1.0,1.0,0.243772,0.2427,0.5068,0.5068,1.0
2659,1.0,1.0,1.0,0.076648,0.2829,0.5983,0.5983,1.0
2660,1.0,1.0,1.0,0.005998,0.3198,0.698,0.698,1.0
2661,1.0,1.0,1.0,0.0,0.3476,0.7887,0.7887,1.0
2662,1.0,1.0,1.0,0.0,0.4059,0.8518,0.8518,1.0
2663,1.0,1.0,1.0,0.0,0.412,0.8677,0.8677,1.0
2664,1.0,1.0,1.0,0.0,0.4144,0.8863,0.8863,1.0
2665,1.0,1.0,1.0,0.0,0.4129,0.8831,0.8831,1.0
2666,1.0,1.0,1.0,0.0,0.4205,0.8782,0.8782,1.0
2667,1.0,1.0,1.0,0.0,0.3945,0.8831,0.8831,1.0
2668,1.0,1.0,1.0,0.0,0.4248,0.8684,0.8684,1.0
2669,1.0,1.0,1.0,0.0,0.469,0.859,0.859,1.0
2670,1.0,1.0,1.0,0.0,0.4979,0.8267,0.8267,1.0
2671,1.0,1.0,1.0,0.012193,0.4819,0.7678,0.7678,1.0
2672,1.0,1.0,1.0,0.058642,0.4184,0.7727,0.7727,1.0
2673,1.0,1.0,1.0,0.14946,0.3724,0.7454,0.7454,1.0
2674,1.0,1.0,1.0,0.244723,0.344,0.6444,0.6444,1.0
2675,1.0,1.0,1.0,0.337707,0.2788,0.5809,0.5809,1.0
2676,1.0,1.0,1.0,0.584516,0.2199,0.5821,0.5821,1.0
2677,1.0,1.0,1.0,0.701118,0.1845,0.5387,0.5387,1.0
2678,1.0,1.0,1.0,0.740585,0.2027,0.5082,0.5082,1.0
2679,1.0,1.0,1.0,0.672324,0.2062,0.5217,0.5217,1.0
2680,1.0,1.0,1.0,0.547196,0.1528,0.5705,0.5705,1.0
2681,1.0,1.0,1.0,0.375996,0.1729,0.6131,0.6131,1.0
2682,1.0,1.0,1.0,0.215784,0.2162,0.5924,0.5924,1.0
2683,1.0,1.0,1.0,0.068021,0.1964,0.6059,0.6059,1.0
2684,1.0,1.0,1.0,0.006199,0.3392,0.6134,0.6134,1.0
2685,1.0,1.0,1.0,0.0,0.3458,0.6735,0.6735,1.0
2686,1.0,1.0,1.0,0.0,0.3622,0.6626,0.6626,1.0
2687,1.0,1.0,1.0,0.0,0.351,0.6725,0.6725,1.0
2688,1.0,1.0,1.0,0.0,0.3017,0.693,0.693,1.0
2689,1.0,1.0,1.0,0.0,0.3255,0.6928,0.6928,1.0
2690,1.0,1.0,1.0,0.0,0.3237,0.7238,0.7238,1.0
2691,1.0,1.0,1.0,0.0,0.4213,0.8002,0.8002,1.0
2692,1.0,1.0,1.0,0.0,0.4642,0.8175,0.8175,1.0
2693,1.0,1.0,1.0,0.0,0.5249,0.8094,0.8094,1.0
2694,1.0,1.0,1.0,0.0,0.5444,0.7936,0.7936,1.0
2695,1.0,1.0,1.0,0.007797,0.5463,0.7674,0.7674,1.0
2696,1.0,1.0,1.0,0.035353,0.5176,0.6903,0.6903,1.0
2697,1.0,1.0,1.0,0.060789,0.4499,0.5673,0.5673,1.0
2698,1.0,1.0,1.0,0.090663,0.3671,0.4782,0.4782,1.0
2699,1.0,1.0,1.0,0.111956,0.3469,0.3879,0.3879,1.0
2700,1.0,1.0,1.0,0.117711,0.4211,0.3666,0.3666,1.0
2701,1.0,1.0,1.0,0.102591,0.333,0.4115,0.4115,1.0
2702,1.0,1.0,1.0,0.074639,0.3422,0.4549,0.4549,1.0
2703,1.0,1.0,1.0,0.064548,0.3604,0.4138,0.4138,1.0
2704,1.0,1.0,1.0,0.063959,0.3409,0.4573,0.4573,1.0
2705,1.0,1.0,1.0,0.046825,0.3325,0.5461,0.5461,1.0
2706,1.0,1.0,1.0,0.033638,0.4229,0.5842,0.5842,1.0
2707,1.0,1.0,1.0,0.012606,0.4578,0.6203,0.6203,1.0
2708,1.0,1.0,1.0,0.000802,0.4386,0.6989,0.6989,1.0
2709,1.0,1.0,1.0,0.0,0.5169,0.8323,0.8323,1.0
2710,1.0,1.0,1.0,0.0,0.5459,0.8811,0.8811,1.0
2711,1.0,1.0,1.0,0.0,0.5778,0.9076,0.9076,1.0
2712,1.0,1.0,1.0,0.0,0.5743,0.9068,0.9068,1.0
2713,1.0,1.0,1.0,0.0,0.641,0.9072,0.9072,1.0
2714,1.0,1.0,1.0,0.0,0.6123,0.9081,0.9081,1.0
2715,1.0,1.0,1.0,0.0,0.6409,0.9073,0.9073,1.0
2716,1.0,1.0,1.0,0.0,0.6119,0.8718,0.8718,1.0
2717,1.0,1.0,1.0,0.0,0.6787,0.909,0.909,1.0
2718,1.0,1.0,1.0,0.0,0.7681,0.8789,0.8789,1.0
2719,1.0,1.0,1.0,0.008201,0.7892,0.9022,0.9022,1.0
2720,1.0,1.0,1.0,0.033986,0.8297,0.8918,0.8918,1.0
2721,1.0,1.0,1.0,0.069458,0.8517,0.9009,0.9009,1.0
2722,1.0,1.0,1.0,0.117694,0.839,0.8874,0.8874,1.0
2723,1.0,1.0,1.0,0.129237,0.8405,0.9048,0.9048,1.0
2724,1.0,1.0,1.0,0.210458,0.8276,0.8996,0.8996,1.0
2725,1.0,1.0,1.0,0.279838,0.8097,0.903,0.903,1.0
2726,1.0,1.0,1.0,0.249952,0.7866,0.8996,0.8996,1.0
2727,1.0,1.0,1.0,0.157521,0.7721,0.8963,0.8963,1.0
2728,1.0,1.0,1.0,0.161006,0.7525,0.8813,0.8813,1.0
2729,1.0,1.0,1.0,0.097642,0.7297,0.8314,0.8314,1.0
2730,1.0,1.0,1.0,0.052579,0.7251,0.7638,0.7638,1.0
2731,1.0,1.0,1.0,0.017628,0.6971,0.6827,0.6827,1.0
2732,1.0,1.0,1.0,0.0012,0.6868,0.6183,0.6183,1.0
2733,1.0,1.0,1.0,0.0,0.5064,0.5535,0.5535,1.0
2734,1.0,1.0,1.0,0.0,0.5626,0.4047,0.4047,1.0
2735,1.0,1.0,1.0,0.0,0.537,0.4552,0.4552,1.0
2736,1.0,1.0,1.0,0.0,0.5724,0.4266,0.4266,1.0
2737,1.0,1.0,1.0,0.0,0.6039,0.5032,0.5032,1.0
2738,1.0,1.0,1.0,0.0,0.5754,0.4524,0.4524,1.0
2739,1.0,1.0,1.0,0.0,0.4728,0.3954,0.3954,1.0
2740,1.0,1.0,1.0,0.0,0.509,0.4128,0.4128,1.0
2741,1.0,1.0,1.0,0.0,0.5244,0.446,0.446,1.0
2742,1.0,1.0,1.0,0.0,0.3729,0.5275,0.5275,1.0
2743,1.0,1.0,1.0,0.019832,0.3186,0.5834,0.5834,1.0
2744,1.0,1.0,1.0,0.117201,0.3146,0.6703,0.6703,1.0
2745,1.0,1.0,1.0,0.267466,0.3518,0.6981,0.6981,1.0
