Qt_Data_Points,Max_Rel_TimeStep
2514,99
2733,136
2482,87
2259,134
2491,106
2239,90
2475,94
2546,98
2374,88
2541,110
2476,94
2441,164
2313,78
2382,113
2358,90
2356,118
