Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Rep_Period,START_SUBPERIODS,INTERIOR_SUBPERIODS,Rel_TimeStep
50000,1,1,1,23,8736,8736.0,1,12774.355999999996,1,1,0,1
,,,,,,8736.0,2,12125.387428571426,1,0,1,7
,,,,,,8736.0,3,13956.630999999994,1,0,1,1
,,,,,,8736.0,4,14865.611999999994,1,0,1,1
,,,,,,8736.0,5,15492.810999999994,1,0,1,1
,,,,,,8736.0,6,16763.560999999994,1,0,1,1
,,,,,,8736.0,7,16711.47099999999,1,0,1,2
,,,,,,8736.0,8,16225.696999999995,1,0,1,1
,,,,,,8736.0,9,17101.583285714278,1,0,1,7
,,,,,,8736.0,10,13928.598999999995,1,0,1,1
,,,,,,8736.0,11,12813.056999999997,1,0,1,1
,,,,,,8736.0,12,12002.362999999996,1,0,1,1
,,,,,,8736.0,13,11467.012999999997,1,0,1,1
,,,,,,8736.0,14,11118.263666666664,1,0,1,3
,,,,,,8736.0,15,12372.456999999997,1,0,1,1
,,,,,,8736.0,16,13977.427999999994,1,0,1,1
,,,,,,8736.0,17,14653.629999999994,1,0,1,1
,,,,,,8736.0,18,15177.103999999994,1,0,1,1
,,,,,,8736.0,19,14751.337999999994,1,0,1,1
,,,,,,8736.0,20,15537.540999999994,1,0,1,1
,,,,,,8736.0,21,16445.423699999996,1,0,1,10
,,,,,,8736.0,22,15067.684999999994,1,0,1,1
,,,,,,8736.0,23,13970.554999999995,1,0,1,1
,,,,,,,24,13278.509615384612,1,0,1,13
,,,,,,,25,16151.615999999995,1,0,1,1
,,,,,,,26,15476.904999999995,1,0,1,1
,,,,,,,27,14882.742999999995,1,0,1,1
,,,,,,,28,15747.694999999994,1,0,1,1
,,,,,,,29,16506.31599999999,1,0,1,1
,,,,,,,30,18322.22399999999,1,0,1,1
,,,,,,,31,17511.341333333326,1,0,1,3
,,,,,,,32,15040.979999999994,1,0,1,1
,,,,,,,33,13488.355999999996,1,0,1,1
,,,,,,,34,12268.307999999997,1,0,1,1
,,,,,,,35,10971.686599999997,1,0,1,5
,,,,,,,36,15254.165399999994,1,0,1,10
,,,,,,,37,15812.169999999995,1,0,1,1
,,,,,,,38,16525.400999999994,1,0,1,1
,,,,,,,39,16399.253499999995,1,0,1,4
,,,,,,,40,13182.813749999996,1,0,1,12
,,,,,,,41,16691.683333333327,1,0,1,6
,,,,,,,42,16768.108124999995,1,0,1,8
,,,,,,,43,14295.997999999994,1,0,1,1
,,,,,,,44,13457.959999999995,1,0,1,1
,,,,,,,45,12968.314999999997,1,0,1,1
,,,,,,,46,12661.608999999997,1,0,1,2
,,,,,,,47,12864.875999999997,1,0,1,1
,,,,,,,48,13920.107999999995,1,0,1,1
,,,,,,,49,15157.042499999996,1,0,1,2
,,,,,,,50,15618.199999999995,1,0,1,1
,,,,,,,51,16460.99499999999,1,0,1,1
,,,,,,,52,16848.741999999995,1,0,1,3
,,,,,,,53,16675.662999999993,1,0,1,1
,,,,,,,54,17360.227999999992,1,0,1,1
,,,,,,,55,17247.26999999999,1,0,1,2
,,,,,,,56,18213.462499999994,1,0,1,2
,,,,,,,57,17589.559999999994,1,0,1,1
,,,,,,,58,16618.556499999995,1,0,1,2
,,,,,,,59,14955.837999999994,1,0,1,1
,,,,,,,60,13617.861999999996,1,0,1,1
,,,,,,,61,12217.414499999995,1,0,1,2
,,,,,,,62,11014.027999999997,1,0,1,1
,,,,,,,63,11030.916999999996,1,0,1,1
,,,,,,,64,11585.396999999997,1,0,1,2
,,,,,,,65,14403.779749999994,1,0,1,4
,,,,,,,66,16005.321999999995,1,0,1,1
,,,,,,,67,17087.132749999993,1,0,1,4
