Qt_Data_Points,Max_Rel_TimeStep
396,410
439,425
449,290
483,400
433,552
471,503
452,359
490,479
458,405
488,641
501,350
459,435
451,349
415,357
556,523
483,428
490,281
480,294
447,417
370,441
442,352
450,398
459,355
