MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,MA_battery,CT_battery,ME_battery,Time_Index
1,0.0,1,0.47914353950000005,0.0,1,0.816354803625,1,1,1,1
1,0.1779,1,0.329338044,0.2003,1,0.526324749,1,1,1,2
1,0.429,1,1.52e-05,0.4221,1,0.079201177,1,1,1,3
1,0.6146666666666666,1,0.029139781666666666,0.6148,1,0.014553042,1,1,1,4
1,0.596,1,0.341097623,0.6205,1,0.018969901,1,1,1,5
1,0.5013,1,0.326572925,0.513,1,0.034807973,1,1,1,6
1,0.3311,1,0.38522929,0.3369,1,0.089363858,1,1,1,7
1,0.0642,1,0.25948137,0.1068,1,0.198931903,1,1,1,8
1,0.0,1,0.7893714872222222,0.0,1,0.8446826734444444,1,1,1,9
1,0.0,1,0.8413501385,0.0,1,0.8441788255,1,1,1,10
1,0.0,1,0.5858838035,0.0,1,0.8824123294999999,1,1,1,11
1,0.16,1,0.655076563,0.1615,1,0.907849193,1,1,1,12
1,0.3418,1,0.843971074,0.4263,1,0.964260221,1,1,1,13
1,0.4952,1,0.989659667,0.57,1,0.942756534,1,1,1,14
1,0.56835,1,0.9977719190000001,0.6397999999999999,1,0.8224532605,1,1,1,15
1,0.5414,1,1.0,0.5409,1,0.882102609,1,1,1,16
1,0.4677,1,0.998463929,0.4277,1,0.888284206,1,1,1,17
1,0.3193,1,0.957467973,0.3402,1,0.899303496,1,1,1,18
1,0.1003,1,0.884891868,0.1301,1,0.918197513,1,1,1,19
1,0.0,1,0.5384090326666667,0.0,1,0.8347340886666667,1,1,1,20
1,0.0,1,0.615467012,0.0,1,0.5249361100000001,1,1,1,21
1,0.0,1,0.80630821,0.0,1,0.574992657,1,1,1,22
1,0.0,1,0.801423192,0.0,1,0.604182601,1,1,1,23
1,0.0,1,0.683541417,0.0,1,0.7687069175000001,1,1,1,24
1,0.2147,1,0.731341124,0.1899,1,0.87292397,1,1,1,25
1,0.5487142857142857,1,0.9988984465714285,0.5653428571428571,1,0.9792567151428572,1,1,1,26
1,0.1371,1,0.945950031,0.1725,1,0.998122811,1,1,1,27
1,0.0,1,0.9119028648666666,0.0,1,0.9443030198000001,1,1,1,28
1,0.2277,1,0.378751755,0.2204,1,0.823099732,1,1,1,29
1,0.4502,1,0.383687705,0.4435,1,0.801250398,1,1,1,30
1,0.6046,1,0.43698281,0.5641,1,0.801717401,1,1,1,31
1,0.6667000000000001,1,0.009174166999999999,0.6415333333333334,1,0.24205001199999998,1,1,1,32
1,0.528,1,6.64e-05,0.4635,1,0.105973914,1,1,1,33
1,0.3343,1,0.002060085,0.305,1,0.071392164,1,1,1,34
1,0.028,1,5.04e-05,0.0783,1,0.033698864,1,1,1,35
1,0.0,1,0.097491965,0.0,1,0.225880757,1,1,1,36
1,0.0,1,0.291266352,0.0,1,0.277302444,1,1,1,37
1,0.0,1,0.2168922425,0.0,1,0.3567586835,1,1,1,38
1,0.0,1,0.409326077,0.0,1,0.468558729,1,1,1,39
1,0.0,1,0.685454428,0.0,1,0.585748136,1,1,1,40
1,0.0,1,0.5285195659999999,0.0,1,0.5921531915,1,1,1,41
1,0.0,1,0.222339511,0.0,1,0.524353385,1,1,1,42
1,0.0,1,0.063489825,0.0,1,0.469980359,1,1,1,43
1,0.0,1,0.034827486,0.0,1,0.364646316,1,1,1,44
1,0.1033,1,0.0359466,0.1154,1,0.391142845,1,1,1,45
1,0.2804,1,0.168909371,0.2997,1,0.372059673,1,1,1,46
