Qt_Data_Points,Max_Rel_TimeStep
2302,99
2376,159
2256,131
2033,134
2215,120
2023,166
2187,94
2309,98
2176,88
2317,112
2279,99
2224,164
2072,108
2127,113
2152,135
2128,118
