Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Rep_Period,START_SUBPERIODS,INTERIOR_SUBPERIODS,Rel_TimeStep
50000,1,1,1,4,8736,61152.00000000001,1,12661.967284279488,1,1,0,1
,,,,,,43680.0,2,12343.084005356606,1,0,1,1
,,,,,,34944.0,3,12235.33404722112,1,0,1,1
,,,,,,61152.00000000001,4,12159.464816119907,1,0,1,1
,,,,,,,5,12487.828703714891,1,0,1,1
,,,,,,,6,13546.812400047791,1,0,1,1
,,,,,,,7,14589.815779635519,1,0,1,1
,,,,,,,8,15152.653468942368,1,0,1,1
,,,,,,,9,17093.51502301021,1,0,1,1
,,,,,,,10,17193.2753100076,1,0,1,1
,,,,,,,11,17037.809503970166,1,0,1,1
,,,,,,,12,16677.20531028859,1,0,1,1
,,,,,,,13,16353.552005725875,1,0,1,1
,,,,,,,14,16190.141354123263,1,0,1,1
,,,,,,,15,15984.231187049756,1,0,1,1
,,,,,,,16,16402.590208028898,1,0,1,1
,,,,,,,17,17626.068165466248,1,0,1,1
,,,,,,,18,19148.000146969225,1,0,1,2
,,,,,,,19,18537.539671547685,1,0,1,1
,,,,,,,20,17772.900176372135,1,0,1,1
,,,,,,,21,16408.695256166495,1,0,1,1
,,,,,,,22,14736.32621577917,1,0,1,1
,,,,,,,23,13572.896011141027,1,0,1,1
,,,,,,,24,12954.550619996358,1,0,1,1
,,,,,,,25,12239.100857049676,1,0,1,2
,,,,,,,26,12169.565187061044,1,0,1,1
,,,,,,,27,12592.77901248097,1,0,1,1
,,,,,,,28,13943.956256940151,1,0,1,1
,,,,,,,29,16422.980971361583,1,0,1,1
,,,,,,,30,17561.144169908774,1,0,1,1
,,,,,,,31,16754.316014865828,1,0,1,1
,,,,,,,32,16843.154453574916,1,0,1,1
,,,,,,,33,16584.496280804957,1,0,1,1
,,,,,,,34,16655.47075423735,1,0,1,1
,,,,,,,35,16536.412083629904,1,0,1,1
,,,,,,,36,16486.663493443033,1,0,1,1
,,,,,,,37,16003.58706432943,1,0,1,1
,,,,,,,38,16406.633279812282,1,0,1,1
,,,,,,,39,17228.72064455781,1,0,1,1
,,,,,,,40,18397.398364634253,1,0,1,1
,,,,,,,41,18232.71700548632,1,0,1,1
,,,,,,,42,17657.756922112156,1,0,1,1
,,,,,,,43,17014.67755940666,1,0,1,1
,,,,,,,44,16128.258676241358,1,0,1,1
,,,,,,,45,14530.629457411515,1,0,1,1
,,,,,,,46,13360.192820832533,1,0,1,1
,,,,,,,47,12374.51940006863,1,0,1,1
,,,,,,,48,11776.635908491928,1,0,1,2
,,,,,,,49,11807.72926459321,1,0,1,1
,,,,,,,50,12288.615087447703,1,0,1,1
,,,,,,,51,13299.882935878655,1,0,1,1
,,,,,,,52,14908.714650062026,1,0,1,1
,,,,,,,53,16300.56720406814,1,0,1,1
,,,,,,,54,16584.876323705783,1,0,1,1
,,,,,,,55,16551.33802494253,1,0,1,1
,,,,,,,56,16477.627242624203,1,0,1,1
,,,,,,,57,16652.573657970297,1,0,1,1
,,,,,,,58,16384.277987023026,1,0,1,1
,,,,,,,59,16274.049954280374,1,0,1,1
,,,,,,,60,16152.557060169698,1,0,1,1
,,,,,,,61,16060.45415038943,1,0,1,1
,,,,,,,62,16945.09462767267,1,0,1,1
,,,,,,,63,17578.707024271735,1,0,1,1
,,,,,,,64,17114.024671558025,1,0,1,1
,,,,,,,65,16661.712228031654,1,0,1,1
,,,,,,,66,16777.886470468744,1,0,1,1
,,,,,,,67,15995.615908101885,1,0,1,1
,,,,,,,68,14711.454844092666,1,0,1,1
,,,,,,,69,13519.702673122327,1,0,1,1
,,,,,,,70,12523.425080956451,1,0,1,2
,,,,,,,71,12235.170336433073,1,0,1,1
,,,,,,,72,12209.341061742696,1,0,1,1
,,,,,,,73,12560.175229466156,1,0,1,1
