Qt_Data_Points,Max_Rel_TimeStep
8085,8
8201,6
8114,9
7884,8
7999,7
8014,9
7962,9
7961,9
8008,8
8152,8
8056,9
8084,8
7943,9
7937,8
7979,7
7960,12
