natural_gas,natural_gas_ccs,nuclear,solar_pv,onshore_wind,fixed_offshore_wind,float_offshore_wind,battery,Time_Index
1.0,1.0,1.0,0.0,0.1049,0.4773,0.4773,1.0,1
1.0,1.0,1.0,0.09011892862190808,0.45421095406360396,0.5972399293286226,0.5972399293286226,1.0,2
1.0,1.0,1.0,0.1643765072727274,0.3590712121212117,0.46428762121211953,0.46428762121211953,1.0,3
1.0,1.0,1.0,0.057891556944444436,0.4484845833333333,0.5622161111111108,0.5622161111111108,1.0,4
1.0,1.0,1.0,0.0,0.3317,0.0758,0.0758,1.0,5
1.0,1.0,1.0,0.0925503469964665,0.5164559010600704,0.6357824028268546,0.6357824028268546,1.0,6
1.0,1.0,1.0,0.17375626242424236,0.3850880454545447,0.45829336363636525,0.45829336363636525,1.0,7
1.0,1.0,1.0,0.05205644027777776,0.4098990277777779,0.4910915277777781,0.4910915277777781,1.0,8
1.0,1.0,1.0,0.0,0.4379,0.7539,0.7539,1.0,9
1.0,1.0,1.0,0.08906960282685514,0.4431595053003532,0.5685212014134271,0.5685212014134271,1.0,10
1.0,1.0,1.0,0.1662668904545451,0.34070662121212225,0.4019573939393948,0.4019573939393948,1.0,11
1.0,1.0,1.0,0.05644202916666668,0.4325843055555554,0.5119933333333341,0.5119933333333341,1.0,12
1.0,1.0,1.0,0.0,0.3285,0.9068,0.9068,1.0,13
1.0,1.0,1.0,0.08871078374558301,0.4082927915194346,0.5072797879858658,0.5072797879858658,1.0,14
1.0,1.0,1.0,0.17000632333333374,0.3701540757575769,0.46821966666666703,0.46821966666666703,1.0,15
1.0,1.0,1.0,0.052337069444444426,0.4256918055555552,0.5658961111111112,0.5658961111111112,1.0,16
