Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Rep_Period,START_SUBPERIODS,INTERIOR_SUBPERIODS,Rel_TimeStep
50000,1,1,1,4,8736,43680.0,1,13041.801464721246,1,1,0,1
,,,,,,78624.0,2,15467.347616151581,1,0,1,1415
,,,,,,34944.0,3,14614.547667250652,1,0,1,6600
,,,,,,43680.0,4,14614.533819592856,1,0,1,720
,,,,,,,5,12737.646843110853,2,1,0,1
,,,,,,,6,14983.4703115175,2,0,1,1415
,,,,,,,7,14785.62267571864,2,0,1,6600
,,,,,,,8,15274.692112412793,2,0,1,720
,,,,,,,9,12374.242314211131,3,1,0,1
,,,,,,,10,15482.588175107028,3,0,1,1415
,,,,,,,11,14601.684205703801,3,0,1,6600
,,,,,,,12,15383.723681109714,3,0,1,720
,,,,,,,13,11216.508085658343,4,1,0,1
,,,,,,,14,13533.058753312323,4,0,1,1415
,,,,,,,15,13017.717792431817,4,0,1,6600
,,,,,,,16,13640.81021883566,4,0,1,720
