Resource,Zone,FUSION,Model,LDS,New_Build,Existing_Cap_MW,Existing_Cap_MWh,Existing_Charge_Cap_MW,Max_Cap_MW,Max_Cap_MWh,Max_Charge_Cap_MW,Min_Cap_MW,Min_Cap_MWh,Min_Charge_Cap_MW,Inv_Cost_per_MWyr,Inv_Cost_per_MWhyr,Inv_Cost_Charge_per_MWyr,Fixed_OM_Cost_per_MWyr,Fixed_OM_Cost_per_MWhyr,Fixed_OM_Cost_Charge_per_MWyr,Var_OM_Cost_per_MWh,Var_OM_Cost_per_MWh_In,Heat_Rate_MMBTU_per_MWh,Fuel,Cap_Size,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Self_Disch,Eff_Up,Eff_Down,Min_Duration,Max_Duration,Reg_Max,Rsv_Max,Resource_Type,region,cluster,region.1,Can_Retire
battery,1,0,1,1,1,0,0,0,1.1962936285214064e-13,3.285617379820857e-13,-1,1.1962936285214064e-13,3.285617379820857e-13,0,609796.9645,356121.4315,0,161000,80500,0,0,0,0,None,1,0,0,0,0.92,0.92,1,1000,0.083333333,0.166666667,battery,NE,1,NE,1
