Qt_Data_Points,Max_Rel_TimeStep
5763,30
5937,29
5653,32
5264,44
5391,26
5490,40
5621,32
5432,38
5384,36
5476,48
5351,64
5422,21
5652,19
5385,50
5517,19
5436,22
5431,37
5199,29
5095,42
5237,45
5193,42
5030,24
5213,38
