Qt_Data_Points,Max_Rel_TimeStep
8488,6
8542,5
8482,5
8444,6
8403,7
8429,7
8497,5
8457,8
8461,6
8454,7
8440,5
8457,5
8509,5
8486,7
8466,5
8490,5
8475,5
8413,8
8417,7
8414,6
8454,7
8445,7
8442,6
