Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1
50000,1,1,1,4,8736,61152.00000000001,1,12661.967284279488
,,,,,,43680.0,2,12343.084005356606
,,,,,,34944.0,3,12235.33404722112
,,,,,,61152.00000000001,4,12159.464816119907
,,,,,,,5,12487.828703714891
,,,,,,,6,13546.812400047791
,,,,,,,7,14589.815779635519
,,,,,,,8,15152.653468942368
,,,,,,,9,17093.51502301021
,,,,,,,10,17193.2753100076
,,,,,,,11,17037.809503970166
,,,,,,,12,16677.20531028859
,,,,,,,13,16353.552005725875
,,,,,,,14,16190.141354123263
,,,,,,,15,15984.231187049756
,,,,,,,16,16402.590208028898
,,,,,,,17,17626.068165466248
,,,,,,,18,19249.473063192763
,,,,,,,19,19046.527230745687
,,,,,,,20,18537.539671547685
,,,,,,,21,17772.900176372135
,,,,,,,22,16408.695256166495
,,,,,,,23,14736.32621577917
,,,,,,,24,13572.896011141027
,,,,,,,25,12954.550619996358
,,,,,,,26,12394.733784516575
,,,,,,,27,12083.467929582777
,,,,,,,28,12169.565187061044
,,,,,,,29,12592.77901248097
,,,,,,,30,13943.956256940151
,,,,,,,31,16422.980971361583
,,,,,,,32,17561.144169908774
,,,,,,,33,16754.316014865828
,,,,,,,34,16843.154453574916
,,,,,,,35,16584.496280804957
,,,,,,,36,16655.47075423735
,,,,,,,37,16536.412083629904
,,,,,,,38,16486.663493443033
,,,,,,,39,16003.58706432943
,,,,,,,40,16406.633279812282
,,,,,,,41,17228.72064455781
,,,,,,,42,18397.398364634253
,,,,,,,43,18232.71700548632
,,,,,,,44,17657.756922112156
,,,,,,,45,17014.67755940666
,,,,,,,46,16128.258676241358
,,,,,,,47,14530.629457411515
,,,,,,,48,13360.192820832533
,,,,,,,49,12374.51940006863
,,,,,,,50,11819.078904762184
,,,,,,,51,11734.192912221672
,,,,,,,52,11807.72926459321
,,,,,,,53,12288.615087447703
,,,,,,,54,13299.882935878655
,,,,,,,55,14908.714650062026
,,,,,,,56,16300.56720406814
,,,,,,,57,16584.876323705783
,,,,,,,58,16551.33802494253
,,,,,,,59,16477.627242624203
,,,,,,,60,16652.573657970297
,,,,,,,61,16384.277987023026
,,,,,,,62,16274.049954280374
,,,,,,,63,16152.557060169698
,,,,,,,64,16060.45415038943
,,,,,,,65,16945.09462767267
,,,,,,,66,17578.707024271735
,,,,,,,67,17114.024671558025
,,,,,,,68,16661.712228031654
,,,,,,,69,16777.886470468744
,,,,,,,70,15995.615908101885
,,,,,,,71,14711.454844092666
,,,,,,,72,13519.702673122327
,,,,,,,73,12661.9585140587
,,,,,,,74,12384.891647854203
,,,,,,,75,12235.170336433073
,,,,,,,76,12209.341061742696
,,,,,,,77,12560.175229466156
,,,,,,,78,13555.652782602348
,,,,,,,79,14798.4564087811
,,,,,,,80,15810.076040512558
,,,,,,,81,15859.464077178134
,,,,,,,82,16831.388715152985
,,,,,,,83,17133.707970413794
,,,,,,,84,16681.90127628621
,,,,,,,85,16438.97882854833
,,,,,,,86,16176.169417938601
,,,,,,,87,15753.397026965016
,,,,,,,88,16404.70383123887
,,,,,,,89,17550.670577349647
,,,,,,,90,19118.303692145717
,,,,,,,91,19104.975879954505
,,,,,,,92,18539.46619671417
,,,,,,,93,17666.978322036513
,,,,,,,94,16250.849796888517
,,,,,,,95,14784.488370472345
,,,,,,,96,13418.542074205749
,,,,,,,97,12357.319048164916
,,,,,,,98,11564.241624848975
,,,,,,,99,11293.672517779596
,,,,,,,100,11521.045364059906
,,,,,,,101,11804.077929338368
,,,,,,,102,12872.193374449791
,,,,,,,103,14958.81599801838
,,,,,,,104,16378.595858421217
,,,,,,,105,16556.454961537987
,,,,,,,106,15762.67202268308
,,,,,,,107,16029.412441143902
,,,,,,,108,16119.519638460351
,,,,,,,109,16724.011004166514
,,,,,,,110,16806.908105526047
,,,,,,,111,16337.207237583505
,,,,,,,112,16281.529978143775
,,,,,,,113,16852.02796807467
,,,,,,,114,17879.536316467515
,,,,,,,115,17900.492271806554
,,,,,,,116,17319.897808810423
,,,,,,,117,16812.750047039997
,,,,,,,118,15812.25495314395
,,,,,,,119,14286.22191895349
,,,,,,,120,12784.41418351813
,,,,,,,121,11963.121985457408
,,,,,,,122,11555.829034175089
,,,,,,,123,11379.34783019105
,,,,,,,124,11390.031908049095
,,,,,,,125,11785.02803531731
,,,,,,,126,12904.701659504912
,,,,,,,127,14805.86237300229
,,,,,,,128,16161.198651053053
,,,,,,,129,16566.50173668542
,,,,,,,130,16457.215040974035
,,,,,,,131,17280.856683737034
,,,,,,,132,16842.488891263984
,,,,,,,133,15866.795981757112
,,,,,,,134,16034.780790735287
,,,,,,,135,15142.925345150243
,,,,,,,136,15410.926726466618
,,,,,,,137,16430.2738971815
,,,,,,,138,18648.722683887278
,,,,,,,139,18581.890678073873
,,,,,,,140,17901.075004254482
,,,,,,,141,16919.972817459213
,,,,,,,142,15514.403638140271
,,,,,,,143,14006.421667269984
,,,,,,,144,12610.230777380615
,,,,,,,145,11657.564569787786
,,,,,,,146,11197.104591149131
,,,,,,,147,10868.75142271289
,,,,,,,148,11148.975568401158
,,,,,,,149,11047.94749726538
,,,,,,,150,12191.385496382216
,,,,,,,151,14299.800169671655
,,,,,,,152,15272.84642143843
,,,,,,,153,15928.47597009191
,,,,,,,154,16507.630167940813
,,,,,,,155,17019.583036234224
,,,,,,,156,16855.70269058495
,,,,,,,157,16982.637993929224
,,,,,,,158,16987.460640893787
,,,,,,,159,16909.03732660524
,,,,,,,160,17017.73349411688
,,,,,,,161,17876.883811913558
,,,,,,,162,18361.71428518481
,,,,,,,163,18099.247887654798
,,,,,,,164,17533.580340440272
,,,,,,,165,16881.350714045704
,,,,,,,166,15928.366829566547
,,,,,,,167,14650.013600657105
,,,,,,,168,13481.575599948867
,,,,,,,169,12775.559183928926
,,,,,,,170,12368.350036978583
,,,,,,,171,12077.981669245237
,,,,,,,172,12076.77625112134
,,,,,,,173,12438.58001611295
,,,,,,,174,13541.15560763937
,,,,,,,175,15340.922824134792
,,,,,,,176,16074.754482619162
,,,,,,,177,16611.375058583
,,,,,,,178,16804.643439624724
,,,,,,,179,16570.934596059393
,,,,,,,180,16497.436247977937
,,,,,,,181,16361.234719136386
,,,,,,,182,16214.51184875586
,,,,,,,183,16042.24717203302
,,,,,,,184,16405.676351277387
,,,,,,,185,17505.35971888163
,,,,,,,186,19068.169212244164
,,,,,,,187,19040.274063323664
,,,,,,,188,18537.812522861095
,,,,,,,189,17743.907775384127
,,,,,,,190,16250.622745616998
,,,,,,,191,14658.163084707343
,,,,,,,192,13493.184448865584
,,,,,,,193,12449.407340910537
,,,,,,,194,11968.653071367866
,,,,,,,195,11724.595367272395
,,,,,,,196,11807.710749682657
,,,,,,,197,11990.47532962699
,,,,,,,198,13326.942964886319
,,,,,,,199,15299.813875893327
,,,,,,,200,16042.613572368173
,,,,,,,201,16353.567597229498
,,,,,,,202,16713.97105030192
,,,,,,,203,16715.052710865803
,,,,,,,204,16415.096542872943
,,,,,,,205,16540.003976277178
,,,,,,,206,16285.851748054432
,,,,,,,207,16034.018755995687
,,,,,,,208,16032.869857072425
,,,,,,,209,16775.815723893742
,,,,,,,210,17361.54563839588
,,,,,,,211,17235.57603380729
,,,,,,,212,16158.328839917343
,,,,,,,213,15497.591124889193
,,,,,,,214,14278.916325036875
,,,,,,,215,13389.6880478124
,,,,,,,216,12244.687000457303
,,,,,,,217,11626.452698775951
,,,,,,,218,11118.817702517288
,,,,,,,219,11007.19617913828
,,,,,,,220,10859.794103881155
,,,,,,,221,10828.651049862074
,,,,,,,222,11673.18530748064
,,,,,,,223,12693.77102826462
,,,,,,,224,13675.214279201657
,,,,,,,225,14891.276527728052
,,,,,,,226,15347.352370441557
,,,,,,,227,15206.334041449303
,,,,,,,228,16059.465064378312
,,,,,,,229,15873.253787664195
,,,,,,,230,15785.4180775319
,,,,,,,231,15772.910768218877
,,,,,,,232,16007.427446565707
,,,,,,,233,17077.974191773428
,,,,,,,234,18126.924755524567
,,,,,,,235,18042.016350197595
,,,,,,,236,16970.797221396107
,,,,,,,237,16431.7278048944
,,,,,,,238,15158.728308541697
,,,,,,,239,13852.556913760896
,,,,,,,240,12585.16840977472
,,,,,,,241,11674.333231934925
,,,,,,,242,11219.0242963059
,,,,,,,243,11038.648139822904
,,,,,,,244,10743.020563023534
,,,,,,,245,10826.216826358845
,,,,,,,246,12334.001954495883
,,,,,,,247,12705.518251775995
,,,,,,,248,14074.179418611044
,,,,,,,249,14818.748750747161
,,,,,,,250,16637.640895374832
,,,,,,,251,17092.004596096678
,,,,,,,252,17276.54465851614
,,,,,,,253,17249.27219527161
,,,,,,,254,17126.070082576203
,,,,,,,255,15998.69133219163
,,,,,,,256,15340.068214842428
,,,,,,,257,16329.77983504483
,,,,,,,258,17448.994484344516
,,,,,,,259,18052.00758061337
,,,,,,,260,17510.516608705126
,,,,,,,261,16370.07315275299
,,,,,,,262,15163.390168125141
,,,,,,,263,13633.314062151294
,,,,,,,264,12537.979749589043
,,,,,,,265,11668.901541860067
,,,,,,,266,11452.651284477211
,,,,,,,267,11249.329307005217
,,,,,,,268,11275.059185859996
,,,,,,,269,11618.479593610453
,,,,,,,270,12766.421588336545
,,,,,,,271,14802.708991394427
,,,,,,,272,16224.964977466481
,,,,,,,273,16515.92874574445
,,,,,,,274,16724.493366309867
,,,,,,,275,17294.626904843564
,,,,,,,276,17079.574269832796
,,,,,,,277,16905.52923828994
,,,,,,,278,16723.847293378465
,,,,,,,279,16337.889365867033
,,,,,,,280,16351.338986680306
,,,,,,,281,16922.71010081412
,,,,,,,282,17946.317649894143
,,,,,,,283,17931.141270054566
,,,,,,,284,17380.591634541033
,,,,,,,285,16813.047260077823
,,,,,,,286,15684.108384861922
,,,,,,,287,14570.247468118976
,,,,,,,288,13090.316561205425
,,,,,,,289,11985.934304196628
,,,,,,,290,11576.814223583422
,,,,,,,291,11493.266176947605
,,,,,,,292,11354.989029186168
,,,,,,,293,11465.70429641706
,,,,,,,294,11618.051801729782
,,,,,,,295,12724.759141716444
,,,,,,,296,13587.061866652008
,,,,,,,297,14562.686563330526
,,,,,,,298,15202.103871622436
,,,,,,,299,16672.87964250203
,,,,,,,300,16733.190501924884
,,,,,,,301,16614.221482463272
,,,,,,,302,16841.18115389756
,,,,,,,303,16706.105136723832
,,,,,,,304,16404.340354310643
,,,,,,,305,16858.59783791405
,,,,,,,306,17358.925291318144
,,,,,,,307,16933.982757933954
,,,,,,,308,15933.275229801038
,,,,,,,309,15485.270913619654
,,,,,,,310,14397.705067737841
,,,,,,,311,13555.299050363888
,,,,,,,312,12525.91484919134
,,,,,,,313,11746.740174762732
,,,,,,,314,11409.695717525332
,,,,,,,315,11380.992733823337
,,,,,,,316,11428.2398621476
,,,,,,,317,11965.39737051747
,,,,,,,318,12603.968839737803
,,,,,,,319,14376.54739732067
,,,,,,,320,14078.676592937463
,,,,,,,321,16588.06381172782
,,,,,,,322,16492.088362235056
,,,,,,,323,16857.734458400893
,,,,,,,324,16516.00475432462
,,,,,,,325,16467.791927244667
,,,,,,,326,16965.22520778864
,,,,,,,327,16516.056401180373
,,,,,,,328,16563.25480605581
