Qt_Data_Points,Max_Rel_TimeStep
8614,4
8650,3
8613,5
8595,5
8607,4
8594,5
8603,5
8596,5
8597,4
8635,4
8623,4
8611,3
8582,7
8574,6
8598,6
8600,5
