Cost_of_Demand_Curtailment_per_MW,Demand_Segment,Max_Demand_Curtailment,Rep_Periods,Sub_Weights,Timesteps_per_Rep_Period,Voll,Time_Index,Demand_MW_z1,Rep_Period,START_SUBPERIODS,INTERIOR_SUBPERIODS
1.0,1.0,1.0,1.0,8736.0,8736.0,50000.0,1.0,11941.461,22.0,1.0,0.0
,,,,,,,2.0,11505.917,22.0,0.0,1.0
,,,,,,,3.0,11243.501,22.0,0.0,1.0
,,,,,,,4.0,11166.091,22.0,0.0,1.0
,,,,,,,5.0,11281.033,22.0,0.0,1.0
,,,,,,,6.0,11644.132,22.0,0.0,1.0
,,,,,,,7.0,12161.472,22.0,0.0,1.0
,,,,,,,8.0,12576.129,22.0,0.0,1.0
,,,,,,,9.0,13064.192,22.0,0.0,1.0
,,,,,,,10.0,13447.66,22.0,0.0,1.0
,,,,,,,11.0,13700.305,22.0,0.0,1.0
,,,,,,,12.0,13894.061,22.0,0.0,1.0
,,,,,,,13.0,14018.377,22.0,0.0,1.0
,,,,,,,14.0,13992.442,22.0,0.0,1.0
,,,,,,,15.0,13976.715,22.0,0.0,1.0
,,,,,,,16.0,14186.861,22.0,0.0,1.0
,,,,,,,17.0,15149.31,22.0,0.0,1.0
,,,,,,,18.0,15808.122,22.0,0.0,1.0
,,,,,,,19.0,15495.234,22.0,0.0,1.0
,,,,,,,20.0,14962.911,22.0,0.0,1.0
,,,,,,,21.0,14378.47,22.0,0.0,1.0
,,,,,,,22.0,13683.403,22.0,0.0,1.0
,,,,,,,23.0,12857.362,22.0,0.0,1.0
,,,,,,,24.0,12055.076,22.0,0.0,1.0
,,,,,,,25.0,11419.634,22.0,0.0,1.0
,,,,,,,26.0,10970.704,22.0,0.0,1.0
,,,,,,,27.0,10729.599,22.0,0.0,1.0
,,,,,,,28.0,10616.976,22.0,0.0,1.0
,,,,,,,29.0,10662.092,22.0,0.0,1.0
,,,,,,,30.0,10933.621,22.0,0.0,1.0
,,,,,,,31.0,11429.745,22.0,0.0,1.0
,,,,,,,32.0,11993.72,22.0,0.0,1.0
,,,,,,,33.0,12739.25,22.0,0.0,1.0
,,,,,,,34.0,13457.582,22.0,0.0,1.0
,,,,,,,35.0,13893.325,22.0,0.0,1.0
,,,,,,,36.0,14104.504,22.0,0.0,1.0
,,,,,,,37.0,13994.0,22.0,0.0,1.0
,,,,,,,38.0,13721.921,22.0,0.0,1.0
,,,,,,,39.0,13591.775,22.0,0.0,1.0
,,,,,,,40.0,13676.486,22.0,0.0,1.0
,,,,,,,41.0,14594.675,22.0,0.0,1.0
,,,,,,,42.0,15489.313,22.0,0.0,1.0
,,,,,,,43.0,15308.384,22.0,0.0,1.0
,,,,,,,44.0,14851.614,22.0,0.0,1.0
,,,,,,,45.0,14301.758,22.0,0.0,1.0
,,,,,,,46.0,13658.607,22.0,0.0,1.0
,,,,,,,47.0,12872.933,22.0,0.0,1.0
,,,,,,,48.0,12114.558,22.0,0.0,1.0
,,,,,,,49.0,11511.824,22.0,0.0,1.0
,,,,,,,50.0,11135.779,22.0,0.0,1.0
,,,,,,,51.0,10956.797,22.0,0.0,1.0
,,,,,,,52.0,10921.577,22.0,0.0,1.0
,,,,,,,53.0,11023.112,22.0,0.0,1.0
,,,,,,,54.0,11309.779,22.0,0.0,1.0
,,,,,,,55.0,11796.584,22.0,0.0,1.0
,,,,,,,56.0,12331.69,22.0,0.0,1.0
,,,,,,,57.0,13058.703,22.0,0.0,1.0
,,,,,,,58.0,13815.583,22.0,0.0,1.0
,,,,,,,59.0,14376.814,22.0,0.0,1.0
,,,,,,,60.0,14783.574,22.0,0.0,1.0
,,,,,,,61.0,15015.712,22.0,0.0,1.0
,,,,,,,62.0,15021.598,22.0,0.0,1.0
,,,,,,,63.0,15001.853,22.0,0.0,1.0
,,,,,,,64.0,15165.203,22.0,0.0,1.0
,,,,,,,65.0,15992.757,22.0,0.0,1.0
,,,,,,,66.0,16547.71,22.0,0.0,1.0
,,,,,,,67.0,16199.159,22.0,0.0,1.0
,,,,,,,68.0,15575.948,22.0,0.0,1.0
,,,,,,,69.0,14875.446,22.0,0.0,1.0
,,,,,,,70.0,13983.026,22.0,0.0,1.0
