MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,MA_battery,CT_battery,ME_battery,Time_Index
1,0.0,1,0.63369798675,0.0,1,0.892615184,1,1,1,1
1,0.0,1,0.381773531,0.0,1,0.831012249,1,1,1,2
1,0.0,1,0.30552761266666667,0.0,1,0.7097884813333333,1,1,1,3
1,0.1779,1,0.329338044,0.2003,1,0.526324749,1,1,1,4
1,0.429,1,1.52e-05,0.4221,1,0.079201177,1,1,1,5
1,0.6146666666666666,1,0.029139781666666666,0.6148,1,0.014553042,1,1,1,6
1,0.596,1,0.341097623,0.6205,1,0.018969901,1,1,1,7
1,0.5013,1,0.326572925,0.513,1,0.034807973,1,1,1,8
1,0.3311,1,0.38522929,0.3369,1,0.089363858,1,1,1,9
1,0.0642,1,0.25948137,0.1068,1,0.198931903,1,1,1,10
1,0.0,1,0.818314612,0.0,1,0.486049294,1,1,1,11
1,0.0,1,0.8915639321666667,0.0,1,0.8904449441666666,1,1,1,12
1,0.0,1,0.433065981,0.0,1,0.905306697,1,1,1,13
1,0.0,1,0.503579199,0.0,1,0.868118405,1,1,1,14
1,0.0,1,0.8413501385,0.0,1,0.8441788255,1,1,1,15
1,0.0,1,0.688685278,0.0,1,0.8933274349999999,1,1,1,16
1,0.0,1,0.27747938,0.0,1,0.849667013,1,1,1,17
1,0.16,1,0.655076563,0.1615,1,0.907849193,1,1,1,18
1,0.3418,1,0.843971074,0.4263,1,0.964260221,1,1,1,19
1,0.4952,1,0.989659667,0.57,1,0.942756534,1,1,1,20
1,0.56835,1,0.9977719190000001,0.6397999999999999,1,0.8224532605,1,1,1,21
1,0.5414,1,1.0,0.5409,1,0.882102609,1,1,1,22
1,0.4677,1,0.998463929,0.4277,1,0.888284206,1,1,1,23
1,0.3193,1,0.957467973,0.3402,1,0.899303496,1,1,1,24
1,0.1003,1,0.884891868,0.1301,1,0.918197513,1,1,1,25
1,0.0,1,0.5384090326666667,0.0,1,0.8347340886666667,1,1,1,26
1,0.0,1,0.553053379,0.0,1,0.573096633,1,1,1,27
1,0.0,1,0.677880645,0.0,1,0.476775587,1,1,1,28
1,0.0,1,0.80630821,0.0,1,0.574992657,1,1,1,29
1,0.0,1,0.801423192,0.0,1,0.604182601,1,1,1,30
1,0.0,1,0.683541417,0.0,1,0.7687069175000001,1,1,1,31
1,0.2147,1,0.731341124,0.1899,1,0.87292397,1,1,1,32
1,0.436,1,0.992636561,0.4305,1,0.912224948,1,1,1,33
1,0.60538,1,1.0,0.6228400000000001,1,0.9918695211999999,1,1,1,34
1,0.3781,1,0.999652565,0.4127,1,0.983224452,1,1,1,35
1,0.1371,1,0.945950031,0.1725,1,0.998122811,1,1,1,36
1,0.0,1,0.9119028648666666,0.0,1,0.9443030198000001,1,1,1,37
1,0.2277,1,0.378751755,0.2204,1,0.823099732,1,1,1,38
1,0.4502,1,0.383687705,0.4435,1,0.801250398,1,1,1,39
1,0.6046,1,0.43698281,0.5641,1,0.801717401,1,1,1,40
1,0.67595,1,0.013734350499999999,0.6611,1,0.2697606085,1,1,1,41
1,0.6482,1,5.38e-05,0.6024,1,0.186628819,1,1,1,42
1,0.528,1,6.64e-05,0.4635,1,0.105973914,1,1,1,43
1,0.3343,1,0.002060085,0.305,1,0.071392164,1,1,1,44
1,0.028,1,5.04e-05,0.0783,1,0.033698864,1,1,1,45
1,0.0,1,0.097491965,0.0,1,0.225880757,1,1,1,46
1,0.0,1,0.291266352,0.0,1,0.277302444,1,1,1,47
1,0.0,1,0.2168922425,0.0,1,0.3567586835,1,1,1,48
1,0.0,1,0.409326077,0.0,1,0.468558729,1,1,1,49
1,0.0,1,0.685454428,0.0,1,0.585748136,1,1,1,50
1,0.0,1,0.5285195659999999,0.0,1,0.5921531915,1,1,1,51
1,0.0,1,0.222339511,0.0,1,0.524353385,1,1,1,52
1,0.0,1,0.063489825,0.0,1,0.469980359,1,1,1,53
1,0.0,1,0.034827486,0.0,1,0.364646316,1,1,1,54
1,0.1033,1,0.0359466,0.1154,1,0.391142845,1,1,1,55
1,0.2804,1,0.168909371,0.2997,1,0.372059673,1,1,1,56
1,0.4372,1,0.119043224,0.4896,1,0.292032659,1,1,1,57
1,0.5913,1,0.057592459,0.5795,1,0.214939833,1,1,1,58
1,0.5349,1,0.084502511,0.5517,1,0.320211053,1,1,1,59
1,0.4854,1,0.249637455,0.4408,1,0.390997708,1,1,1,60
1,0.3973,1,0.350143909,0.4072,1,0.371668875,1,1,1,61
1,0.2948,1,0.742475271,0.3063,1,0.564464331,1,1,1,62
1,0.0897,1,0.870121062,0.1054,1,0.659781039,1,1,1,63
1,0.0,1,0.958805382,0.0,1,0.668345809,1,1,1,64
1,0.0,1,0.5142169493333333,0.0,1,0.7284571729999999,1,1,1,65
1,0.0,1,0.002315517,0.0,1,0.167690724,1,1,1,66
1,0.0,1,0.094827555,0.0,1,0.573313653,1,1,1,67
1,0.0,1,0.031066958,0.0,1,0.43366161,1,1,1,68
1,0.0,1,0.09955580033333333,0.0,1,0.2655110113333334,1,1,1,69
1,0.0,1,0.4039141385,0.0,1,0.105321355,1,1,1,70
1,0.0,1,0.435889482,0.0,1,0.070327573,1,1,1,71
1,0.0,1,0.563583791,0.0,1,0.099923894,1,1,1,72
1,0.0,1,0.845474541,0.0,1,0.154476166,1,1,1,73
1,0.1023,1,0.694941878,0.139,1,0.193684876,1,1,1,74
1,0.2939,1,0.832901537,0.4082,1,0.242370129,1,1,1,75
1,0.5036,1,0.784772754,0.5689,1,0.246076912,1,1,1,76
1,0.6073500000000001,1,0.5553147195,0.6067499999999999,1,0.231999636,1,1,1,77
1,0.4261,1,0.535089731,0.557,1,0.258899093,1,1,1,78
1,0.3649,1,0.20891723,0.3724,1,0.195579961,1,1,1,79
1,0.1992,1,0.3200486,0.1936,1,0.375185788,1,1,1,80
1,0.0151,1,0.762181401,0.0704,1,0.408885181,1,1,1,81
1,0.0,1,0.9612601042,0.0,1,0.39205104100000004,1,1,1,82
1,0.0,1,0.972513497,0.0,1,0.419259131,1,1,1,83
1,0.0,1,0.935399751,0.0,1,0.3336450656666667,1,1,1,84
1,0.0,1,0.6546890734999999,0.0,1,0.411888853,1,1,1,85
1,0.0,1,0.254551947,0.0,1,0.409830958,1,1,1,86
1,0.0,1,0.12224387133333332,0.0,1,0.324143628,1,1,1,87
1,0.1883,1,0.232314631,0.1888,1,0.156356975,1,1,1,88
1,0.4067,1,0.527668715,0.418,1,0.096909747,1,1,1,89
1,0.5478,1,0.643087626,0.5584,1,0.082197607,1,1,1,90
1,0.6400333333333333,1,0.5020546416666667,0.6571333333333333,1,0.10089192533333334,1,1,1,91
1,0.5093,1,0.640720606,0.5124,1,0.067702353,1,1,1,92
1,0.299,1,0.400899559,0.316,1,0.140837073,1,1,1,93
1,0.0553,1,0.538941324,0.1148,1,0.161545038,1,1,1,94
1,0.0,1,0.881827146,0.0,1,0.20853391999999998,1,1,1,95
1,0.0,1,0.243614614,0.0,1,0.357263148,1,1,1,96
1,0.0,1,0.643543959,0.0,1,0.407699734,1,1,1,97
1,0.0,1,0.9320109069000001,0.0,1,0.7273487866,1,1,1,98
1,0.0,1,0.804335475,0.0,1,0.554285526,1,1,1,99
1,0.2056,1,0.796525359,0.1964,1,0.616902471,1,1,1,100
1,0.4097,1,0.6475963,0.35,1,0.659731388,1,1,1,101
1,0.5584,1,0.803939998,0.4004,1,0.512989461,1,1,1,102
1,0.4656,1,0.813347638,0.5397,1,0.467998236,1,1,1,103
1,0.5883,1,0.7979697585,0.5419499999999999,1,0.4056489915,1,1,1,104
1,0.5111,1,0.920710862,0.4839,1,0.587767482,1,1,1,105
1,0.3605,1,0.424674869,0.3378,1,0.65806514,1,1,1,106
1,0.1202,1,0.673590124,0.1348,1,0.666335702,1,1,1,107
1,0.0,1,0.7746537526666666,0.0,1,0.6925436653333333,1,1,1,108
1,0.0,1,0.920866907,0.0,1,0.592087984,1,1,1,109
1,0.0,1,0.775906444,0.0,1,0.523823261,1,1,1,110
1,0.0,1,0.790116549,0.0,1,0.516953051,1,1,1,111
1,0.0,1,0.313982964,0.0,1,0.425170183,1,1,1,112
1,0.0,1,0.228863105,0.0,1,0.42695722,1,1,1,113
1,0.0,1,0.1333901002,0.0,1,0.3101947664,1,1,1,114
1,0.0,1,0.174716681,0.0,1,0.409066558,1,1,1,115
1,0.0,1,0.109989181,0.0,1,0.39652282,1,1,1,116
1,0.1584,1,0.090794012,0.1776,1,0.398093283,1,1,1,117
1,0.3603,1,0.030788897,0.3604,1,0.361599565,1,1,1,118
1,0.4586,1,0.016659057,0.4766,1,0.296996891,1,1,1,119
1,0.5377000000000001,1,0.021298549,0.5906,1,0.153123453,1,1,1,120
1,0.7654,1,0.063318081,0.7914,1,0.1468952,1,1,1,121
1,0.5757,1,0.212307662,0.5949,1,0.240729049,1,1,1,122
1,0.4019,1,0.184758514,0.4277,1,0.319725215,1,1,1,123
1,0.1541,1,0.409239978,0.1815,1,0.499451488,1,1,1,124
1,0.0,1,0.5051249682,0.0,1,0.8217498302000001,1,1,1,125
1,0.0,1,0.311569244,0.0,1,0.957307518,1,1,1,126
1,0.0,1,0.221334517,0.0,1,0.946516454,1,1,1,127
1,0.0,1,0.16535633660000001,0.0,1,0.9140615223999999,1,1,1,128
1,0.0,1,0.21183481333333334,0.0,1,0.8965740403333333,1,1,1,129
1,0.1709,1,0.695573568,0.1778,1,0.789421737,1,1,1,130
1,0.3428,1,0.131348357,0.3614,1,0.802557707,1,1,1,131
1,0.4545,1,0.239212155,0.4885,1,0.730632544,1,1,1,132
1,0.5223,1,0.310001045,0.5863,1,0.699638247,1,1,1,133
1,0.60345,1,0.419120267,0.5589,1,0.4981611965,1,1,1,134
1,0.5176,1,0.579014182,0.4279,1,0.620525122,1,1,1,135
1,0.3503,1,0.643352985,0.2873,1,0.686781466,1,1,1,136
1,0.1105,1,0.790205538,0.1142,1,0.834916592,1,1,1,137
1,0.0,1,0.6406943136666667,0.0,1,0.9502443340000001,1,1,1,138
1,0.0,1,0.12467220400000001,0.0,1,0.6964426935,1,1,1,139
1,0.0,1,0.297564685,0.0,1,0.414530814,1,1,1,140
1,0.0,1,0.620805919,0.0,1,0.377632737,1,1,1,141
1,0.0,1,0.506251514,0.0,1,0.347323477,1,1,1,142
1,0.0,1,0.369528323,0.0,1,0.218754575,1,1,1,143
1,0.1904,1,0.075398572,0.1817,1,0.348196238,1,1,1,144
1,0.3998,1,0.052092776,0.3776,1,0.275951982,1,1,1,145
1,0.5401,1,0.011081346749999998,0.6251,1,0.07641543175,1,1,1,146
1,0.4942,1,0.130620405,0.5758,1,0.026331495,1,1,1,147
1,0.358,1,0.209739819,0.4076,1,0.050122589,1,1,1,148
1,0.1237,1,0.270353645,0.1352,1,0.076377168,1,1,1,149
1,0.0,1,0.587898731,0.0,1,0.160285532,1,1,1,150
1,0.0,1,0.801127791,0.0,1,0.250386924,1,1,1,151
1,0.0,1,0.471754193,0.0,1,0.234963924,1,1,1,152
1,0.0,1,0.497119367,0.0,1,0.377899528,1,1,1,153
1,0.0,1,0.433294594,0.0,1,0.383023888,1,1,1,154
1,0.0,1,0.464815438,0.0,1,0.388597429,1,1,1,155
1,0.0,1,0.495626986,0.0,1,0.359877288,1,1,1,156
1,0.0,1,0.773328662,0.0,1,0.376229882,1,1,1,157
1,0.0,1,0.96623474375,0.0,1,0.45900484175,1,1,1,158
1,0.0,1,0.995454729,0.0,1,0.691806316,1,1,1,159
1,0.0,1,0.987193763,0.0,1,0.568521321,1,1,1,160
1,0.0,1,0.9938519,0.0,1,0.524209619,1,1,1,161
1,0.0208,1,0.997184018,0.022266666666666667,1,0.6657101113333334,1,1,1,162
1,0.1045,1,1.0,0.0905,1,0.958478153,1,1,1,163
1,0.0515,1,1.0,0.1765,1,0.988630712,1,1,1,164
1,0.0671,1,0.999296963,0.3062,1,0.989668608,1,1,1,165
1,0.1956,1,0.987912178,0.369,1,0.97400701,1,1,1,166
1,0.1553,1,0.973082304,0.2813,1,0.943269491,1,1,1,167
1,0.0357,1,0.908562422,0.0903,1,0.918866634,1,1,1,168
1,0.0,1,0.40684130775,0.0,1,0.914873585,1,1,1,169
1,0.0,1,0.080651544,0.0,1,0.886783063,1,1,1,170
1,0.0,1,0.102896959,0.0,1,0.897890389,1,1,1,171
1,0.0,1,0.292079359,0.0,1,0.725169301,1,1,1,172
1,0.0,1,0.24184128633333332,0.0,1,0.5654490093333333,1,1,1,173
1,0.0,1,0.436896056,0.0,1,0.481707722,1,1,1,174
1,0.0,1,0.34168756,0.0,1,0.280787885,1,1,1,175
1,0.0,1,0.466558039,0.0,1,0.166776717,1,1,1,176
1,0.0,1,0.813244164,0.0,1,0.205677763,1,1,1,177
1,0.00205,1,0.337962657,0.00335,1,0.284062177,1,1,1,178
1,0.0805,1,0.228007585,0.1502,1,0.422922343,1,1,1,179
1,0.2869,1,0.705251694,0.4189,1,0.396006346,1,1,1,180
1,0.4127,1,0.98025769,0.4948,1,0.389075994,1,1,1,181
1,0.5241,1,1.0,0.5722,1,0.531895161,1,1,1,182
1,0.5732,1,1.0,0.5483,1,0.695458591,1,1,1,183
1,0.4743,1,1.0,0.4087,1,0.841732681,1,1,1,184
1,0.305,1,1.0,0.313,1,0.831212223,1,1,1,185
1,0.0978,1,1.0,0.1318,1,0.771754384,1,1,1,186
1,0.0,1,0.9797294696000001,0.0,1,0.9800469398666666,1,1,1,187
1,0.1892,1,0.907200992,0.164,1,0.986133695,1,1,1,188
1,0.3808,1,0.940828919,0.3817,1,0.990893126,1,1,1,189
1,0.5055,1,0.985960245,0.5261,1,0.950878024,1,1,1,190
1,0.6414,1,0.9879915713333333,0.6285,1,0.972690046,1,1,1,191
1,0.5704,1,0.991283655,0.5771,1,0.957569599,1,1,1,192
1,0.4009,1,0.977170289,0.422,1,0.991573811,1,1,1,193
1,0.1757,1,0.987855911,0.2093,1,0.948312104,1,1,1,194
1,0.0,1,0.9424388920000001,0.0,1,0.9139462326428572,1,1,1,195
1,0.0,1,0.949328542,0.0,1,0.680471957,1,1,1,196
1,0.2406,1,0.994878829,0.2384,1,0.724686265,1,1,1,197
1,0.4691,1,0.993906379,0.4718,1,0.735474169,1,1,1,198
1,0.6312,1,0.911872685,0.6341,1,0.822281063,1,1,1,199
1,0.7083,1,0.806655169,0.7179,1,0.927098632,1,1,1,200
1,0.71275,1,0.973448694,0.7253499999999999,1,0.9474451545,1,1,1,201
1,0.6127,1,0.998580515,0.6369,1,0.961242318,1,1,1,202
1,0.4407,1,0.999340951,0.4702,1,0.977752447,1,1,1,203
1,0.1983,1,1.0,0.2351,1,0.971139312,1,1,1,204
1,0.0,1,0.8756918993571429,0.0,1,0.9224131065,1,1,1,205
1,0.0,1,0.202603534,0.0,1,0.69873786,1,1,1,206
1,0.2391,1,0.058440641,0.2371,1,0.694000363,1,1,1,207
1,0.4586,1,0.001883788,0.4656,1,0.494121283,1,1,1,208
