Qt_Data_Points,Max_Rel_TimeStep
595,334
628,425
611,287
637,303
587,432
641,497
638,305
674,307
642,397
660,321
665,235
639,435
635,349
588,284
710,263
653,427
647,232
650,256
596,376
561,441
658,319
594,375
612,355
