Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Rep_Period,START_SUBPERIODS,INTERIOR_SUBPERIODS,Rel_TimeStep
50000,1,1,1,1,8736,200928.0,1,11998.282403627723,1,1,0,1
,,,,,,,2,11925.601177591832,1,0,1,13
,,,,,,,3,13109.297806683067,1,0,1,1
,,,,,,,4,15026.992168516394,1,0,1,354
,,,,,,,5,18172.333598734476,1,0,1,1
,,,,,,,6,15242.242420029985,1,0,1,287
,,,,,,,7,14594.272585852817,1,0,1,1
,,,,,,,8,14780.849950751213,1,0,1,2
,,,,,,,9,13192.090883726793,1,0,1,20
,,,,,,,10,13316.494233470501,1,0,1,1
,,,,,,,11,14220.413790528111,1,0,1,6
,,,,,,,12,14395.253586811537,1,0,1,672
,,,,,,,13,13855.808427856047,1,0,1,1
,,,,,,,14,14513.450533070152,1,0,1,56
,,,,,,,15,14159.272417050479,1,0,1,274
,,,,,,,16,13702.221561980119,1,0,1,1
,,,,,,,17,13388.1681042126,1,0,1,5
,,,,,,,18,13179.880159087941,1,0,1,464
,,,,,,,19,13559.684260488784,1,0,1,2177
,,,,,,,20,22730.25266489923,1,0,1,1
,,,,,,,21,17536.504885456023,1,0,1,430
,,,,,,,22,25779.761627893524,1,0,1,1
,,,,,,,23,24221.000781397914,1,0,1,5
,,,,,,,24,18346.656870754097,1,0,1,12
,,,,,,,25,25041.649502660708,1,0,1,4
,,,,,,,26,24978.73621870171,1,0,1,1
,,,,,,,27,16578.35641340273,1,0,1,385
,,,,,,,28,24620.769188150018,1,0,1,1
,,,,,,,29,18565.1356252521,1,0,1,65
,,,,,,,30,21116.4338941204,1,0,1,1
,,,,,,,31,14479.530285517407,1,0,1,2053
,,,,,,,32,13787.75560523877,1,0,1,720
,,,,,,,33,14645.85851715372,1,0,1,720
