Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1
50000,1,1,1,4,8736,43680.0,1,13015.911736848326
,,,,,,34944.0,2,12277.173487632963
,,,,,,43680.0,3,11774.075837427077
,,,,,,78624.0,4,11519.54421993161
,,,,,,,5,11482.756447090467
,,,,,,,6,11642.832972155977
,,,,,,,7,12007.72790817487
,,,,,,,8,12406.42782464238
,,,,,,,9,13130.252111895117
,,,,,,,10,13968.416774194646
,,,,,,,11,14581.877742923958
,,,,,,,12,14944.784150681167
,,,,,,,13,15147.614033372869
,,,,,,,14,15052.164676812068
,,,,,,,15,14893.082415877401
,,,,,,,16,15002.451470269985
,,,,,,,17,16184.631521840733
,,,,,,,18,17301.19014077593
,,,,,,,19,17143.102143972104
,,,,,,,20,16710.597247055975
,,,,,,,21,16168.723295747266
,,,,,,,22,15274.879842120603
,,,,,,,23,14182.183562325607
,,,,,,,24,13019.888793371692
,,,,,,,25,12105.165792997353
,,,,,,,26,11573.234482997059
,,,,,,,27,11309.754488324017
,,,,,,,28,11246.12158395015
,,,,,,,29,11414.152222062392
,,,,,,,30,11922.221192922487
,,,,,,,31,12765.357175876225
,,,,,,,32,13455.376482680344
,,,,,,,33,14298.512465634081
,,,,,,,34,15115.797581185936
,,,,,,,35,15599.009948774989
,,,,,,,36,15712.35605969094
,,,,,,,37,15604.975533560038
,,,,,,,38,15397.17433021413
,,,,,,,39,15259.965880157979
,,,,,,,40,15551.285270494587
,,,,,,,41,17013.847806962687
,,,,,,,42,18279.546045524134
,,,,,,,43,18118.475256327783
,,,,,,,44,17662.10802027146
,,,,,,,45,16922.375506925255
,,,,,,,46,15798.857039074164
,,,,,,,47,14281.609975409772
,,,,,,,48,12947.30751182025
,,,,,,,49,12047.498473408537
,,,,,,,50,11615.987840623251
,,,,,,,51,11439.008825333434
,,,,,,,52,11449.945730772692
,,,,,,,53,11801.915233090644
,,,,,,,54,12911.514003109949
,,,,,,,55,14811.552757148384
,,,,,,,56,16147.84374899959
,,,,,,,57,16704.631662270927
