Period_Index,Rep_Period,Rep_Period_Index
1,7,1
2,9,2
3,9,2
4,15,4
5,13,3
6,13,3
7,7,1
8,7,1
9,9,2
10,13,3
11,7,1
12,15,4
13,13,3
14,9,2
15,15,4
16,13,3
17,15,4
18,15,4
19,7,1
20,15,4
21,15,4
22,15,4
23,15,4
