Time_Index,NG,nuclear_fuel,NGCCS
0,0.056877747,0.0,0.005388525
1,8.661,0.6600000000000001,9.616079999999998
2,8.275000000000002,0.66,9.23008
3,7.424000000000003,0.6600000000000001,8.37908
4,6.701794392523364,0.66,7.656874392523364
5,7.519999999999997,0.66,8.475080000000002
6,8.236000000000002,0.66,9.19108
7,8.661,0.66,9.61608
8,8.661,0.66,9.616079999999998
9,8.275000000000002,0.66,9.23008
10,7.424000000000003,0.6600000000000001,8.37908
11,6.469,0.66,7.42408
12,6.702887323943663,0.66,7.657967323943661
13,7.52,0.66,8.47508
14,7.519999999999998,0.66,8.475080000000002
15,8.236000000000002,0.66,9.19108
16,8.661,0.66,9.616079999999998
17,8.661000000000001,0.66,9.616079999999998
18,8.275000000000002,0.66,9.23008
19,7.424000000000003,0.6600000000000001,8.37908
20,6.469,0.66,7.424080000000001
21,6.441593406593406,0.66,7.396673406593406
22,6.606,0.66,7.56108
23,6.605999999999998,0.6599999999999999,7.56108
24,6.606,0.66,7.56108
25,6.766396205357144,0.66,7.721476205357141
26,6.801,0.66,7.75608
27,6.875941995359628,0.6599999999999999,7.83102199535963
28,6.877,0.66,7.83208
29,6.8739158249158265,0.6599999999999999,7.828995824915826
30,7.519999999999999,0.66,8.47508
31,7.519999999999998,0.66,8.475080000000002
32,8.236000000000002,0.66,9.19108
33,8.661,0.66,9.616079999999998
34,8.661,0.66,9.616079999999997
35,8.275000000000002,0.66,9.23008
36,7.424000000000001,0.66,8.37908
37,7.424,0.66,8.37908
38,7.424,0.66,8.37908
39,7.424,0.66,8.37908
40,7.424,0.66,8.37908
41,6.469,0.66,7.424080000000002
42,6.705104265402844,0.6599999999999999,7.660184265402845
43,7.519999999999998,0.66,8.47508
44,7.519999999999999,0.6600000000000001,8.475080000000002
45,8.236000000000002,0.66,9.19108
46,8.661,0.66,9.616079999999998
47,8.661,0.6600000000000001,9.616079999999997
48,8.275000000000002,0.66,9.23008
49,7.424000000000003,0.6600000000000001,8.37908
50,6.468999999999999,0.66,7.424080000000003
51,6.557946448917584,0.66,7.513026448917585
52,6.801,0.66,7.75608
53,6.868461346633416,0.66,7.823541346633416
54,7.519999999999997,0.66,8.475080000000002
55,7.519999999999996,0.66,8.475080000000002
56,8.236000000000002,0.66,9.19108
57,8.661,0.66,9.61608
58,8.661,0.66,9.616079999999998
59,8.275000000000002,0.66,9.23008
60,7.424000000000003,0.6600000000000001,8.37908
61,6.468999999999998,0.66,7.424080000000003
62,6.567275147928994,0.6600000000000001,7.522355147928994
63,6.801,0.66,7.75608
64,6.871234530506275,0.6600000000000001,7.826314530506274
65,7.519999999999997,0.66,8.475080000000002
66,7.519999999999997,0.66,8.475080000000002
67,8.236000000000002,0.66,9.19108
68,8.661,0.66,9.616079999999998
69,8.661000000000001,0.66,9.616079999999998
70,8.275000000000002,0.66,9.23008
71,7.424000000000003,0.6600000000000001,8.37908
72,6.469,0.66,7.424080000000002
73,6.461724489795919,0.66,7.416804489795917
74,6.606,0.66,7.56108
75,6.720079295154186,0.66,7.675159295154184
76,6.801,0.66,7.75608
77,6.871971578487101,0.66,7.827051578487102
78,7.519999999999998,0.66,8.47508
79,7.519999999999998,0.66,8.47508
80,8.236000000000002,0.66,9.19108
81,8.660999999999998,0.6599999999999999,9.616079999999998
82,8.661,0.66,9.61608
83,8.661,0.66,9.61608
84,8.661,0.66,9.61608
85,8.661,0.66,9.616079999999998
86,8.275000000000002,0.66,9.23008
87,8.275,0.66,9.23008
88,8.275000000000002,0.66,9.23008
89,7.423999999999999,0.6599999999999999,8.379080000000002
90,7.424,0.66,8.37908
91,7.424,0.66,8.37908
92,7.424,0.66,8.37908
93,7.424,0.66,8.37908
94,7.423999999999999,0.66,8.379079999999998
95,7.424,0.66,8.37908
96,7.424,0.66,8.37908
97,7.424,0.66,8.37908
98,7.424,0.66,8.37908
99,6.468999999999999,0.66,7.424080000000002
100,6.437407860262009,0.66,7.392487860262009
101,6.408,0.66,7.36308
102,6.408,0.66,7.36308
103,6.427199999999999,0.6599999999999999,7.382279999999997
104,6.606,0.66,7.56108
105,6.606000000000001,0.66,7.561079999999999
106,6.606,0.66,7.56108
107,6.849468162322666,0.66,7.804548162322666
108,7.519999999999998,0.66,8.475080000000002
109,7.519999999999999,0.6600000000000001,8.47508
110,8.236000000000002,0.66,9.19108
111,8.661,0.6599999999999999,9.616079999999998
112,8.661,0.66,9.61608
113,8.660999999999998,0.6599999999999999,9.616079999999998
114,8.661,0.6600000000000001,9.616079999999998
115,8.275000000000002,0.66,9.23008
116,7.424000000000003,0.6600000000000001,8.37908
117,6.468999999999999,0.6599999999999997,7.424080000000002
118,6.469,0.66,7.42408
119,6.469,0.66,7.42408
120,6.469,0.66,7.42408
121,6.469000000000001,0.6599999999999998,7.424080000000003
122,6.710834951456311,0.66,7.665914951456312
123,7.519999999999997,0.66,8.475080000000002
124,7.519999999999997,0.66,8.475080000000002
125,8.236000000000002,0.66,9.19108
126,8.661,0.66,9.616079999999998
127,8.661,0.66,9.616079999999998
128,8.275000000000002,0.66,9.23008
129,7.424000000000003,0.6600000000000001,8.37908
130,6.468999999999999,0.66,7.424080000000003
131,6.712014634146342,0.6600000000000001,7.667094634146342
132,7.519999999999997,0.66,8.475080000000002
133,7.519999999999996,0.6599999999999999,8.475080000000004
134,8.236000000000002,0.66,9.19108
135,8.661,0.66,9.61608
136,8.661,0.6599999999999999,9.61608
137,8.275000000000002,0.66,9.23008
138,7.424000000000003,0.6600000000000001,8.37908
139,6.468999999999998,0.66,7.424080000000003
140,6.435313432835821,0.66,7.39039343283582
141,6.408,0.66,7.36308
142,6.408,0.66,7.36308
143,6.408,0.66,7.36308
144,6.408,0.66,7.363079999999999
145,6.408,0.66,7.36308
146,6.408,0.66,7.36308
147,6.408,0.66,7.36308
148,6.408,0.66,7.36308
149,6.408,0.66,7.36308
150,6.7941381128097005,0.66,7.7492181128097
151,7.519999999999997,0.66,8.475080000000002
152,7.519999999999997,0.66,8.475080000000002
153,8.236000000000002,0.66,9.19108
154,8.661,0.66,9.616079999999998
155,8.661,0.66,9.61608
156,8.275000000000002,0.66,9.23008
157,7.424000000000003,0.6600000000000001,8.37908
158,6.468999999999999,0.66,7.424080000000002
159,6.431815068493151,0.6600000000000001,7.386895068493151
160,6.408,0.66,7.36308
161,6.577451162790696,0.6599999999999999,7.532531162790696
162,6.606,0.66,7.56108
163,6.606,0.66,7.56108
164,6.606,0.66,7.56108
165,6.605999999999999,0.66,7.56108
166,6.605999999999999,0.66,7.561080000000001
167,6.605999999999999,0.66,7.56108
168,6.606,0.66,7.56108
169,6.606,0.66,7.56108
170,6.699631739572736,0.6599999999999999,7.654711739572737
171,6.801,0.66,7.75608
172,6.800999999999998,0.66,7.75608
173,6.801,0.66,7.75608
174,6.867767585355821,0.66,7.82284758535582
175,7.519999999999997,0.66,8.475080000000002
176,7.519999999999998,0.66,8.475080000000002
177,8.236000000000002,0.66,9.19108
178,8.661,0.66,9.616079999999998
179,8.661,0.66,9.616079999999998
180,8.275000000000002,0.66,9.23008
181,7.424000000000003,0.6600000000000001,8.37908
182,6.469,0.66,7.424080000000002
183,6.715623762376239,0.66,7.670703762376237
184,7.519999999999998,0.66,8.47508
185,7.519999999999997,0.66,8.475080000000002
186,8.236000000000002,0.66,9.19108
187,8.661,0.66,9.616079999999998
188,8.661,0.66,9.616079999999998
189,8.275000000000002,0.66,9.23008
190,7.424000000000003,0.6600000000000001,8.37908
191,6.469,0.66,7.424080000000002
192,6.430221428571429,0.66,7.385301428571428
193,6.408,0.66,7.36308
194,6.408,0.66,7.363079999999999
195,6.408,0.66,7.36308
196,6.408,0.66,7.36308
197,6.806208208752379,0.6600000000000001,7.761288208752378
