Qt_Data_Points,Max_Rel_TimeStep
2134,132
2154,159
2110,131
1835,134
2035,120
1867,166
1982,99
2100,122
2023,113
2101,209
2089,99
2035,186
1896,108
1952,113
1970,135
1965,118
