MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,MA_battery,CT_battery,ME_battery,Time_Index
1,0.0,1,0.47914353950000005,0.0,1,0.816354803625,1,1,1,1
1,0.1779,1,0.329338044,0.2003,1,0.526324749,1,1,1,2
1,0.429,1,1.52e-05,0.4221,1,0.079201177,1,1,1,3
1,0.58826,1,0.15101797860000002,0.59558,1,0.0194874,1,1,1,4
1,0.3311,1,0.38522929,0.3369,1,0.089363858,1,1,1,5
1,0.0040125,1,0.711878765375,0.006675,1,0.8136926833125,1,1,1,6
1,0.16,1,0.655076563,0.1615,1,0.907849193,1,1,1,7
1,0.1616,1,0.831267045893617,0.17094893617021278,1,0.8789206020212765,1,1,1,8
1,0.2277,1,0.378751755,0.2204,1,0.823099732,1,1,1,9
1,0.4502,1,0.383687705,0.4435,1,0.801250398,1,1,1,10
1,0.6046,1,0.43698281,0.5641,1,0.801717401,1,1,1,11
1,0.13493478260869562,1,0.3128960957173913,0.13491304347826089,1,0.37503024356521736,1,1,1,12
1,0.2939,1,0.832901537,0.4082,1,0.242370129,1,1,1,13
1,0.5036,1,0.784772754,0.5689,1,0.246076912,1,1,1,14
1,0.10946818181818183,1,0.622038909590909,0.11798636363636365,1,0.3384270614090909,1,1,1,15
1,0.4067,1,0.527668715,0.418,1,0.096909747,1,1,1,16
1,0.59544,1,0.5579944313999999,0.60844,1,0.0905151472,1,1,1,17
1,0.299,1,0.400899559,0.316,1,0.140837073,1,1,1,18
1,0.00345625,1,0.8321374208125,0.007175,1,0.5732093220000001,1,1,1,19
1,0.2056,1,0.796525359,0.1964,1,0.616902471,1,1,1,20
1,0.4097,1,0.6475963,0.35,1,0.659731388,1,1,1,21
1,0.54234,1,0.826787603,0.50158,1,0.47601063239999997,1,1,1,22
1,0.11515454545454547,1,0.34474807486363634,0.1212909090909091,1,0.4366601541818182,1,1,1,23
1,0.7654,1,0.063318081,0.7914,1,0.1468952,1,1,1,24
1,0.06855789473684211,1,0.31698391826315797,0.07273157894736841,1,0.7958910707894736,1,1,1,25
1,0.43986666666666663,1,0.22685385233333333,0.4787333333333333,1,0.744276166,1,1,1,26
1,0.60345,1,0.419120267,0.5589,1,0.4981611965,1,1,1,27
1,0.5176,1,0.579014182,0.4279,1,0.620525122,1,1,1,28
1,0.0737910447761194,1,0.537962380880597,0.09130298507462686,1,0.5644957928059703,1,1,1,29
1,0.2869,1,0.705251694,0.4189,1,0.396006346,1,1,1,30
1,0.1631913043478261,1,0.937512601884058,0.1665159420289855,1,0.9073633146231884,1,1,1,31
1,0.2391,1,0.058440641,0.2371,1,0.694000363,1,1,1,32
1,0.4586,1,0.001883788,0.4656,1,0.494121283,1,1,1,33
1,0.6608333333333334,1,0.09016003966666668,0.6410666666666667,1,0.16977244633333333,1,1,1,34
1,0.6136,1,0.439520001,0.6058,1,0.120706722,1,1,1,35
1,0.4943,1,0.688237429,0.435,1,0.394359469,1,1,1,36
1,0.13370670731707315,1,0.5727499553048782,0.13466951219512194,1,0.6147734880670732,1,1,1,37
1,0.3784,1,0.312287986,0.4041,1,0.729316831,1,1,1,38
1,0.12691176470588234,1,0.6156296509411765,0.12567205882352941,1,0.8231530785588236,1,1,1,39
1,0.1243,1,0.0,0.1448,1,0.628320456,1,1,1,40
1,0.07542127659574469,1,0.5069728212553191,0.06714255319148937,1,0.6628754318723405,1,1,1,41
1,0.2499,1,0.541716576,0.2267,1,0.878550053,1,1,1,42
