CO2,MinCapReq,UCommit,epsilon,repetition,total_cost,Run_time,Time_Indexes,Build_model_time,write_outputs_time
0,0,0,0.001,3.0,4831078048.85795,91.01870379447936,8760.0,215.188741016,13.5571662172
1,0,0,0.001,3.0,23713159922.61711,65.01729717254639,8760.0,215.32912620759998,9.8019542734
