Cost_of_Demand_Curtailment_per_MW,Demand_Segment,Max_Demand_Curtailment,Rep_Periods,Sub_Weights,Timesteps_per_Rep_Period,Voll,Time_Index,Demand_MW_z1,Rel_TimeStep
1.0,1.0,1.0,1.0,200928.0,200928.0,50000.0,1.0,14872.929150684931,292.0
,,,,,,,2.0,12212.5595,2.0
,,,,,,,3.0,17435.802818181815,55.0
,,,,,,,4.0,18369.682,1.0
,,,,,,,5.0,17201.639219251338,187.0
,,,,,,,6.0,18233.087,1.0
,,,,,,,7.0,16728.080717241377,145.0
,,,,,,,8.0,17792.252,1.0
,,,,,,,9.0,16146.524550000002,60.0
,,,,,,,10.0,15939.963496323531,272.0
,,,,,,,11.0,18462.706,1.0
,,,,,,,12.0,15340.948418546366,399.0
,,,,,,,13.0,14504.729331428574,175.0
,,,,,,,14.0,15458.609,1.0
,,,,,,,15.0,14315.041885906043,149.0
,,,,,,,16.0,15724.789,1.0
,,,,,,,17.0,14515.179525862068,116.0
,,,,,,,18.0,16582.588,1.0
,,,,,,,19.0,14434.14639516129,124.0
,,,,,,,20.0,14800.065,1.0
,,,,,,,21.0,14751.641,1.0
,,,,,,,22.0,13743.599820895524,67.0
,,,,,,,23.0,12965.871,1.0
,,,,,,,24.0,14199.519429906544,107.0
,,,,,,,25.0,13625.590438956715,901.0
,,,,,,,26.0,17487.404,1.0
,,,,,,,27.0,17160.7895,2.0
,,,,,,,28.0,17440.12,1.0
,,,,,,,29.0,14226.578294117646,17.0
,,,,,,,30.0,16529.259,1.0
,,,,,,,31.0,16858.713,1.0
,,,,,,,32.0,13368.16500925926,540.0
,,,,,,,33.0,13368.758125,16.0
,,,,,,,34.0,15664.294,1.0
,,,,,,,35.0,15531.299,1.0
,,,,,,,36.0,14394.684213114755,61.0
,,,,,,,37.0,11257.853,1.0
,,,,,,,38.0,13109.36,1.0
,,,,,,,39.0,14790.277,1.0
,,,,,,,40.0,15074.55,1.0
,,,,,,,41.0,14315.396,1.0
,,,,,,,42.0,14665.042,1.0
,,,,,,,43.0,15110.207,1.0
,,,,,,,44.0,14561.9335,4.0
,,,,,,,45.0,16053.693,1.0
,,,,,,,46.0,13261.735588235295,17.0
,,,,,,,47.0,14622.854,2.0
,,,,,,,48.0,13729.661782608693,69.0
,,,,,,,49.0,16107.056,1.0
,,,,,,,50.0,15527.465,1.0
,,,,,,,51.0,16250.66,1.0
,,,,,,,52.0,13610.874523809523,42.0
,,,,,,,53.0,13370.646,1.0
,,,,,,,54.0,15018.481,1.0
,,,,,,,55.0,16067.674,1.0
,,,,,,,56.0,18034.499,4.0
,,,,,,,57.0,16848.418,1.0
,,,,,,,58.0,16243.726,1.0
,,,,,,,59.0,15276.894921052633,38.0
,,,,,,,60.0,12549.396,1.0
,,,,,,,61.0,12707.822,1.0
,,,,,,,62.0,13799.352,1.0
,,,,,,,63.0,13908.044106382978,94.0
,,,,,,,64.0,14908.89,1.0
,,,,,,,65.0,15634.826296296296,27.0
,,,,,,,66.0,21094.098,3.0
,,,,,,,67.0,16942.419388888888,18.0
,,,,,,,68.0,18122.538,1.0
,,,,,,,69.0,21017.2945,4.0
,,,,,,,70.0,21425.295,1.0
,,,,,,,71.0,21599.751,1.0
,,,,,,,72.0,21976.175,2.0
,,,,,,,73.0,14865.304147368419,95.0
,,,,,,,74.0,17023.721,1.0
,,,,,,,75.0,14856.203705882352,17.0
,,,,,,,76.0,20267.7,1.0
,,,,,,,77.0,19317.202333333335,3.0
,,,,,,,78.0,21347.578,1.0
,,,,,,,79.0,16079.95386666667,15.0
,,,,,,,80.0,15936.437,1.0
,,,,,,,81.0,16298.893,1.0
,,,,,,,82.0,16504.097,1.0
,,,,,,,83.0,19114.18866666667,6.0
,,,,,,,84.0,19647.884,1.0
,,,,,,,85.0,19279.35,1.0
,,,,,,,86.0,16156.995857142856,70.0
,,,,,,,87.0,21529.797,1.0
,,,,,,,88.0,15921.93449767442,215.0
,,,,,,,89.0,18680.515,1.0
,,,,,,,90.0,18806.493,1.0
,,,,,,,91.0,18657.415,1.0
,,,,,,,92.0,17195.808,1.0
,,,,,,,93.0,14440.474503816795,131.0
,,,,,,,94.0,12885.761,1.0
,,,,,,,95.0,16711.117900000005,10.0
,,,,,,,96.0,17205.35,1.0
,,,,,,,97.0,15443.156812602292,1222.0
,,,,,,,98.0,20763.029,1.0
,,,,,,,99.0,20480.452,1.0
,,,,,,,100.0,15870.153533333334,15.0
,,,,,,,101.0,18850.354,1.0
,,,,,,,102.0,21166.849000000002,3.0
,,,,,,,103.0,21155.009,1.0
,,,,,,,104.0,21271.248,1.0
,,,,,,,105.0,21483.808,1.0
,,,,,,,106.0,21015.351,1.0
,,,,,,,107.0,14584.092845679013,162.0
,,,,,,,108.0,18458.497,2.0
,,,,,,,109.0,18213.703,1.0
,,,,,,,110.0,17926.348,1.0
,,,,,,,111.0,15149.939572916666,96.0
,,,,,,,112.0,18256.049,1.0
,,,,,,,113.0,18393.25,1.0
,,,,,,,114.0,15166.813375,16.0
,,,,,,,115.0,17368.054,1.0
,,,,,,,116.0,17396.935,1.0
,,,,,,,117.0,14221.301144329896,97.0
,,,,,,,118.0,16560.066,1.0
,,,,,,,119.0,14388.361684931506,73.0
,,,,,,,120.0,17600.539,1.0
,,,,,,,121.0,15060.215086956521,23.0
,,,,,,,122.0,18668.381,1.0
,,,,,,,123.0,18236.587,1.0
,,,,,,,124.0,13937.513,22.0
,,,,,,,125.0,15027.435,1.0
,,,,,,,126.0,13552.355270042191,237.0
,,,,,,,127.0,17957.121,1.0
,,,,,,,128.0,17444.516,1.0
,,,,,,,129.0,14368.751319999998,25.0
,,,,,,,130.0,18253.691,1.0
,,,,,,,131.0,18011.704,1.0
