Cost_of_Demand_Curtailment_per_MW,Demand_Segment,Max_Demand_Curtailment,Rep_Periods,Sub_Weights,Timesteps_per_Rep_Period,Voll,Time_Index,Demand_MW_z1,Rep_Period,START_SUBPERIODS,INTERIOR_SUBPERIODS,Rel_TimeStep
1.0,1.0,1.0,1.0,8736.0,8736.0,50000.0,1,11801.35,1,1,0,1
,,,,,,,2,10840.6694,1,0,1,5
,,,,,,,3,11175.825,1,0,1,1
,,,,,,,4,11540.427,1,0,1,1
,,,,,,,5,12134.854,1,0,1,1
,,,,,,,6,12702.451,1,0,1,1
,,,,,,,7,13117.308,1,0,1,1
,,,,,,,8,13342.26,1,0,1,1
,,,,,,,9,13433.235,1,0,1,1
,,,,,,,10,13281.48,1,0,1,1
,,,,,,,11,13173.947,1,0,1,1
,,,,,,,12,13249.266,1,0,1,1
,,,,,,,13,14281.52,1,0,1,1
,,,,,,,14,15391.731,1,0,1,1
,,,,,,,15,15337.386,1,0,1,1
,,,,,,,16,15005.817,1,0,1,1
,,,,,,,17,14573.74,1,0,1,1
,,,,,,,18,13942.013,1,0,1,1
,,,,,,,19,13091.385,1,0,1,1
,,,,,,,20,12248.148,1,0,1,1
,,,,,,,21,11620.655,1,0,1,1
,,,,,,,22,11174.323,1,0,1,2
,,,,,,,23,11126.929,1,0,1,1
,,,,,,,24,11362.216,1,0,1,1
,,,,,,,25,11900.932,1,0,1,1
,,,,,,,26,12666.331,1,0,1,1
,,,,,,,27,13289.303,1,0,1,1
,,,,,,,28,14015.765,1,0,1,1
,,,,,,,29,14693.296,1,0,1,1
,,,,,,,30,15103.204,1,0,1,1
,,,,,,,31,15193.628,1,0,1,2
,,,,,,,32,15034.923,1,0,1,1
,,,,,,,33,14941.903,1,0,1,1
,,,,,,,34,15094.608,1,0,1,1
,,,,,,,35,16105.128,1,0,1,1
,,,,,,,36,17003.63,1,0,1,1
,,,,,,,37,16724.94,1,0,1,1
,,,,,,,38,16209.934,1,0,1,1
,,,,,,,39,15503.323,1,0,1,1
,,,,,,,40,14448.368,1,0,1,1
,,,,,,,41,13157.041,1,0,1,1
,,,,,,,42,12027.134,1,0,1,1
,,,,,,,43,11304.673,1,0,1,1
,,,,,,,44,10878.527,1,0,1,1
,,,,,,,45,10703.8025,1,0,1,2
,,,,,,,46,11085.471,1,0,1,1
,,,,,,,47,12161.982,1,0,1,1
,,,,,,,48,13998.187,1,0,1,1
,,,,,,,49,15210.512999999999,1,0,1,2
,,,,,,,50,15547.121,1,0,1,1
,,,,,,,51,15817.103,1,0,1,4
,,,,,,,52,15803.318500000001,1,0,1,2
,,,,,,,53,16730.719,1,0,1,1
,,,,,,,54,17331.48,1,0,1,1
,,,,,,,55,17105.633,1,0,1,1
,,,,,,,56,16561.73,1,0,1,1
,,,,,,,57,15780.501,1,0,1,1
,,,,,,,58,14633.199,1,0,1,1
,,,,,,,59,13258.515,1,0,1,1
,,,,,,,60,12057.303,1,0,1,1
,,,,,,,61,10863.65325,1,0,1,4
,,,,,,,62,10999.819,1,0,1,1
,,,,,,,63,12036.436,1,0,1,1
,,,,,,,64,13818.937,1,0,1,1
,,,,,,,65,14838.196,1,0,1,1
,,,,,,,66,15056.122,1,0,1,1
,,,,,,,67,15162.093,1,0,1,1
,,,,,,,68,15205.274000000001,1,0,1,2
,,,,,,,69,15122.433,1,0,1,1
,,,,,,,70,15046.492,1,0,1,1
,,,,,,,71,14901.773,1,0,1,1
,,,,,,,72,14953.12,1,0,1,1
,,,,,,,73,15794.044,1,0,1,1
,,,,,,,74,16768.5665,1,0,1,2
,,,,,,,75,16367.62,1,0,1,1
,,,,,,,76,15791.17,1,0,1,1
,,,,,,,77,14835.925,1,0,1,1
,,,,,,,78,13569.037,1,0,1,1
,,,,,,,79,12523.093,1,0,1,1
,,,,,,,80,11645.555400000001,1,0,1,5
,,,,,,,81,13072.526,1,0,1,1
,,,,,,,82,14996.88,1,0,1,1
,,,,,,,83,16018.355,1,0,1,1
,,,,,,,84,16152.103,1,0,1,1
,,,,,,,85,16199.757,1,0,1,1
,,,,,,,86,16248.678,1,0,1,1
,,,,,,,87,16242.122,1,0,1,1
,,,,,,,88,16137.529,1,0,1,1
,,,,,,,89,16017.462,1,0,1,1
,,,,,,,90,15860.502,1,0,1,1
,,,,,,,91,15987.11,1,0,1,1
,,,,,,,92,16888.611,1,0,1,1
,,,,,,,93,17837.4795,1,0,1,2
,,,,,,,94,17394.681,1,0,1,1
,,,,,,,95,16733.511,1,0,1,1
,,,,,,,96,15707.211,1,0,1,1
,,,,,,,97,14363.991,1,0,1,1
,,,,,,,98,13185.771,1,0,1,1
,,,,,,,99,12436.953,1,0,1,1
,,,,,,,100,12009.448,1,0,1,1
,,,,,,,101,11823.261,1,0,1,1
,,,,,,,102,11848.412,1,0,1,1
,,,,,,,103,12191.338,1,0,1,1
,,,,,,,104,13193.054,1,0,1,1
,,,,,,,105,14916.579,1,0,1,1
,,,,,,,106,16165.082999999999,1,0,1,2
,,,,,,,107,16456.889,1,0,1,1
,,,,,,,108,16462.759,1,0,1,2
,,,,,,,109,16232.805,1,0,1,1
,,,,,,,110,16101.456,1,0,1,1
,,,,,,,111,15940.414,1,0,1,1
,,,,,,,112,15992.226,1,0,1,1
,,,,,,,113,16731.527,1,0,1,1
,,,,,,,114,17566.427,1,0,1,1
,,,,,,,115,17367.256,1,0,1,1
,,,,,,,116,16919.581,1,0,1,1
,,,,,,,117,16359.159,1,0,1,1
,,,,,,,118,15621.136,1,0,1,1
,,,,,,,119,14618.254,1,0,1,1
,,,,,,,120,13628.714,1,0,1,1
,,,,,,,121,12713.888500000001,1,0,1,2
,,,,,,,122,12302.525,1,0,1,1
,,,,,,,123,12326.3295,1,0,1,2
,,,,,,,124,12806.177,1,0,1,1
,,,,,,,125,13531.096,1,0,1,1
,,,,,,,126,14381.122,1,0,1,1
,,,,,,,127,15279.652,1,0,1,1
,,,,,,,128,15952.246,1,0,1,1
,,,,,,,129,16520.783000000003,1,0,1,2
,,,,,,,130,16769.9455,1,0,1,4
,,,,,,,131,17542.648,1,0,1,1
,,,,,,,132,18173.938499999997,1,0,1,2
,,,,,,,133,17463.414,1,0,1,1
,,,,,,,134,16799.012,1,0,1,1
,,,,,,,135,15958.509,1,0,1,1
,,,,,,,136,14944.06,1,0,1,1
,,,,,,,137,13966.832,1,0,1,1
,,,,,,,138,13232.991,1,0,1,1
,,,,,,,139,12637.691333333334,1,0,1,3
,,,,,,,140,12682.597,1,0,1,1
,,,,,,,141,13038.673,1,0,1,1
,,,,,,,142,13633.177,1,0,1,1
,,,,,,,143,14288.314,1,0,1,1
,,,,,,,144,15066.586,1,0,1,1
,,,,,,,145,15638.941,1,0,1,1
,,,,,,,146,16074.835333333334,1,0,1,3
,,,,,,,147,16023.521,1,0,1,1
,,,,,,,148,15890.515,1,0,1,1
,,,,,,,149,16080.561,1,0,1,1
,,,,,,,150,17087.122,1,0,1,1
,,,,,,,151,18209.862,1,0,1,1
,,,,,,,152,18121.097,1,0,1,1
,,,,,,,153,17693.877,1,0,1,1
,,,,,,,154,17117.503,1,0,1,1
,,,,,,,155,16172.57,1,0,1,1
,,,,,,,156,15029.267,1,0,1,1
,,,,,,,157,14101.499,1,0,1,1
,,,,,,,158,13327.669999999998,1,0,1,3
,,,,,,,159,13337.312,1,0,1,1
,,,,,,,160,13784.702,1,0,1,1
,,,,,,,161,14937.591,1,0,1,1
,,,,,,,162,16905.501,1,0,1,1
,,,,,,,163,17972.52,1,0,1,1
,,,,,,,164,18125.021,1,0,1,1
,,,,,,,165,18170.476,1,0,1,1
,,,,,,,166,18157.015,1,0,1,1
,,,,,,,167,18037.474,1,0,1,1
,,,,,,,168,17807.34,1,0,1,1
,,,,,,,169,17660.39,1,0,1,1
,,,,,,,170,17492.375,1,0,1,1
,,,,,,,171,17518.322,1,0,1,1
,,,,,,,172,18212.007,1,0,1,1
,,,,,,,173,19304.508,1,0,1,1
,,,,,,,174,19268.092,1,0,1,1
,,,,,,,175,18859.106,1,0,1,1
,,,,,,,176,18203.666,1,0,1,1
,,,,,,,177,17099.833,1,0,1,1
,,,,,,,178,15762.604,1,0,1,1
,,,,,,,179,14608.002,1,0,1,1
,,,,,,,180,13922.003,1,0,1,1
,,,,,,,181,13541.916,1,0,1,1
,,,,,,,182,13386.448,1,0,1,1
,,,,,,,183,13652.66,1,0,1,2
,,,,,,,184,14930.901,1,0,1,1
,,,,,,,185,16768.148,1,0,1,1
,,,,,,,186,17678.862,1,0,1,1
,,,,,,,187,17809.797,1,0,1,1
,,,,,,,188,17766.606,1,0,1,1
,,,,,,,189,17632.715,1,0,1,1
,,,,,,,190,17418.922,1,0,1,1
,,,,,,,191,17066.105,1,0,1,1
,,,,,,,192,16777.276,1,0,1,1
,,,,,,,193,16543.142,1,0,1,1
,,,,,,,194,16567.201,1,0,1,1
,,,,,,,195,17340.209,1,0,1,1
,,,,,,,196,18195.17,1,0,1,1
,,,,,,,197,17956.915,1,0,1,1
,,,,,,,198,17429.636,1,0,1,1
,,,,,,,199,16675.34,1,0,1,1
,,,,,,,200,15485.106,1,0,1,1
,,,,,,,201,14110.475,1,0,1,1
,,,,,,,202,11848.71657142857,1,0,1,7
,,,,,,,203,14229.299,1,0,1,1
,,,,,,,204,15223.992,1,0,1,1
,,,,,,,205,15229.193,1,0,1,1
,,,,,,,206,15127.122,1,0,1,1
,,,,,,,207,15112.33,1,0,1,1
,,,,,,,208,15040.854,1,0,1,1
,,,,,,,209,14885.961,1,0,1,1
,,,,,,,210,14740.763,1,0,1,1
,,,,,,,211,14598.051,1,0,1,1
,,,,,,,212,14634.269,1,0,1,1
,,,,,,,213,15412.637,1,0,1,1
,,,,,,,214,16426.608500000002,1,0,1,2
,,,,,,,215,15992.594,1,0,1,1
,,,,,,,216,15362.154,1,0,1,1
,,,,,,,217,14349.346,1,0,1,1
,,,,,,,218,13007.531,1,0,1,1
,,,,,,,219,11869.632,1,0,1,1
,,,,,,,220,11136.997,1,0,1,1
,,,,,,,221,10617.4185,1,0,1,4
,,,,,,,222,11768.575,1,0,1,1
,,,,,,,223,13559.212,1,0,1,1
,,,,,,,224,14603.759,1,0,1,1
,,,,,,,225,14755.877,1,0,1,1
,,,,,,,226,14844.337,1,0,1,1
,,,,,,,227,14905.8,1,0,1,1
,,,,,,,228,14820.3665,1,0,1,2
,,,,,,,229,14700.354,1,0,1,1
,,,,,,,230,14559.182,1,0,1,1
,,,,,,,231,14621.982,1,0,1,1
,,,,,,,232,15267.812,1,0,1,1
,,,,,,,233,15951.0525,1,0,1,2
,,,,,,,234,15397.015,1,0,1,1
,,,,,,,235,14742.097,1,0,1,1
,,,,,,,236,13747.386,1,0,1,1
,,,,,,,237,12484.481,1,0,1,1
,,,,,,,238,11351.879,1,0,1,1
,,,,,,,239,10193.582750000001,1,0,1,4
,,,,,,,240,10294.553,1,0,1,1
,,,,,,,241,11339.411,1,0,1,1
,,,,,,,242,13190.826,1,0,1,1
,,,,,,,243,14266.199,1,0,1,1
,,,,,,,244,14514.225,1,0,1,1
,,,,,,,245,14663.01,1,0,1,1
,,,,,,,246,14860.387999999999,1,0,1,2
,,,,,,,247,14760.282,1,0,1,1
,,,,,,,248,14655.204,1,0,1,1
,,,,,,,249,14564.915,1,0,1,1
,,,,,,,250,14659.314,1,0,1,1
,,,,,,,251,15386.746,1,0,1,1
,,,,,,,252,16425.974,1,0,1,1
,,,,,,,253,16343.162,1,0,1,1
,,,,,,,254,15998.376,1,0,1,1
,,,,,,,255,15542.143,1,0,1,1
,,,,,,,256,14869.403,1,0,1,1
,,,,,,,257,13937.881,1,0,1,1
,,,,,,,258,13013.883,1,0,1,1
,,,,,,,259,12324.374,1,0,1,1
,,,,,,,260,11860.0365,1,0,1,2
,,,,,,,261,11756.611,1,0,1,1
,,,,,,,262,11924.123,1,0,1,1
,,,,,,,263,12427.256,1,0,1,1
,,,,,,,264,13259.411,1,0,1,1
,,,,,,,265,14104.629,1,0,1,1
,,,,,,,266,14938.683,1,0,1,1
,,,,,,,267,15499.363,1,0,1,1
,,,,,,,268,15693.697,1,0,1,1
,,,,,,,269,15585.953,1,0,1,1
,,,,,,,270,15375.736,1,0,1,1
,,,,,,,271,15150.671,1,0,1,1
,,,,,,,272,15072.633,1,0,1,1
,,,,,,,273,15205.165,1,0,1,1
,,,,,,,274,15946.414,1,0,1,1
,,,,,,,275,16700.762,1,0,1,1
,,,,,,,276,16518.452,1,0,1,1
,,,,,,,277,16073.456,1,0,1,1
,,,,,,,278,15514.378,1,0,1,1
,,,,,,,279,14799.786,1,0,1,1
,,,,,,,280,13965.411,1,0,1,1
,,,,,,,281,13106.058,1,0,1,1
,,,,,,,282,12298.857,1,0,1,1
,,,,,,,283,11677.894499999999,1,0,1,2
,,,,,,,284,11515.941,1,0,1,1
,,,,,,,285,11597.943,1,0,1,1
,,,,,,,286,11894.229,1,0,1,1
,,,,,,,287,12453.595,1,0,1,1
,,,,,,,288,13058.529,1,0,1,1
,,,,,,,289,13793.732,1,0,1,1
,,,,,,,290,14271.017,1,0,1,1
,,,,,,,291,14529.103,1,0,1,1
,,,,,,,292,14583.305,1,0,1,1
,,,,,,,293,14486.931,1,0,1,1
,,,,,,,294,14215.132,1,0,1,1
,,,,,,,295,14041.295,1,0,1,1
,,,,,,,296,14180.81,1,0,1,1
,,,,,,,297,14990.963,1,0,1,1
,,,,,,,298,16212.2605,1,0,1,2
,,,,,,,299,15755.429,1,0,1,1
,,,,,,,300,15364.48,1,0,1,1
,,,,,,,301,14685.416,1,0,1,1
,,,,,,,302,13771.959,1,0,1,1
,,,,,,,303,12928.219,1,0,1,1
,,,,,,,304,12084.076000000001,1,0,1,3
,,,,,,,305,12011.039,1,0,1,1
,,,,,,,306,12378.906,1,0,1,1
,,,,,,,307,13266.049,1,0,1,1
,,,,,,,308,14529.498,1,0,1,1
,,,,,,,309,15489.069,1,0,1,1
,,,,,,,310,16098.361,1,0,1,1
,,,,,,,311,16323.094,1,0,1,1
,,,,,,,312,16395.271,1,0,1,1
,,,,,,,313,16265.213,1,0,1,1
,,,,,,,314,16006.005,1,0,1,1
,,,,,,,315,15733.458,1,0,1,1
,,,,,,,316,15470.504,1,0,1,1
,,,,,,,317,15464.484,1,0,1,1
,,,,,,,318,16160.568,1,0,1,1
,,,,,,,319,17335.603,1,0,1,1
,,,,,,,320,17201.216,1,0,1,1
,,,,,,,321,16686.429,1,0,1,1
,,,,,,,322,15968.093,1,0,1,1
,,,,,,,323,14884.169,1,0,1,1
,,,,,,,324,13582.136,1,0,1,1
,,,,,,,325,12468.662,1,0,1,1
,,,,,,,326,11615.932,1,0,1,2
,,,,,,,327,11283.869,1,0,1,1
,,,,,,,328,11333.929,1,0,1,1
,,,,,,,329,11721.442,1,0,1,1
,,,,,,,330,12837.48,1,0,1,1
,,,,,,,331,14738.138,1,0,1,1
,,,,,,,332,15728.369,1,0,1,1
,,,,,,,333,15829.326,1,0,1,1
,,,,,,,334,15808.873,1,0,1,1
,,,,,,,335,15774.969,1,0,1,1
,,,,,,,336,15675.253,1,0,1,1
,,,,,,,337,15498.259,1,0,1,1
,,,,,,,338,15446.915,1,0,1,1
,,,,,,,339,15379.285,1,0,1,1
,,,,,,,340,15541.211,1,0,1,1
,,,,,,,341,16259.662,1,0,1,1
,,,,,,,342,17110.747,1,0,1,1
,,,,,,,343,16990.97,1,0,1,1
,,,,,,,344,16508.419,1,0,1,1
,,,,,,,345,15803.587,1,0,1,1
,,,,,,,346,14744.532,1,0,1,1
,,,,,,,347,13440.742,1,0,1,1
,,,,,,,348,12322.694,1,0,1,1
,,,,,,,349,11601.076,1,0,1,1
,,,,,,,350,11159.896250000002,1,0,1,4
,,,,,,,351,12400.962,1,0,1,1
,,,,,,,352,14147.484,1,0,1,1
,,,,,,,353,15275.861,1,0,1,1
,,,,,,,354,15605.536,1,0,1,1
,,,,,,,355,15753.205,1,0,1,1
,,,,,,,356,15885.621,1,0,1,1
,,,,,,,357,15941.544,1,0,1,1
,,,,,,,358,15888.5,1,0,1,1
,,,,,,,359,15764.4895,1,0,1,2
,,,,,,,360,15717.153,1,0,1,1
,,,,,,,361,16310.296,1,0,1,1
,,,,,,,362,17129.259,1,0,1,1
,,,,,,,363,16983.27,1,0,1,1
,,,,,,,364,16516.363,1,0,1,1
,,,,,,,365,15839.228,1,0,1,1
,,,,,,,366,14787.819,1,0,1,1
,,,,,,,367,13463.736,1,0,1,1
,,,,,,,368,12351.685,1,0,1,1
,,,,,,,369,11630.05,1,0,1,1
,,,,,,,370,11225.04,1,0,1,1
,,,,,,,371,11021.871,1,0,1,1
,,,,,,,372,11052.01,1,0,1,1
,,,,,,,373,11405.038,1,0,1,1
,,,,,,,374,12464.423,1,0,1,1
,,,,,,,375,14321.205,1,0,1,1
,,,,,,,376,15323.422,1,0,1,1
,,,,,,,377,15400.134,1,0,1,1
,,,,,,,378,15352.418,1,0,1,1
,,,,,,,379,15327.177,1,0,1,1
,,,,,,,380,15240.962,1,0,1,1
,,,,,,,381,15047.527,1,0,1,1
,,,,,,,382,14942.906,1,0,1,1
,,,,,,,383,14824.531,1,0,1,1
,,,,,,,384,14872.337,1,0,1,1
,,,,,,,385,15545.479,1,0,1,1
,,,,,,,386,16461.99,1,0,1,1
,,,,,,,387,16378.712,1,0,1,1
,,,,,,,388,15958.504,1,0,1,1
,,,,,,,389,15309.503,1,0,1,1
,,,,,,,390,14334.539,1,0,1,1
,,,,,,,391,13048.903,1,0,1,1
,,,,,,,392,11972.391,1,0,1,1
,,,,,,,393,11279.001,1,0,1,1
,,,,,,,394,10923.369,1,0,1,1
,,,,,,,395,10775.726,1,0,1,1
,,,,,,,396,10795.188,1,0,1,1
,,,,,,,397,11157.887,1,0,1,1
,,,,,,,398,12176.405,1,0,1,1
,,,,,,,399,13979.903,1,0,1,1
,,,,,,,400,15027.94,1,0,1,1
,,,,,,,401,15317.993,1,0,1,1
,,,,,,,402,15456.107,1,0,1,1
,,,,,,,403,15403.307333333332,1,0,1,3
,,,,,,,404,15182.2645,1,0,1,2
,,,,,,,405,15053.133,1,0,1,1
,,,,,,,406,15514.449,1,0,1,1
,,,,,,,407,16059.6485,1,0,1,2
,,,,,,,408,15431.446,1,0,1,1
,,,,,,,409,14847.522,1,0,1,1
,,,,,,,410,14037.891,1,0,1,1
,,,,,,,411,13011.577,1,0,1,1
,,,,,,,412,12005.915,1,0,1,1
,,,,,,,413,11232.672,1,0,1,1
,,,,,,,414,10611.515599999999,1,0,1,5
,,,,,,,415,11638.886,1,0,1,1
,,,,,,,416,12428.0,1,0,1,1
,,,,,,,417,13298.553,1,0,1,1
,,,,,,,418,13904.413,1,0,1,1
,,,,,,,419,14128.218,1,0,1,1
,,,,,,,420,14044.855,1,0,1,1
,,,,,,,421,13770.591,1,0,1,1
,,,,,,,422,13377.624,1,0,1,1
,,,,,,,423,13115.774,1,0,1,1
,,,,,,,424,13109.36,1,0,1,1
,,,,,,,425,13594.122,1,0,1,1
,,,,,,,426,14649.334,1,0,1,1
,,,,,,,427,14584.604,1,0,1,1
,,,,,,,428,14142.226,1,0,1,1
,,,,,,,429,13670.721,1,0,1,1
,,,,,,,430,13023.134,1,0,1,1
,,,,,,,431,12208.535,1,0,1,1
,,,,,,,432,11367.813,1,0,1,1
,,,,,,,433,10705.45,1,0,1,1
,,,,,,,434,10279.046,1,0,1,1
,,,,,,,435,10007.640500000001,1,0,1,2
,,,,,,,436,10164.7915,1,0,1,2
,,,,,,,437,10840.854,1,0,1,1
,,,,,,,438,11501.642,1,0,1,1
,,,,,,,439,12363.199,1,0,1,1
,,,,,,,440,13072.856,1,0,1,1
,,,,,,,441,13440.85,1,0,1,1
,,,,,,,442,13651.203,1,0,1,1
,,,,,,,443,13763.46,1,0,1,1
,,,,,,,444,13784.55,1,0,1,1
,,,,,,,445,13831.63,1,0,1,1
,,,,,,,446,14062.201,1,0,1,1
,,,,,,,447,14802.213,1,0,1,1
,,,,,,,448,15474.89,1,0,1,2
,,,,,,,449,14690.201,1,0,1,1
,,,,,,,450,14160.223,1,0,1,1
,,,,,,,451,13333.74,1,0,1,1
,,,,,,,452,12364.33,1,0,1,1
,,,,,,,453,11353.071,1,0,1,1
,,,,,,,454,10484.351200000001,1,0,1,5
,,,,,,,455,11910.467,1,0,1,1
,,,,,,,456,13808.787,1,0,1,1
,,,,,,,457,14949.98,1,0,1,1
,,,,,,,458,15257.14,1,0,1,1
,,,,,,,459,15472.771,1,0,1,1
,,,,,,,460,15712.395499999999,1,0,1,6
,,,,,,,461,16440.008,1,0,1,1
,,,,,,,462,17323.76,1,0,1,1
,,,,,,,463,17191.932,1,0,1,1
,,,,,,,464,16673.47,1,0,1,1
,,,,,,,465,15930.408,1,0,1,1
,,,,,,,466,14837.728,1,0,1,1
,,,,,,,467,13530.874,1,0,1,1
,,,,,,,468,12436.85,1,0,1,1
,,,,,,,469,11376.671,1,0,1,4
,,,,,,,470,11527.555,1,0,1,1
,,,,,,,471,12461.803,1,0,1,1
,,,,,,,472,14010.006,1,0,1,1
,,,,,,,473,15660.10175,1,0,1,4
,,,,,,,474,16208.438666666667,1,0,1,3
,,,,,,,475,16028.454,1,0,1,1
,,,,,,,476,16016.964,1,0,1,1
,,,,,,,477,16506.118,1,0,1,1
,,,,,,,478,17270.994,1,0,1,1
,,,,,,,479,17078.025,1,0,1,1
,,,,,,,480,16538.307,1,0,1,1
,,,,,,,481,15754.796,1,0,1,1
,,,,,,,482,14661.134,1,0,1,1
,,,,,,,483,13344.71,1,0,1,1
,,,,,,,484,12247.769,1,0,1,1
,,,,,,,485,11514.574,1,0,1,1
,,,,,,,486,11065.27425,1,0,1,4
,,,,,,,487,12391.129,1,0,1,1
,,,,,,,488,14263.089,1,0,1,1
,,,,,,,489,15240.127,1,0,1,1
,,,,,,,490,15388.012,1,0,1,1
,,,,,,,491,15416.248,1,0,1,1
,,,,,,,492,15421.302,1,0,1,1
,,,,,,,493,15363.523,1,0,1,1
,,,,,,,494,15188.779,1,0,1,1
,,,,,,,495,15030.61,1,0,1,1
,,,,,,,496,14840.722,1,0,1,1
,,,,,,,497,14846.697,1,0,1,1
,,,,,,,498,15330.718,1,0,1,1
,,,,,,,499,16523.7175,1,0,1,2
,,,,,,,500,15832.773000000001,1,0,1,2
,,,,,,,501,14509.491,1,0,1,1
,,,,,,,502,13212.08,1,0,1,1
,,,,,,,503,12045.744,1,0,1,1
,,,,,,,504,11313.168,1,0,1,1
,,,,,,,505,10906.156,1,0,1,1
,,,,,,,506,10708.148,1,0,1,1
,,,,,,,507,10689.91,1,0,1,1
,,,,,,,508,11033.905,1,0,1,1
,,,,,,,509,12090.302,1,0,1,1
,,,,,,,510,13921.378,1,0,1,1
,,,,,,,511,14948.157,1,0,1,1
,,,,,,,512,15123.98,1,0,1,1
,,,,,,,513,15209.355,1,0,1,1
,,,,,,,514,15308.289,1,0,1,1
,,,,,,,515,15223.934,1,0,1,1
,,,,,,,516,15049.377,1,0,1,1
,,,,,,,517,14770.5495,1,0,1,2
,,,,,,,518,14664.239,1,0,1,1
,,,,,,,519,15172.172,1,0,1,1
,,,,,,,520,16228.2945,1,0,1,2
,,,,,,,521,15868.389,1,0,1,1
,,,,,,,522,15282.641,1,0,1,1
,,,,,,,523,14313.838,1,0,1,1
,,,,,,,524,13072.824,1,0,1,1
,,,,,,,525,11117.005666666666,1,0,1,6
,,,,,,,526,12102.68,1,0,1,1
,,,,,,,527,13904.623,1,0,1,1
,,,,,,,528,14903.085,1,0,1,1
,,,,,,,529,15133.251,1,0,1,1
,,,,,,,530,15281.2575,1,0,1,2
,,,,,,,531,15283.414,1,0,1,1
,,,,,,,532,15134.957,1,0,1,1
,,,,,,,533,15079.537,1,0,1,1
,,,,,,,534,14939.198,1,0,1,1
,,,,,,,535,14953.203,1,0,1,1
,,,,,,,536,15456.122,1,0,1,1
,,,,,,,537,16250.673,1,0,1,1
,,,,,,,538,15841.7675,1,0,1,2
,,,,,,,539,15056.582,1,0,1,1
,,,,,,,540,14302.375,1,0,1,1
,,,,,,,541,13319.76,1,0,1,1
,,,,,,,542,12347.038,1,0,1,1
,,,,,,,543,11305.792142857144,1,0,1,7
,,,,,,,544,12894.571,1,0,1,1
,,,,,,,545,13709.484,1,0,1,1
,,,,,,,546,14242.908,1,0,1,1
,,,,,,,547,14460.009,1,0,1,1
,,,,,,,548,14498.019,1,0,1,1
,,,,,,,549,14387.53,1,0,1,1
,,,,,,,550,14212.308,1,0,1,1
,,,,,,,551,14112.237,1,0,1,1
,,,,,,,552,14141.209,1,0,1,1
,,,,,,,553,14589.522,1,0,1,1
,,,,,,,554,15260.383666666667,1,0,1,3
,,,,,,,555,14465.04,1,0,1,1
,,,,,,,556,13844.998,1,0,1,1
,,,,,,,557,13031.927,1,0,1,1
,,,,,,,558,12175.011,1,0,1,1
,,,,,,,559,11525.261,1,0,1,1
