Time_Index,CT_NG,ME_NG,MA_NG
0,0.05306,0.05306,0.05306
1,5.45,5.45,5.28
2,5.45,5.45,5.28
3,5.45,5.45,5.279999999999999
4,5.45,5.45,5.28
5,5.45,5.45,5.28
6,5.45,5.45,5.28
7,5.450000000000002,5.450000000000002,5.280000000000001
8,5.45,5.45,5.28
9,5.45,5.45,5.279999999999999
10,5.45,5.45,5.28
11,5.45,5.45,5.28
12,5.45,5.45,5.279999999999998
13,3.9675344180225287,3.9675344180225287,3.9426157697121393
14,3.14,3.14,3.69
15,3.139999999999999,3.139999999999999,3.6899999999999995
16,3.14,3.14,3.69
17,3.14,3.14,3.6899999999999995
18,3.14,3.14,3.69
19,3.14,3.14,3.69
20,3.14,3.14,3.69
21,3.14,3.14,3.69
22,3.14,3.14,3.6899999999999995
23,3.14,3.14,3.69
24,3.14,3.14,3.69
25,3.14,3.14,3.6900000000000004
26,3.14,3.14,3.69
27,3.14,3.14,3.6900000000000004
28,1.9518125484120836,1.9518125484120836,2.431185127807901
29,1.89,1.89,2.34
30,1.7948431214802898,1.7948431214802898,2.1738374899436845
31,1.75,1.75,2.11
32,2.0016585100598148,2.0016585100598148,2.1722512234910276
33,2.78,2.78,2.74
34,2.7800000000000002,2.7800000000000002,2.7400000000000007
35,2.78,2.78,2.74
36,2.7800000000000007,2.7800000000000007,2.7400000000000007
37,3.7800000000000002,3.7800000000000002,4.28
38,3.78,3.78,4.28
39,3.78,3.78,4.28
