Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Rep_Period,START_SUBPERIODS,INTERIOR_SUBPERIODS,Rel_TimeStep
50000,1,1,1,4,8736,96096.0,1,13067.837739359467,1,1,0,1
,,,,,,26208.0,2,12078.092027146886,1,0,1,8
,,,,,,34944.0,3,14024.14272402881,1,0,1,1
,,,,,,43680.0,4,14640.051049228166,1,0,1,1
,,,,,,,5,15106.224773487647,1,0,1,2
,,,,,,,6,14107.195516016794,1,0,1,20
,,,,,,,7,15176.100920592924,1,0,1,1
,,,,,,,8,15614.424009077587,1,0,1,30
,,,,,,,9,18765.738420458223,1,0,1,1
,,,,,,,10,18758.551159613107,1,0,1,5
,,,,,,,11,15286.904525288433,1,0,1,1
,,,,,,,12,12911.400732472757,1,0,1,7
,,,,,,,13,16074.50852623218,1,0,1,1
,,,,,,,14,17426.611972719264,1,0,1,2
,,,,,,,15,17354.839187335416,1,0,1,5
,,,,,,,16,17036.80289493912,1,0,1,1
,,,,,,,17,15688.63691388416,1,0,1,18
,,,,,,,18,17583.50056014849,1,0,1,3
,,,,,,,19,17324.79244408015,1,0,1,2
,,,,,,,20,17255.082668753694,1,0,1,3
,,,,,,,21,19145.066076172578,1,0,1,1
,,,,,,,22,18829.12606818944,1,0,1,2
,,,,,,,23,14611.168908424654,1,0,1,15
,,,,,,,24,17067.41530224238,1,0,1,3
,,,,,,,25,16871.096603232323,1,0,1,1
,,,,,,,26,17906.261811063334,1,0,1,3
,,,,,,,27,18520.173674916827,1,0,1,1
,,,,,,,28,14093.711723234721,1,0,1,13
,,,,,,,29,15381.73643921702,1,0,1,1
,,,,,,,30,16014.614685856232,1,0,1,1
,,,,,,,31,16204.278513713409,1,0,1,2
,,,,,,,32,15845.913702130638,1,0,1,1
,,,,,,,33,15365.265633113635,1,0,1,2
,,,,,,,34,15312.858522784678,1,0,1,1
,,,,,,,35,14422.65859156731,1,0,1,18
,,,,,,,36,15471.577199780946,1,0,1,1
,,,,,,,37,15575.393189765928,1,0,1,3
,,,,,,,38,15055.315009168091,1,0,1,1
,,,,,,,39,14965.736940886516,1,0,1,19
,,,,,,,40,17246.431336254947,1,0,1,1
,,,,,,,41,17141.617115597033,1,0,1,1
,,,,,,,42,16858.1196044842,1,0,1,2
,,,,,,,43,15060.472534311573,1,0,1,18
,,,,,,,44,16735.337231713504,1,0,1,1
,,,,,,,45,16650.48762451424,1,0,1,1
,,,,,,,46,16555.65571058565,1,0,1,2
,,,,,,,47,16327.060886484107,1,0,1,1
,,,,,,,48,16192.299745638218,1,0,1,1
,,,,,,,49,15991.655380378783,1,0,1,1
,,,,,,,50,16061.53152748406,1,0,1,1
,,,,,,,51,17114.664887427854,1,0,1,1
,,,,,,,52,15027.999788026937,1,0,1,11
,,,,,,,53,11953.812308366787,1,0,1,1
,,,,,,,54,16441.69104209252,1,0,1,12
,,,,,,,55,18637.964894322864,1,0,1,1
,,,,,,,56,14050.828757351876,1,0,1,15
,,,,,,,57,16075.506756905113,1,0,1,1
,,,,,,,58,16129.41121324347,1,0,1,1
,,,,,,,59,15936.752693367496,1,0,1,2
,,,,,,,60,15713.149022630614,1,0,1,1
,,,,,,,61,15542.451577559155,1,0,1,1
,,,,,,,62,16838.154991025553,1,0,1,7
,,,,,,,63,14170.882632949888,1,0,1,1
,,,,,,,64,13044.578964680139,1,0,1,10
,,,,,,,65,16461.822027329996,1,0,1,1
,,,,,,,66,16409.41491700104,1,0,1,2
,,,,,,,67,16131.407674589334,1,0,1,1
,,,,,,,68,16019.605839220894,1,0,1,1
,,,,,,,69,15856.894239532894,1,0,1,1
,,,,,,,70,13686.972903245749,1,0,1,43
,,,,,,,71,16261.926335075259,1,0,1,4
,,,,,,,72,16047.722669841825,1,0,1,18
,,,,,,,73,18087.93979353705,1,0,1,1
,,,,,,,74,18630.977279612336,1,0,1,1
,,,,,,,75,18851.58625833042,1,0,1,1
,,,,,,,76,18624.98789557474,1,0,1,2
,,,,,,,77,18177.780554100977,1,0,1,1
,,,,,,,78,17858.346738762575,1,0,1,1
,,,,,,,79,17775.493592909177,1,0,1,1
,,,,,,,80,16322.146520094286,1,0,1,13
,,,,,,,81,14629.07051182591,1,0,1,1
,,,,,,,82,17492.994312469276,1,0,1,2
,,,,,,,83,18112.895560360364,1,0,1,1
,,,,,,,84,17949.185729999434,1,0,1,1
,,,,,,,85,17789.468822330233,1,0,1,1
,,,,,,,86,17525.93592467605,1,0,1,1
,,,,,,,87,17242.438413563217,1,0,1,1
,,,,,,,88,17060.7604310895,1,0,1,1
,,,,,,,89,15539.15741633848,1,0,1,20
,,,,,,,90,16717.701823158364,1,0,1,3
,,,,,,,91,16447.84679790894,1,0,1,2
,,,,,,,92,14980.614080476975,1,0,1,18
,,,,,,,93,16704.991019256355,1,0,1,5
,,,,,,,94,15089.155028980505,1,0,1,20
,,,,,,,95,16288.629005576204,1,0,1,2
,,,,,,,96,15940.745616059226,1,0,1,1
,,,,,,,97,15791.01101511935,1,0,1,1
,,,,,,,98,13675.926590954186,1,0,1,18
,,,,,,,99,13976.22765172805,1,0,1,1
,,,,,,,100,14627.074050480045,1,0,1,1
,,,,,,,101,14899.591024190619,1,0,1,1
,,,,,,,102,14592.801464042694,1,0,1,3
,,,,,,,103,13359.32109585576,1,0,1,18
,,,,,,,104,13774.585055795682,1,0,1,1
,,,,,,,105,14514.27398443867,1,0,1,1
,,,,,,,106,14884.617564096632,1,0,1,1
,,,,,,,107,14968.468940622963,1,0,1,1
,,,,,,,108,14866.649411983846,1,0,1,1
,,,,,,,109,14603.116514329664,1,0,1,1
,,,,,,,110,14406.46507176196,1,0,1,1
,,,,,,,111,14568.178440777026,1,0,1,1
,,,,,,,112,15499.727304757647,1,0,1,25
,,,,,,,113,19172.018304341756,1,0,1,1
,,,,,,,114,19138.07846146205,1,0,1,1
,,,,,,,115,14326.222683053153,1,0,1,13
,,,,,,,116,16898.048831401502,1,0,1,1
,,,,,,,117,16811.202762856374,1,0,1,1
,,,,,,,118,16662.965507925896,1,0,1,2
,,,,,,,119,15176.33859456267,1,0,1,21
,,,,,,,120,16753.305383826286,1,0,1,1
,,,,,,,121,16576.119439380767,1,0,1,4
,,,,,,,122,16331.053809175837,1,0,1,1
,,,,,,,123,15266.624681090963,1,0,1,19
,,,,,,,124,17045.786970995512,1,0,1,2
,,,,,,,125,16714.873502918384,1,0,1,2
,,,,,,,126,16506.742407611957,1,0,1,1
,,,,,,,127,15823.776468972077,1,0,1,17
