Cost_of_Demand_Curtailment_per_MW,Demand_Segment,Max_Demand_Curtailment,Rep_Periods,Sub_Weights,Timesteps_per_Rep_Period,Voll,Time_Index,Demand_MW_z1,Rep_Period,START_SUBPERIODS,INTERIOR_SUBPERIODS
1.0,1.0,1.0,1.0,8736.0,8736.0,50000.0,1.0,13303.979,2.0,1.0,0.0
,,,,,,,2.0,12785.161,2.0,0.0,1.0
,,,,,,,3.0,12555.001,2.0,0.0,1.0
,,,,,,,4.0,12536.859,2.0,0.0,1.0
,,,,,,,5.0,12841.478,2.0,0.0,1.0
,,,,,,,6.0,13909.561,2.0,0.0,1.0
,,,,,,,7.0,15733.947,2.0,0.0,1.0
,,,,,,,8.0,16503.962,2.0,0.0,1.0
,,,,,,,9.0,17020.933,2.0,0.0,1.0
,,,,,,,10.0,17635.362,2.0,0.0,1.0
,,,,,,,11.0,17050.612,2.0,0.0,1.0
,,,,,,,12.0,17240.732,2.0,0.0,1.0
,,,,,,,13.0,16771.358,2.0,0.0,1.0
,,,,,,,14.0,16608.213,2.0,0.0,1.0
,,,,,,,15.0,16388.075,2.0,0.0,1.0
,,,,,,,16.0,16465.777,2.0,0.0,1.0
,,,,,,,17.0,16826.406,2.0,0.0,1.0
,,,,,,,18.0,18539.78,2.0,0.0,1.0
,,,,,,,19.0,18105.78,2.0,0.0,1.0
,,,,,,,20.0,17770.178,2.0,0.0,1.0
,,,,,,,21.0,17706.591,2.0,0.0,1.0
,,,,,,,22.0,16761.323,2.0,0.0,1.0
,,,,,,,23.0,16310.781,2.0,0.0,1.0
,,,,,,,24.0,14891.905,2.0,0.0,1.0
,,,,,,,25.0,13957.883,2.0,0.0,1.0
,,,,,,,26.0,13580.037,2.0,0.0,1.0
,,,,,,,27.0,13331.661,2.0,0.0,1.0
,,,,,,,28.0,13460.623,2.0,0.0,1.0
,,,,,,,29.0,13666.24,2.0,0.0,1.0
,,,,,,,30.0,15020.311,2.0,0.0,1.0
,,,,,,,31.0,17542.559,2.0,0.0,1.0
,,,,,,,32.0,18799.387,2.0,0.0,1.0
,,,,,,,33.0,19001.389,2.0,0.0,1.0
,,,,,,,34.0,18808.709,2.0,0.0,1.0
,,,,,,,35.0,18680.996,2.0,0.0,1.0
,,,,,,,36.0,18590.244,2.0,0.0,1.0
,,,,,,,37.0,18046.592,2.0,0.0,1.0
,,,,,,,38.0,17851.175,2.0,0.0,1.0
,,,,,,,39.0,17327.013,2.0,0.0,1.0
,,,,,,,40.0,17234.125,2.0,0.0,1.0
,,,,,,,41.0,18076.507,2.0,0.0,1.0
,,,,,,,42.0,19111.773,2.0,0.0,1.0
,,,,,,,43.0,18268.696,2.0,0.0,1.0
,,,,,,,44.0,18237.529,2.0,0.0,1.0
,,,,,,,45.0,17665.962,2.0,0.0,1.0
,,,,,,,46.0,17083.231,2.0,0.0,1.0
,,,,,,,47.0,16021.59,2.0,0.0,1.0
,,,,,,,48.0,14833.873,2.0,0.0,1.0
,,,,,,,49.0,14108.956,2.0,0.0,1.0
,,,,,,,50.0,13579.964,2.0,0.0,1.0
,,,,,,,51.0,13388.565,2.0,0.0,1.0
,,,,,,,52.0,13460.571,2.0,0.0,1.0
,,,,,,,53.0,13665.725,2.0,0.0,1.0
,,,,,,,54.0,14793.64,2.0,0.0,1.0
,,,,,,,55.0,16759.259,2.0,0.0,1.0
,,,,,,,56.0,18192.964,2.0,0.0,1.0
,,,,,,,57.0,18143.313,2.0,0.0,1.0
,,,,,,,58.0,18352.475,2.0,0.0,1.0
,,,,,,,59.0,18302.829,2.0,0.0,1.0
,,,,,,,60.0,18215.081,2.0,0.0,1.0
,,,,,,,61.0,17692.914,2.0,0.0,1.0
,,,,,,,62.0,17358.293,2.0,0.0,1.0
,,,,,,,63.0,17294.402,2.0,0.0,1.0
,,,,,,,64.0,17679.731,2.0,0.0,1.0
,,,,,,,65.0,18325.422,2.0,0.0,1.0
,,,,,,,66.0,19663.311,2.0,0.0,1.0
,,,,,,,67.0,19603.384,2.0,0.0,1.0
,,,,,,,68.0,19021.81,2.0,0.0,1.0
,,,,,,,69.0,18208.857,2.0,0.0,1.0
,,,,,,,70.0,16259.207,2.0,0.0,1.0
,,,,,,,71.0,15090.847,2.0,0.0,1.0
,,,,,,,72.0,13868.214,2.0,0.0,1.0
,,,,,,,73.0,13166.631,2.0,0.0,1.0
,,,,,,,74.0,12827.661,2.0,0.0,1.0
,,,,,,,75.0,12694.599,2.0,0.0,1.0
,,,,,,,76.0,12769.807,2.0,0.0,1.0
,,,,,,,77.0,13486.505,2.0,0.0,1.0
,,,,,,,78.0,14646.405,2.0,0.0,1.0
