MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,MA_battery,CT_battery,ME_battery,Time_Index
1,0.0,1,0.47914353950000005,0.0,1,0.816354803625,1,1,1,1
1,0.1779,1,0.329338044,0.2003,1,0.526324749,1,1,1,2
1,0.429,1,1.52e-05,0.4221,1,0.079201177,1,1,1,3
1,0.15166363636363636,1,0.5695627013181819,0.15552727272727274,1,0.6002674450454545,1,1,1,4
1,0.16,1,0.655076563,0.1615,1,0.907849193,1,1,1,5
1,0.1616,1,0.831267045893617,0.17094893617021278,1,0.8789206020212765,1,1,1,6
1,0.2277,1,0.378751755,0.2204,1,0.823099732,1,1,1,7
1,0.4502,1,0.383687705,0.4435,1,0.801250398,1,1,1,8
1,0.6046,1,0.43698281,0.5641,1,0.801717401,1,1,1,9
1,0.14140860215053763,1,0.502456880311828,0.14698709677419353,1,0.37684844412903223,1,1,1,10
1,0.2056,1,0.796525359,0.1964,1,0.616902471,1,1,1,11
1,0.4097,1,0.6475963,0.35,1,0.659731388,1,1,1,12
1,0.54234,1,0.826787603,0.50158,1,0.47601063239999997,1,1,1,13
1,0.11515454545454547,1,0.34474807486363634,0.1212909090909091,1,0.4366601541818182,1,1,1,14
1,0.7654,1,0.063318081,0.7914,1,0.1468952,1,1,1,15
1,0.15954583333333333,1,0.31422902241666667,0.1639958333333333,1,0.7646283848333333,1,1,1,16
1,0.5176,1,0.579014182,0.4279,1,0.620525122,1,1,1,17
1,0.12037299270072992,1,0.7404167937445255,0.13157518248175182,1,0.7359510450583941,1,1,1,18
1,0.2391,1,0.058440641,0.2371,1,0.694000363,1,1,1,19
1,0.4586,1,0.001883788,0.4656,1,0.494121283,1,1,1,20
1,0.6490250000000001,1,0.17750003,0.63225,1,0.15750601525,1,1,1,21
1,0.4943,1,0.688237429,0.435,1,0.394359469,1,1,1,22
1,0.13277381974248925,1,0.5841463387124464,0.1332,1,0.6760797348326181,1,1,1,23
1,0.1243,1,0.0,0.1448,1,0.628320456,1,1,1,24
1,0.07542127659574469,1,0.5069728212553191,0.06714255319148937,1,0.6628754318723405,1,1,1,25
1,0.2499,1,0.541716576,0.2267,1,0.878550053,1,1,1,26
1,0.4810666666666667,1,0.03978214433333333,0.4338333333333333,1,0.5801623463333333,1,1,1,27
1,0.5597,1,0.021236544,0.6758,1,0.422075212,1,1,1,28
1,0.64095,1,0.3719397335,0.66385,1,0.1716691405,1,1,1,29
1,0.4365,1,0.974582016,0.3833,1,0.189681008,1,1,1,30
1,0.195,1,0.989060044,0.1751,1,0.334965825,1,1,1,31
1,0.0,1,0.8878044089333333,0.0,1,0.9325113892000001,1,1,1,32
1,0.2679,1,0.72623843,0.2674,1,0.997840822,1,1,1,33
1,0.2124952380952381,1,0.638287044904762,0.2241015873015873,1,0.46707787446031757,1,1,1,34
1,0.1741444444444444,1,0.5031076909716312,0.17743735224586288,1,0.5994731683309693,1,1,1,35
1,0.4635,1,0.455034077,0.406,1,0.772954941,1,1,1,36
1,0.18177720588235294,1,0.6432808425441178,0.18745477941176472,1,0.7236930741286765,1,1,1,37
1,0.1106049382716049,1,0.4445437246790124,0.11768888888888888,1,0.5945604903703704,1,1,1,38
1,0.5627,1,0.646394074,0.584,1,0.647287786,1,1,1,39
1,0.593675,1,0.82831734425,0.61835,1,0.754738763,1,1,1,40
1,0.0,1,0.9964570105,0.0,1,0.801267028,1,1,1,41
1,0.0,1,0.6848690752727273,0.0,1,0.8008554687272728,1,1,1,42
