Qt_Data_Points,Max_Rel_TimeStep
2514,99
2733,136
2482,87
2259,134
2446,138
2491,106
2515,104
2528,91
2239,90
2475,94
2546,98
2374,88
2541,110
2476,94
2441,164
2458,92
2546,87
2313,78
2382,113
2405,126
2358,90
2356,118
2249,111
