Qt_Data_Points,Max_Rel_TimeStep
5081,62
5400,33
5073,33
4692,57
4829,37
4868,43
5036,36
4887,47
4798,45
4889,48
4823,66
4820,27
5081,26
4780,50
4829,29
4830,31
4805,49
4656,56
4522,42
4650,45
4630,43
4435,52
4583,43
