epsilon,total_cost,Run_time
0.4,4759.271996436515,15.507999897003174
0.003,4884.122097882978,37.264999866485596
0.3,4875.231689329854,20.85199999809265
0.2,4877.396270159379,36.31500005722046
0.1,4882.490257082227,42.3529999256134
0.001,4884.122097882978,40.47699999809265
0.8,12714.04683412476,1.4860000610351562
