Zone,1,Total
CO2_Price_1,3.1088555822313087e-17,0.0
AnnualSum,8.979781076115493e-15,8.979781076115493e-15
t1,1.6687387201687946e-18,1.6687387201687946e-18
t2,1.1406939940203641e-18,1.1406939940203641e-18
t3,9.901317175498904e-19,9.901317175498904e-19
t4,1.1516125000378231e-18,1.1516125000378231e-18
