Cost_of_Demand_Curtailment_per_MW,Demand_Segment,Max_Demand_Curtailment,Rep_Periods,Sub_Weights,Timesteps_per_Rep_Period,Voll,Time_Index,Demand_MW_z1,Rep_Period,START_SUBPERIODS,INTERIOR_SUBPERIODS
1.0,1.0,1.0,1.0,8736.0,8736.0,50000.0,1.0,11513.897,17.0,1.0,0.0
,,,,,,,2.0,10964.352,17.0,0.0,1.0
,,,,,,,3.0,10574.445,17.0,0.0,1.0
,,,,,,,4.0,10385.898,17.0,0.0,1.0
,,,,,,,5.0,10421.392,17.0,0.0,1.0
,,,,,,,6.0,10720.206,17.0,0.0,1.0
,,,,,,,7.0,11183.823,17.0,0.0,1.0
,,,,,,,8.0,11560.636,17.0,0.0,1.0
,,,,,,,9.0,12150.316,17.0,0.0,1.0
,,,,,,,10.0,12894.595,17.0,0.0,1.0
,,,,,,,11.0,13425.348,17.0,0.0,1.0
,,,,,,,12.0,13729.399,17.0,0.0,1.0
,,,,,,,13.0,13885.008,17.0,0.0,1.0
,,,,,,,14.0,13886.862,17.0,0.0,1.0
,,,,,,,15.0,13870.261,17.0,0.0,1.0
,,,,,,,16.0,14074.374,17.0,0.0,1.0
,,,,,,,17.0,15008.764,17.0,0.0,1.0
,,,,,,,18.0,15727.377,17.0,0.0,1.0
,,,,,,,19.0,15511.834,17.0,0.0,1.0
,,,,,,,20.0,15103.224,17.0,0.0,1.0
,,,,,,,21.0,14642.164,17.0,0.0,1.0
,,,,,,,22.0,13968.643,17.0,0.0,1.0
,,,,,,,23.0,13083.417,17.0,0.0,1.0
,,,,,,,24.0,12162.752,17.0,0.0,1.0
,,,,,,,25.0,11431.143,17.0,0.0,1.0
,,,,,,,26.0,11013.796,17.0,0.0,1.0
,,,,,,,27.0,10785.597,17.0,0.0,1.0
,,,,,,,28.0,10735.563,17.0,0.0,1.0
,,,,,,,29.0,10824.685,17.0,0.0,1.0
,,,,,,,30.0,11252.359,17.0,0.0,1.0
,,,,,,,31.0,11930.472,17.0,0.0,1.0
,,,,,,,32.0,12565.903,17.0,0.0,1.0
,,,,,,,33.0,13372.254,17.0,0.0,1.0
,,,,,,,34.0,13979.094,17.0,0.0,1.0
,,,,,,,35.0,14280.212,17.0,0.0,1.0
,,,,,,,36.0,14316.538,17.0,0.0,1.0
,,,,,,,37.0,14210.243,17.0,0.0,1.0
,,,,,,,38.0,13977.786,17.0,0.0,1.0
,,,,,,,39.0,13869.202,17.0,0.0,1.0
,,,,,,,40.0,14003.792,17.0,0.0,1.0
,,,,,,,41.0,14998.018,17.0,0.0,1.0
,,,,,,,42.0,15973.872,17.0,0.0,1.0
,,,,,,,43.0,15847.551,17.0,0.0,1.0
,,,,,,,44.0,15437.565,17.0,0.0,1.0
,,,,,,,45.0,14983.233,17.0,0.0,1.0
,,,,,,,46.0,14289.292,17.0,0.0,1.0
,,,,,,,47.0,13379.072,17.0,0.0,1.0
,,,,,,,48.0,12437.439,17.0,0.0,1.0
,,,,,,,49.0,11646.843,17.0,0.0,1.0
,,,,,,,50.0,11142.86,17.0,0.0,1.0
,,,,,,,51.0,10873.132,17.0,0.0,1.0
,,,,,,,52.0,10781.183,17.0,0.0,1.0
,,,,,,,53.0,10839.049,17.0,0.0,1.0
,,,,,,,54.0,11112.343,17.0,0.0,1.0
,,,,,,,55.0,11622.941,17.0,0.0,1.0
,,,,,,,56.0,12174.217,17.0,0.0,1.0
,,,,,,,57.0,12928.902,17.0,0.0,1.0
,,,,,,,58.0,13537.058,17.0,0.0,1.0
,,,,,,,59.0,13853.791,17.0,0.0,1.0
,,,,,,,60.0,14061.176,17.0,0.0,1.0
,,,,,,,61.0,14132.676,17.0,0.0,1.0
,,,,,,,62.0,14034.421,17.0,0.0,1.0
,,,,,,,63.0,13928.849,17.0,0.0,1.0
,,,,,,,64.0,14009.291,17.0,0.0,1.0
,,,,,,,65.0,15156.475,17.0,0.0,1.0
,,,,,,,66.0,16299.928,17.0,0.0,1.0
,,,,,,,67.0,16211.821,17.0,0.0,1.0
,,,,,,,68.0,15784.253,17.0,0.0,1.0
,,,,,,,69.0,15209.776,17.0,0.0,1.0
,,,,,,,70.0,14186.037,17.0,0.0,1.0
,,,,,,,71.0,13046.842,17.0,0.0,1.0
,,,,,,,72.0,12025.94,17.0,0.0,1.0
