Cost_of_Demand_Curtailment_per_MW,Demand_Segment,Max_Demand_Curtailment,Rep_Periods,Sub_Weights,Timesteps_per_Rep_Period,Voll,Time_Index,Demand_MW_z1,Rel_TimeStep
1.0,1.0,1.0,1.0,200928.0,200928.0,50000.0,1.0,12206.5085,8.0
,,,,,,,2.0,13956.631,1.0
,,,,,,,3.0,14865.612,1.0
,,,,,,,4.0,15492.811,1.0
,,,,,,,5.0,16763.561,1.0
,,,,,,,6.0,16738.178,1.0
,,,,,,,7.0,16684.764,1.0
,,,,,,,8.0,14610.547891304348,46.0
,,,,,,,9.0,16151.616,1.0
,,,,,,,10.0,15476.905,1.0
,,,,,,,11.0,14882.743,1.0
,,,,,,,12.0,15044.639815789475,114.0
,,,,,,,13.0,16763.277,1.0
,,,,,,,14.0,16240.292,1.0
,,,,,,,15.0,16241.096,1.0
,,,,,,,16.0,16516.755,1.0
,,,,,,,17.0,16209.638,1.0
,,,,,,,18.0,15068.806611111113,18.0
,,,,,,,19.0,17050.174,1.0
,,,,,,,20.0,16868.932,1.0
,,,,,,,21.0,16326.804,1.0
,,,,,,,22.0,16477.827,1.0
,,,,,,,23.0,15718.855,1.0
,,,,,,,24.0,15208.188,1.0
,,,,,,,25.0,14918.77,1.0
,,,,,,,26.0,14693.867,1.0
,,,,,,,27.0,13864.234555555555,18.0
,,,,,,,28.0,16131.63,1.0
,,,,,,,29.0,14986.468562500002,64.0
,,,,,,,30.0,11761.447,1.0
,,,,,,,31.0,11884.834,1.0
,,,,,,,32.0,12540.285,1.0
,,,,,,,33.0,14176.208,1.0
,,,,,,,34.0,16070.1675,2.0
,,,,,,,35.0,17667.9725,2.0
,,,,,,,36.0,17850.199,1.0
,,,,,,,37.0,17468.836021739127,46.0
,,,,,,,38.0,18832.242,1.0
,,,,,,,39.0,18690.395,1.0
,,,,,,,40.0,18377.374,1.0
,,,,,,,41.0,18369.682,1.0
,,,,,,,42.0,18073.968,1.0
,,,,,,,43.0,16828.692303030304,66.0
,,,,,,,44.0,18681.31,1.0
,,,,,,,45.0,18765.358,1.0
,,,,,,,46.0,18689.148,1.0
,,,,,,,47.0,18451.184,1.0
,,,,,,,48.0,18377.831,1.0
,,,,,,,49.0,18257.07,1.0
,,,,,,,50.0,18257.16,1.0
,,,,,,,51.0,17043.2633125,16.0
,,,,,,,52.0,17786.693,1.0
,,,,,,,53.0,18504.272,1.0
,,,,,,,54.0,18866.11,1.0
,,,,,,,55.0,18694.304,1.0
,,,,,,,56.0,17978.596,3.0
,,,,,,,57.0,18183.581,2.0
,,,,,,,58.0,20421.218500000003,2.0
,,,,,,,59.0,16646.305333333337,21.0
,,,,,,,60.0,18140.343,1.0
,,,,,,,61.0,19101.417,1.0
,,,,,,,62.0,17683.5,5.0
,,,,,,,63.0,14657.388,1.0
,,,,,,,64.0,17364.315107142855,56.0
,,,,,,,65.0,18480.128,1.0
,,,,,,,66.0,18233.087,1.0
,,,,,,,67.0,18785.414,1.0
,,,,,,,68.0,18829.627,1.0
,,,,,,,69.0,18577.123666666666,3.0
,,,,,,,70.0,18859.384,2.0
,,,,,,,71.0,20438.509,1.0
,,,,,,,72.0,20576.483,1.0
,,,,,,,73.0,15891.573234375,64.0
,,,,,,,74.0,17296.296499999997,2.0
,,,,,,,75.0,17633.738,1.0
,,,,,,,76.0,17492.047,1.0
,,,,,,,77.0,16909.439,1.0
,,,,,,,78.0,16285.267882352942,17.0
,,,,,,,79.0,18537.654,1.0
,,,,,,,80.0,18594.315000000002,2.0
,,,,,,,81.0,18373.811,1.0
,,,,,,,82.0,18153.639,1.0
,,,,,,,83.0,17837.357,1.0
,,,,,,,84.0,17420.08784210526,19.0
,,,,,,,85.0,19088.557,1.0
,,,,,,,86.0,18989.305,1.0
,,,,,,,87.0,18715.974000000002,2.0
,,,,,,,88.0,16810.284666666663,18.0
,,,,,,,89.0,17757.02,1.0
,,,,,,,90.0,18040.411,1.0
,,,,,,,91.0,17988.349,1.0
,,,,,,,92.0,17792.252,1.0
,,,,,,,93.0,17507.185,1.0
,,,,,,,94.0,17282.189,1.0
,,,,,,,95.0,17055.342,1.0
,,,,,,,96.0,17113.048,1.0
,,,,,,,97.0,17850.897285714287,7.0
,,,,,,,98.0,14603.349,1.0
,,,,,,,99.0,13585.8648,5.0
,,,,,,,100.0,14622.082,1.0
,,,,,,,101.0,16982.132,2.0
,,,,,,,102.0,18089.738,1.0
,,,,,,,103.0,17658.909,1.0
,,,,,,,104.0,17349.4,1.0
,,,,,,,105.0,17153.47,1.0
,,,,,,,106.0,16306.057,1.0
,,,,,,,107.0,16255.328,1.0
,,,,,,,108.0,15910.161970588239,34.0
,,,,,,,109.0,13021.94925,8.0
,,,,,,,110.0,16449.232,1.0
,,,,,,,111.0,17530.623,1.0
,,,,,,,112.0,17289.575,1.0
,,,,,,,113.0,16773.622,1.0
,,,,,,,114.0,16774.245,1.0
,,,,,,,115.0,16687.78,1.0
,,,,,,,116.0,16032.07,1.0
,,,,,,,117.0,16039.771,1.0
,,,,,,,118.0,15407.141882352938,17.0
,,,,,,,119.0,18403.138,1.0
,,,,,,,120.0,16890.020523809526,21.0
,,,,,,,121.0,17704.694,1.0
,,,,,,,122.0,17692.499,1.0
