Qt_Data_Points,Max_Rel_TimeStep
34,1447
36,2023
24,1599
44,1415
31,1791
19,3238
61,2174
48,1096
47,1496
49,1334
36,1258
52,978
33,2177
40,1119
34,1440
38,1856
31,1654
47,951
47,2070
25,1819
19,2657
30,1608
31,1175
