Cost_of_Demand_Curtailment_per_MW,Demand_Segment,Max_Demand_Curtailment,Rep_Periods,Sub_Weights,Timesteps_per_Rep_Period,Voll,Time_Index,Demand_MW_z1,Rel_TimeStep
1.0,1.0,1.0,1.0,200928.0,200928.0,50000.0,1.0,12206.5085,8.0
,,,,,,,2.0,13956.631,1.0
,,,,,,,3.0,14865.612,1.0
,,,,,,,4.0,15492.811,1.0
,,,,,,,5.0,16763.561,1.0
,,,,,,,6.0,16738.178,1.0
,,,,,,,7.0,16684.764,1.0
,,,,,,,8.0,14610.547891304348,46.0
,,,,,,,9.0,16151.616,1.0
,,,,,,,10.0,15476.905,1.0
,,,,,,,11.0,15043.232017391307,115.0
,,,,,,,12.0,16763.277,1.0
,,,,,,,13.0,16240.292,1.0
,,,,,,,14.0,16241.096,1.0
,,,,,,,15.0,16516.755,1.0
,,,,,,,16.0,15303.203000000001,21.0
,,,,,,,17.0,16326.804,1.0
,,,,,,,18.0,16477.827,1.0
,,,,,,,19.0,15718.855,1.0
,,,,,,,20.0,15208.188,1.0
,,,,,,,21.0,14918.77,1.0
,,,,,,,22.0,14693.867,1.0
,,,,,,,23.0,14756.889638554218,83.0
,,,,,,,24.0,11761.447,1.0
,,,,,,,25.0,11884.834,1.0
,,,,,,,26.0,12540.285,1.0
,,,,,,,27.0,14176.208,1.0
,,,,,,,28.0,17456.253423076923,52.0
,,,,,,,29.0,18690.395,1.0
,,,,,,,30.0,18377.374,1.0
,,,,,,,31.0,18369.682,1.0
,,,,,,,32.0,18073.968,1.0
,,,,,,,33.0,16828.692303030304,66.0
,,,,,,,34.0,18681.31,1.0
,,,,,,,35.0,18765.358,1.0
,,,,,,,36.0,18689.148,1.0
,,,,,,,37.0,18451.184,1.0
,,,,,,,38.0,18377.831,1.0
,,,,,,,39.0,18257.07,1.0
,,,,,,,40.0,17152.003666666667,18.0
,,,,,,,41.0,18504.272,1.0
,,,,,,,42.0,18866.11,1.0
,,,,,,,43.0,18694.304,1.0
,,,,,,,44.0,18060.59,5.0
,,,,,,,45.0,20421.218500000003,2.0
,,,,,,,46.0,16646.305333333337,21.0
,,,,,,,47.0,18140.343,1.0
,,,,,,,48.0,19101.417,1.0
,,,,,,,49.0,17683.5,5.0
,,,,,,,50.0,14657.388,1.0
,,,,,,,51.0,17364.315107142855,56.0
,,,,,,,52.0,18480.128,1.0
,,,,,,,53.0,18233.087,1.0
,,,,,,,54.0,18785.414,1.0
,,,,,,,55.0,18829.627,1.0
,,,,,,,56.0,18690.0278,5.0
,,,,,,,57.0,20438.509,1.0
,,,,,,,58.0,20576.483,1.0
,,,,,,,59.0,15934.140606060606,66.0
,,,,,,,60.0,17633.738,1.0
,,,,,,,61.0,17492.047,1.0
,,,,,,,62.0,16319.944055555554,18.0
,,,,,,,63.0,18575.428,3.0
,,,,,,,64.0,18373.811,1.0
,,,,,,,65.0,18153.639,1.0
,,,,,,,66.0,17837.357,1.0
,,,,,,,67.0,17420.08784210526,19.0
,,,,,,,68.0,19088.557,1.0
,,,,,,,69.0,18989.305,1.0
,,,,,,,70.0,17000.8536,20.0
,,,,,,,71.0,17757.02,1.0
,,,,,,,72.0,18040.411,1.0
,,,,,,,73.0,17988.349,1.0
,,,,,,,74.0,17792.252,1.0
,,,,,,,75.0,17507.185,1.0
,,,,,,,76.0,17282.189,1.0
,,,,,,,77.0,17055.342,1.0
,,,,,,,78.0,17758.666125000003,8.0
,,,,,,,79.0,14603.349,1.0
,,,,,,,80.0,13585.8648,5.0
,,,,,,,81.0,16195.448666666669,3.0
,,,,,,,82.0,18089.738,1.0
,,,,,,,83.0,17658.909,1.0
,,,,,,,84.0,17349.4,1.0
,,,,,,,85.0,17153.47,1.0
,,,,,,,86.0,16306.057,1.0
,,,,,,,87.0,15920.02385714286,35.0
,,,,,,,88.0,13021.94925,8.0
,,,,,,,89.0,16449.232,1.0
,,,,,,,90.0,17530.623,1.0
,,,,,,,91.0,17289.575,1.0
,,,,,,,92.0,16773.622,1.0
,,,,,,,93.0,16774.245,1.0
,,,,,,,94.0,16687.78,1.0
,,,,,,,95.0,16032.07,1.0
,,,,,,,96.0,16039.771,1.0
,,,,,,,97.0,15407.141882352938,17.0
,,,,,,,98.0,18403.138,1.0
,,,,,,,99.0,16890.020523809526,21.0
,,,,,,,100.0,17704.694,1.0
,,,,,,,101.0,17692.499,1.0
,,,,,,,102.0,17757.025,1.0
,,,,,,,103.0,17990.819,1.0
,,,,,,,104.0,17426.42,1.0
,,,,,,,105.0,16827.672,1.0
,,,,,,,106.0,16427.977,1.0
,,,,,,,107.0,17386.779000000002,4.0
,,,,,,,108.0,19539.815,1.0
,,,,,,,109.0,15653.4384375,16.0
,,,,,,,110.0,17528.262,1.0
,,,,,,,111.0,16148.254150000002,20.0
,,,,,,,112.0,17951.935,1.0
,,,,,,,113.0,17647.79,1.0
,,,,,,,114.0,17341.254,1.0
,,,,,,,115.0,16695.519,1.0
,,,,,,,116.0,16388.633,1.0
,,,,,,,117.0,16084.677,1.0
,,,,,,,118.0,15796.697,1.0
,,,,,,,119.0,15648.074,1.0
,,,,,,,120.0,15735.35038095238,63.0
,,,,,,,121.0,18089.663,1.0
,,,,,,,122.0,17662.363,1.0
