Time_Index,MA_natural_gas_combined_cycle,CT_natural_gas_combined_cycle,ME_natural_gas_combined_cycle,MA_solar_pv,CT_onshore_wind,CT_solar_pv,ME_onshore_wind,MA_battery,CT_battery,ME_battery
144,1.0,1.0,1.0,0.0,0.921534657,0.0,0.374869168,1.0,1.0,1.0
145,1.0,1.0,1.0,0.0,0.504448533,0.0,0.889441252,1.0,1.0,1.0
146,1.0,1.0,1.0,0.0,0.487716585,0.0,0.884310007,1.0,1.0,1.0
147,1.0,1.0,1.0,0.0,0.197554901,0.0,0.762876272,1.0,1.0,1.0
148,1.0,1.0,1.0,0.0,0.051789507,0.0,0.630009115,1.0,1.0,1.0
149,1.0,1.0,1.0,0.0,0.297564685,0.0,0.414530814,1.0,1.0,1.0
150,1.0,1.0,1.0,0.0,0.620805919,0.0,0.377632737,1.0,1.0,1.0
151,1.0,1.0,1.0,0.0,0.506251514,0.0,0.347323477,1.0,1.0,1.0
152,1.0,1.0,1.0,0.0,0.369528323,0.0,0.218754575,1.0,1.0,1.0
153,1.0,1.0,1.0,0.1904,0.075398572,0.1817,0.348196238,1.0,1.0,1.0
154,1.0,1.0,1.0,0.3998,0.052092776,0.3776,0.275951982,1.0,1.0,1.0
155,1.0,1.0,1.0,0.5013,0.000912532,0.5216,0.167353988,1.0,1.0,1.0
156,1.0,1.0,1.0,0.5482,0.003804801,0.6342,0.096209385,1.0,1.0,1.0
157,1.0,1.0,1.0,0.5471,0.004665192,0.6809,0.024136219,1.0,1.0,1.0
158,1.0,1.0,1.0,0.5638,0.034942862,0.6637,0.017962135,1.0,1.0,1.0
159,1.0,1.0,1.0,0.4942,0.130620405,0.5758,0.026331495,1.0,1.0,1.0
160,1.0,1.0,1.0,0.358,0.209739819,0.4076,0.050122589,1.0,1.0,1.0
161,1.0,1.0,1.0,0.1237,0.270353645,0.1352,0.076377168,1.0,1.0,1.0
162,1.0,1.0,1.0,0.0,0.587898731,0.0,0.160285532,1.0,1.0,1.0
163,1.0,1.0,1.0,0.0,0.801127791,0.0,0.250386924,1.0,1.0,1.0
164,1.0,1.0,1.0,0.0,0.471754193,0.0,0.234963924,1.0,1.0,1.0
165,1.0,1.0,1.0,0.0,0.497119367,0.0,0.377899528,1.0,1.0,1.0
166,1.0,1.0,1.0,0.0,0.433294594,0.0,0.383023888,1.0,1.0,1.0
167,1.0,1.0,1.0,0.0,0.464815438,0.0,0.388597429,1.0,1.0,1.0
168,1.0,1.0,1.0,0.0,0.495626986,0.0,0.359877288,1.0,1.0,1.0
169,1.0,1.0,1.0,0.0,0.773328662,0.0,0.376229882,1.0,1.0,1.0
170,1.0,1.0,1.0,0.0,0.922425091,0.0,0.42322576,1.0,1.0,1.0
171,1.0,1.0,1.0,0.0,0.975681365,0.0,0.425420642,1.0,1.0,1.0
172,1.0,1.0,1.0,0.0,0.998668909,0.0,0.474283308,1.0,1.0,1.0
173,1.0,1.0,1.0,0.0,0.96816361,0.0,0.513089657,1.0,1.0,1.0
174,1.0,1.0,1.0,0.0,0.995454729,0.0,0.691806316,1.0,1.0,1.0
175,1.0,1.0,1.0,0.0,0.987193763,0.0,0.568521321,1.0,1.0,1.0
176,1.0,1.0,1.0,0.0,0.9938519,0.0,0.524209619,1.0,1.0,1.0
177,1.0,1.0,1.0,0.0,0.997879922,0.0001,0.65563798,1.0,1.0,1.0
178,1.0,1.0,1.0,0.0026,0.994140625,0.0041,0.655473053,1.0,1.0,1.0
179,1.0,1.0,1.0,0.0598,0.999531507,0.0626,0.686019301,1.0,1.0,1.0
180,1.0,1.0,1.0,0.1045,1.0,0.0905,0.958478153,1.0,1.0,1.0
181,1.0,1.0,1.0,0.0515,1.0,0.1765,0.988630712,1.0,1.0,1.0
182,1.0,1.0,1.0,0.0671,0.999296963,0.3062,0.989668608,1.0,1.0,1.0
183,1.0,1.0,1.0,0.1956,0.987912178,0.369,0.97400701,1.0,1.0,1.0
184,1.0,1.0,1.0,0.1553,0.973082304,0.2813,0.943269491,1.0,1.0,1.0
185,1.0,1.0,1.0,0.0357,0.908562422,0.0903,0.918866634,1.0,1.0,1.0
186,1.0,1.0,1.0,0.0,0.863576651,0.0,0.912455797,1.0,1.0,1.0
187,1.0,1.0,1.0,0.0,0.441652387,0.0,0.918765068,1.0,1.0,1.0
188,1.0,1.0,1.0,0.0,0.133826673,0.0,0.914151609,1.0,1.0,1.0
189,1.0,1.0,1.0,0.0,0.18830952,0.0,0.914121866,1.0,1.0,1.0
190,1.0,1.0,1.0,0.0,0.080651544,0.0,0.886783063,1.0,1.0,1.0
191,1.0,1.0,1.0,0.0,0.102896959,0.0,0.897890389,1.0,1.0,1.0
192,1.0,1.0,1.0,0.0,0.292079359,0.0,0.725169301,1.0,1.0,1.0
193,1.0,1.0,1.0,0.0,0.240472272,0.0,0.664602697,1.0,1.0,1.0
194,1.0,1.0,1.0,0.0,0.247440055,0.0,0.570896208,1.0,1.0,1.0
195,1.0,1.0,1.0,0.0,0.237611532,0.0,0.460848123,1.0,1.0,1.0
196,1.0,1.0,1.0,0.0,0.436896056,0.0,0.481707722,1.0,1.0,1.0
197,1.0,1.0,1.0,0.0,0.34168756,0.0,0.280787885,1.0,1.0,1.0
198,1.0,1.0,1.0,0.0,0.466558039,0.0,0.166776717,1.0,1.0,1.0
199,1.0,1.0,1.0,0.0,0.813244164,0.0,0.205677763,1.0,1.0,1.0
200,1.0,1.0,1.0,0.0,0.302878886,0.0,0.300532162,1.0,1.0,1.0
201,1.0,1.0,1.0,0.0041,0.373046428,0.0067,0.267592192,1.0,1.0,1.0
202,1.0,1.0,1.0,0.0805,0.228007585,0.1502,0.422922343,1.0,1.0,1.0
203,1.0,1.0,1.0,0.2869,0.705251694,0.4189,0.396006346,1.0,1.0,1.0
204,1.0,1.0,1.0,0.4127,0.98025769,0.4948,0.389075994,1.0,1.0,1.0
205,1.0,1.0,1.0,0.5241,1.0,0.5722,0.531895161,1.0,1.0,1.0
206,1.0,1.0,1.0,0.5732,1.0,0.5483,0.695458591,1.0,1.0,1.0
207,1.0,1.0,1.0,0.4743,1.0,0.4087,0.841732681,1.0,1.0,1.0
208,1.0,1.0,1.0,0.305,1.0,0.313,0.831212223,1.0,1.0,1.0
209,1.0,1.0,1.0,0.0978,1.0,0.1318,0.771754384,1.0,1.0,1.0
210,1.0,1.0,1.0,0.0,1.0,0.0,0.859164715,1.0,1.0,1.0
211,1.0,1.0,1.0,0.0,1.0,0.0,0.964129448,1.0,1.0,1.0
212,1.0,1.0,1.0,0.0,1.0,0.0,0.989314437,1.0,1.0,1.0
213,1.0,1.0,1.0,0.0,1.0,0.0,0.997104347,1.0,1.0,1.0
214,1.0,1.0,1.0,0.0,1.0,0.0,0.989203095,1.0,1.0,1.0
215,1.0,1.0,1.0,0.0,1.0,0.0,0.999962449,1.0,1.0,1.0
216,1.0,1.0,1.0,0.0,0.990385175,0.0,1.0,1.0,1.0,1.0
217,1.0,1.0,1.0,0.0,0.974543273,0.0,1.0,1.0,1.0,1.0
218,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
219,1.0,1.0,1.0,0.0,0.998923659,0.0,0.996925354,1.0,1.0,1.0
220,1.0,1.0,1.0,0.0,1.0,0.0,0.980939925,1.0,1.0,1.0
221,1.0,1.0,1.0,0.0,0.9999156,0.0,0.995903492,1.0,1.0,1.0
222,1.0,1.0,1.0,0.0,0.989916205,0.0,0.986650288,1.0,1.0,1.0
223,1.0,1.0,1.0,0.0,0.989458561,0.0,0.967746377,1.0,1.0,1.0
224,1.0,1.0,1.0,0.0,0.752799571,0.0,0.973660171,1.0,1.0,1.0
225,1.0,1.0,1.0,0.1892,0.907200992,0.164,0.986133695,1.0,1.0,1.0
226,1.0,1.0,1.0,0.3808,0.940828919,0.3817,0.990893126,1.0,1.0,1.0
227,1.0,1.0,1.0,0.5055,0.985960245,0.5261,0.950878024,1.0,1.0,1.0
228,1.0,1.0,1.0,0.6058,0.993910849,0.6015,0.955344141,1.0,1.0,1.0
229,1.0,1.0,1.0,0.6621,0.985459149,0.6392,0.987513661,1.0,1.0,1.0
230,1.0,1.0,1.0,0.6563,0.984604716,0.6448,0.975212336,1.0,1.0,1.0
231,1.0,1.0,1.0,0.5704,0.991283655,0.5771,0.957569599,1.0,1.0,1.0
232,1.0,1.0,1.0,0.4009,0.977170289,0.422,0.991573811,1.0,1.0,1.0
233,1.0,1.0,1.0,0.1757,0.987855911,0.2093,0.948312104,1.0,1.0,1.0
234,1.0,1.0,1.0,0.0,0.838460803,0.0,0.950389743,1.0,1.0,1.0
235,1.0,1.0,1.0,0.0,0.869346082,0.0,0.958247781,1.0,1.0,1.0
236,1.0,1.0,1.0,0.0,0.794923484,0.0,0.927831471,1.0,1.0,1.0
237,1.0,1.0,1.0,0.0,0.913891792,0.0,0.979082227,1.0,1.0,1.0
238,1.0,1.0,1.0,0.0,0.940207124,0.0,0.989470422,1.0,1.0,1.0
239,1.0,1.0,1.0,0.0,0.90137291,0.0,0.985802889,1.0,1.0,1.0
240,1.0,1.0,1.0,0.0,0.939054847,0.0,0.985857069,1.0,1.0,1.0
241,1.0,1.0,1.0,0.0,0.627161443,0.0,0.929395556,1.0,1.0,1.0
242,1.0,1.0,1.0,0.0,0.217612281,0.0,0.900235772,1.0,1.0,1.0
243,1.0,1.0,1.0,0.0,0.116163731,0.0,0.866942644,1.0,1.0,1.0
244,1.0,1.0,1.0,0.0,0.272952229,0.0,0.741459072,1.0,1.0,1.0
245,1.0,1.0,1.0,0.0,0.277390778,0.0,0.600258589,1.0,1.0,1.0
246,1.0,1.0,1.0,0.0,0.26416716,0.0,0.417367399,1.0,1.0,1.0
247,1.0,1.0,1.0,0.0,0.073716134,0.0,0.207226366,1.0,1.0,1.0
248,1.0,1.0,1.0,0.0,0.038241033,0.0,0.15075615,1.0,1.0,1.0
249,1.0,1.0,1.0,0.2198,0.097082593,0.2185,0.118688792,1.0,1.0,1.0
250,1.0,1.0,1.0,0.4112,0.001447127,0.3732,0.004833708,1.0,1.0,1.0
251,1.0,1.0,1.0,0.5551,5.9e-5,0.5366,0.013554232,1.0,1.0,1.0
252,1.0,1.0,1.0,0.6202,0.00026092,0.6392,0.037889838,1.0,1.0,1.0
253,1.0,1.0,1.0,0.6322,0.005408939,0.6719,0.026628215,1.0,1.0,1.0
254,1.0,1.0,1.0,0.6454,0.025882183,0.6925,0.054959729,1.0,1.0,1.0
255,1.0,1.0,1.0,0.582,0.125935793,0.5905,0.044316772,1.0,1.0,1.0
256,1.0,1.0,1.0,0.4182,0.18762584,0.3985,0.085174516,1.0,1.0,1.0
257,1.0,1.0,1.0,0.1694,0.175286353,0.1216,0.294740826,1.0,1.0,1.0
258,1.0,1.0,1.0,0.0,0.130735457,0.0,0.302422374,1.0,1.0,1.0
259,1.0,1.0,1.0,0.0,0.059012618,0.0,0.263340175,1.0,1.0,1.0
260,1.0,1.0,1.0,0.0,0.076137081,0.0,0.379125297,1.0,1.0,1.0
261,1.0,1.0,1.0,0.0,0.417927891,0.0,0.68642652,1.0,1.0,1.0
262,1.0,1.0,1.0,0.0,0.335010946,0.0,0.734469175,1.0,1.0,1.0
263,1.0,1.0,1.0,0.0,0.261711657,0.0,0.73539865,1.0,1.0,1.0
264,1.0,1.0,1.0,0.0,0.185985401,0.0,0.691299915,1.0,1.0,1.0
265,1.0,1.0,1.0,0.0,0.215645924,0.0,0.583048582,1.0,1.0,1.0
266,1.0,1.0,1.0,0.0,0.305431753,0.0,0.587040126,1.0,1.0,1.0
267,1.0,1.0,1.0,0.0,0.296855569,0.0,0.542858481,1.0,1.0,1.0
268,1.0,1.0,1.0,0.0,0.429687113,0.0,0.510614693,1.0,1.0,1.0
269,1.0,1.0,1.0,0.0,0.552138925,0.0,0.45660311,1.0,1.0,1.0
270,1.0,1.0,1.0,0.0,0.611982286,0.0,0.427841127,1.0,1.0,1.0
271,1.0,1.0,1.0,0.0,0.952477038,0.0,0.436822176,1.0,1.0,1.0
272,1.0,1.0,1.0,0.0,0.94997865,0.0,0.484590083,1.0,1.0,1.0
273,1.0,1.0,1.0,0.2238,0.960820317,0.2158,0.577081442,1.0,1.0,1.0
274,1.0,1.0,1.0,0.4608,0.916780055,0.458,0.570028424,1.0,1.0,1.0
275,1.0,1.0,1.0,0.6129,0.995527506,0.6197,0.751542807,1.0,1.0,1.0
276,1.0,1.0,1.0,0.681,1.0,0.7022,0.85591507,1.0,1.0,1.0
277,1.0,1.0,1.0,0.7075,0.706549644,0.7162,0.619331539,1.0,1.0,1.0
278,1.0,1.0,1.0,0.6971,0.844171405,0.7045,0.672639489,1.0,1.0,1.0
279,1.0,1.0,1.0,0.6128,0.786879778,0.626,0.987169445,1.0,1.0,1.0
280,1.0,1.0,1.0,0.4488,0.720500171,0.4726,0.989231169,1.0,1.0,1.0
281,1.0,1.0,1.0,0.217,0.447472394,0.2484,0.974840343,1.0,1.0,1.0
282,1.0,1.0,1.0,0.0,0.345706671,0.0,0.87803185,1.0,1.0,1.0
283,1.0,1.0,1.0,0.0,0.369809151,0.0,0.903371572,1.0,1.0,1.0
284,1.0,1.0,1.0,0.0,0.554297388,0.0,0.937535048,1.0,1.0,1.0
285,1.0,1.0,1.0,0.0,0.792255223,0.0,0.923223376,1.0,1.0,1.0
286,1.0,1.0,1.0,0.0,0.62724638,0.0,0.899793744,1.0,1.0,1.0
287,1.0,1.0,1.0,0.0,0.336070687,0.0,0.880906224,1.0,1.0,1.0
288,1.0,1.0,1.0,0.0,0.155117512,0.0,0.858990669,1.0,1.0,1.0
289,1.0,1.0,1.0,0.0,0.115278736,0.0,0.872609735,1.0,1.0,1.0
290,1.0,1.0,1.0,0.0,0.155447826,0.0,0.714520395,1.0,1.0,1.0
291,1.0,1.0,1.0,0.0,0.072547182,0.0,0.685217142,1.0,1.0,1.0
292,1.0,1.0,1.0,0.0,0.144462854,0.0,0.526806712,1.0,1.0,1.0
293,1.0,1.0,1.0,0.0,0.183930919,0.0,0.356784225,1.0,1.0,1.0
294,1.0,1.0,1.0,0.0,0.203272656,0.0,0.252184272,1.0,1.0,1.0
295,1.0,1.0,1.0,0.0,0.239064619,0.0,0.259685755,1.0,1.0,1.0
296,1.0,1.0,1.0,0.0,0.094089612,0.0,0.117979489,1.0,1.0,1.0
